place_id,n_nodes,n_edges
410,183,397
412,86,187
413,524,991
415,1403,3214
417,14469,31874
419,1390,3064
420,280,644
421,37687,78674
422,725,1707
423,462,1026
424,72,138
438,1411,3462
442,208,534
444,1163,2793
449,197,509
