place_id,n_nodes,n_edges
1,358,998
2,2716,5176
3,705,2122
4,836,2225
5,58931,140231
7,317,703
8,149,344
9,29,68
10,693,1446
11,959,2248
12,486,1307
13,362,727
15,58,99
16,472,1117
18,1916,3999
19,3,6
22,35,58
23,6740,16029
25,1059,2646
28,22,44
31,228,539
32,176,401
33,4507,10575
34,231,430
35,177,415
36,1086,2865
38,1469,3770
39,265,716
40,2253,6112
41,3672,10801
42,11568,29530
43,3694,10249
44,3195,8233
45,61,167
46,29941,77668
47,9136,26186
48,6173,11224
49,3142,8474
