place_id,n_nodes,n_edges
200,163,380
201,2217,5284
202,382,947
203,618,1511
204,432,1035
206,1663,4129
207,3715,8662
215,6194,15223
220,10833,26531
223,38395,98447
226,4845,11855
236,4845,11855
