place_id,n_nodes,n_edges
501,1749,4138
502,7163,18397
504,3875,9626
508,144876,366041
512,6209,16105
517,5888,14330
518,4,3
521,78,154
522,107,238
523,1285,2900
525,1226,2254
526,9449,23521
528,7063,16197
529,2119,4138
530,24834,58161
532,10134,21839
533,6810,16283
534,133,258
535,67,157
538,20446,46233
541,42095,102773
542,15189,40374
544,18956,45859
546,5431,16333
547,9818,26831
549,5676,18592
