place_id,n_nodes,n_edges
251,556,1317
252,471,1205
253,310,770
254,838,1883
255,1108,2716
256,187,463
257,5389,13846
258,955,2468
259,15302,35725
260,6974,16628
261,2149,5104
263,2100,5028
264,10581,26075
265,10598,27398
268,9606,24004
269,3521,8948
274,42919,107549
275,2959,7839
276,74,194
277,3386,9204
279,1259,2936
282,5067,11498
283,157,380
285,13551,35541
288,15234,39082
289,3505,9889
290,279,804
293,9015,23447
296,84883,220632
298,7363,19406
