place_id,n_nodes,n_edges
351,30,60
352,31,54
354,196,530
355,320,699
356,1031,1967
357,1233,2443
358,478,1007
360,2271,4417
361,2972,5853
362,4583,9113
363,500,1009
364,1701,3034
366,155,326
367,1014,1870
368,1459,2738
370,743,1593
371,1183,2440
372,372,700
373,422,838
375,538,1039
376,190,369
377,1,1
378,780,1517
379,824,1554
380,774,1618
381,1053,2349
382,558,1116
383,639,1260
384,800,1636
385,531,1107
386,579,1302
387,33,98
391,606,1437
392,242,574
