place_id,n_nodes,n_edges
900,2479,5499
902,3362,7762
903,3916,9485
904,2001,4505
905,1580,3547
906,1731,3887
907,4645,11883
911,42,86
914,3478,8325
915,204,505
918,1056,2451
920,248,577
921,263,745
923,20,42
926,1789,3977
927,93,194
929,1442,3305
930,942,2249
931,10,18
933,1558,3979
934,9,24
940,1345,3162
941,54,150
944,154,394
946,886,1950
947,2190,5496
