place_id,n_nodes,n_edges
750,1440,3017
751,3945,8233
752,1010,2140
753,1055,2188
754,2151,4730
756,12132,25275
757,5638,12341
759,503,1089
761,3563,7215
764,3440,7099
766,8177,17234
767,2390,4938
769,814,1748
772,166,320
784,108,263
785,1226,2980
786,8422,21214
787,1098,2907
788,4699,13052
789,1072,2868
790,9618,24947
791,1951,5094
792,13047,34053
793,23962,59301
794,15085,36301
795,7481,20160
796,313,790
797,5497,14951
798,9646,26060
799,698,1659
