place_id,n_nodes,n_edges
700,694,1440
701,85,227
702,664,1480
703,811,1779
707,4813,13453
708,1852,5091
709,8712,25767
710,433,1034
713,86,150
714,733,1931
715,481,1316
716,905,1816
719,2302,5820
721,1501,3504
722,2178,5069
724,3545,8612
727,444,1027
730,583,1360
734,81768,221681
735,25728,69137
736,418,1389
737,5348,14746
738,107726,288258
739,76513,209307
740,39148,102494
741,76513,209307
743,106,284
744,3634,10354
745,866,1849
746,2042,5054
747,6518,13625
748,1305,2614
749,4724,9989
