place_id,n_nodes,n_edges
550,59,105
553,3423,8115
554,905,2038
555,1209,2913
556,725,1562
557,3037,7237
558,1254,2987
559,4225,9626
560,1288,2967
561,3273,7683
562,947,2239
563,819,1876
564,856,2012
565,845,2098
566,1377,2888
570,74,168
571,275,559
577,2287,5054
578,103,258
582,103,212
585,1248,3391
589,13,19
591,28,39
593,2,2
597,1404,3194
598,14565,38558
599,2175,5439
