place_id,n_nodes,n_edges
300,17712,45861
301,7461,18930
302,13296,35039
303,8953,22410
304,125048,334871
305,15223,39021
313,304,779
314,978,2538
316,37,97
319,2117,5973
321,4,6
324,26152,73766
330,6923,16580
334,1733,3911
335,3136,7015
337,2521,5053
338,1227,2712
339,1049,2203
340,4230,9002
341,1778,3701
343,65,180
344,1741,3727
345,5826,12551
