city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
bena tshishimbi,3543,2.4,45.59337992762941,31.345448700245218,41253.55240236256,20626.776201181267,25,0,53,2,0.0,0.0022103977608007564,0.975,0.6774193548387096,0.0,0.0,0.0,0.0
bender,3534,2.846723044397463,60.41906853001607,50.583406211176246,25070.528822496,13099.238542289058,154,2,625,165,0.0021141649048625794,0.0046124107393694345,0.8252118644067796,0.8348380244291025,0.0,0.0,0.0,0.0
bengbu,11768,3.2524839275277615,22.894057803493048,20.69965366569477,15684.188249742998,10594.106402849648,164,12,781,737,0.0070134424313267095,0.0021610182995080085,0.5562095350206003,0.6982021809608017,16.0,1.0,0.009351256575102279,0.0005844535359438924
benghazi,3349,3.0642743999025224,166.17408325900368,154.95677582321863,40255.68196552454,21975.040166098275,1108,2,12036,3264,0.00012184720360667723,0.007561946736068621,0.8008774067755301,0.9199853743258478,3.0,1.0,0.00018277080541001585,6.0923601803338614e-05
bengkalis,11252,2.5754716981132075,230.05670239586402,173.898993202534,67475.42435851997,33858.42208999796,207,2,583,56,0.0023584905660377358,0.006794666974862498,0.933806146572104,0.7705986959098993,0.0,0.0,0.0,0.0
bengkulu,11268,2.4236617183985607,327.92192170537993,223.45304858268534,56801.81380610251,29782.558730672747,3541,12,6878,680,0.0010796221322537112,0.011010535551052456,0.9383950283707106,0.6580334219179316,4.0,0.0,0.0003598740440845704,0.0
benguela,3064,2.933598659405111,260.52572812292203,230.4020997350182,71895.78468412913,37030.44130084387,552,0,3438,781,0.0,0.007035447566134866,0.8357771260997068,0.9063187676831185,3.0,0.0,0.0006284038542103058,0.0
beni,4099,2.979126401236954,294.6477338989467,243.4516935481247,81523.66314872947,40780.68475825171,899,0,2589,1682,0.0,0.007225178675778038,0.6741399304213375,0.9785362080634246,4.0,0.0,0.0007730962504831851,0.0
benidorm,1950,2.830922693266833,148.95217655691357,127.40797146888119,35452.02530287992,24351.46656851454,290,28,1426,254,0.013965087281795512,0.006116764102803677,0.8679817905918058,0.5059508736388959,6.0,1.0,0.0029925187032418953,0.0004987531172069825
beni adi,3994,2.732806324110672,742.4371169129071,605.6878297661028,151398.65254584313,75699.32627292164,233,0,904,128,0.0,0.009807711025540313,0.8988142292490119,0.8514851485148515,0.0,0.0,0.0,0.0
beni mazar,3922,2.779889426399447,389.24090749472305,324.81575383543753,73748.11858681601,39364.64662810489,479,0,2094,321,0.0,0.009888083365057304,0.8890808569454043,0.8564758775721943,0.0,0.0,0.0,0.0
beni mellal,1608,2.9292078015892127,708.9383624171031,636.0472762740492,121658.69901181584,63053.95302102104,427,2,3164,558,0.0004815795810257645,0.011243361097134637,0.8650927487352446,0.9034590815957575,2.0,0.0,0.0004815795810257645,0.0
beni suef,3957,2.872018404165153,506.6504423488861,444.63039183251317,104572.27844436337,58200.360442658945,1011,1,6290,948,0.0001210800339024095,0.0087052801476729,0.8841123758779366,0.8123675125673793,9.0,0.0,0.0010897203051216855,0.0
bento goncalves,1200,2.8,151.2897321515901,119.72568731420799,43167.3987777968,23019.10382393408,435,7,1187,452,0.003357314148681055,0.006572355436108977,0.78055822906641,0.7711394844615755,4.0,0.0,0.0019184652278177458,0.0
benxi,11493,3.1786743515850144,23.162969181796452,20.96015078698584,10673.225452565464,7620.970936054646,99,0,567,366,0.0,0.003039372460038255,0.6397694524495677,0.6427539720751083,9.0,0.0,0.008645533141210375,0.0
benxi manchu autonomous county,11539,3.0458715596330275,13.209100942704817,11.997256819520889,15926.82123118463,9054.90304514709,10,2,70,27,0.01834862385321101,0.0014587788380334055,0.7476635514018691,0.7511961722488039,0.0,0.0,0.0,0.0
ben cat,11802,3.040276179516686,104.94237508319786,94.19453689861258,42399.55285697687,23769.053063862706,89,4,574,192,0.004602991944764097,0.0044150843873013625,0.7664739884393064,0.8092753623188406,5.0,5.0,0.005753739930955121,0.005753739930955121
ben gardane,2878,2.710771840542833,185.77431161918213,150.16362932407174,52822.15937826102,27056.03712537443,226,1,840,112,0.0008481764206955047,0.006866279446554803,0.9049235993208828,0.7137388345384943,0.0,0.0,0.0,0.0
beppu,12788,2.900385749943272,260.33526946999143,218.09798386276566,54025.97152844782,29495.726877143108,715,2,2732,925,0.0004538234626730202,0.008826202878618699,0.7825198637911465,0.8555366269165247,31.0,2.0,0.007034263671431813,0.0004538234626730202
berbera,5732,3.250720461095101,516.6866020090357,510.7305604873177,124702.14090319248,63467.56803235421,8,0,497,188,0.0,0.008140954790415817,0.7276657060518732,1.0679681851048446,1.0,0.0,0.001440922190201729,0.0
