city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
zhongshan,11729,2.9423076923076925,11.869897312204218,9.815492008168873,15645.103999780897,8769.796740940554,9,0,28,15,0.0,0.001353497425634882,0.7115384615384616,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
zhongshan,12181,2.920494140006335,99.93733599654499,86.92680539959218,33067.439440420414,21041.850275006433,1233,32,6516,1638,0.0033787350860521592,0.004749455712801589,0.8209556097044178,0.7236793302601601,49.0,3.0,0.005173688100517369,0.0003167564143173899,0.0,0.0
zhongwei,10133,3.213872832369942,16.810820538687178,15.061717823679263,20449.583765708685,11893.940440518978,18,1,80,74,0.005780346820809248,0.0014133937043620893,0.5697674418604651,0.9026548672566371,0.0,0.0,0.0,0.0,0.0,0.0
zhongxiang,11283,2.92258064516129,8.207049014257718,6.618587914723967,12749.795140660714,6959.321663007414,30,0,80,42,0.0,0.0011792886450245079,0.7096774193548387,0.8524590163934426,3.0,0.0,0.01935483870967742,0.0,0.0,0.0
zhongxin,12171,2.8944444444444444,54.512250648590644,47.24395056211189,26390.391438386418,19030.465041096653,24,1,126,28,0.005555555555555556,0.002864472861323693,0.8379888268156425,0.509915014164306,1.0,0.0,0.005555555555555556,0.0,0.0,0.0
zhongyang,10456,2.963636363636364,14.68382199051693,12.281014755705069,14771.874730486676,9441.154238488736,9,1,28,17,0.01818181818181818,0.0015552994495795249,0.6851851851851852,0.7669902912621359,0.0,0.0,0.0,0.0,0.0,0.0
zhoukou,11294,3.402941176470588,14.098280062496915,12.85431417462954,15040.320792046936,10589.676058784762,30,2,111,195,0.0058823529411764705,0.0013313230720406748,0.4171597633136095,0.7093889716840537,2.0,0.0,0.0058823529411764705,0.0,0.0,0.0
zhoushan,12583,3.12403951701427,26.18476608795895,23.080534762492903,17211.933819482085,10752.490932911873,108,0,481,315,0.0,0.0024352279161483446,0.6465422612513722,0.7925151348376445,7.0,0.0,0.007683863885839737,0.0,0.0,0.0
zhouzhi,10430,3.1815068493150687,34.45723031492773,29.61905756522897,27285.181560864137,16810.488232005133,41,2,116,129,0.00684931506849315,0.0020497459585573094,0.5413793103448276,0.7913043478260869,4.0,0.0,0.0136986301369863,0.0,0.0,0.0
zhuanghe,11641,3.108614232209738,19.1938489690803,16.893462575782287,18097.808665306417,11703.350132846439,32,3,136,96,0.011235955056179775,0.0016400303119370192,0.6363636363636364,0.6653919694072657,0.0,0.0,0.0,0.0,0.0,0.0
zhuanglang,10253,2.65,48.30237629545644,36.46829410306961,39483.591196359084,19877.73176822842,49,2,122,24,0.01,0.0024299742474974215,0.8636363636363636,0.7953964194373402,3.0,0.0,0.015,0.0,0.0,0.0
zhudong,12698,2.599271402550091,145.86931622752368,104.15441158686572,44769.469499169136,24571.519724607835,157,0,303,86,0.0,0.00593651991665126,0.8378870673952641,0.7264409881061299,2.0,0.0,0.0036429872495446266,0.0,1.0,0.0018214936247723133
zhugezhuang,11077,2.7777777777777777,9.72098054950236,7.726933257296747,9892.842001987507,5341.215112870805,24,1,69,23,0.008547008547008548,0.001819994204329567,0.8017241379310345,0.8149779735682819,0.0,0.0,0.0,0.0,0.0,0.0
zhuhai,12211,2.978658162639519,80.60862068636473,71.54225184429475,28658.114829007653,19203.71898522004,917,55,5507,1637,0.006745983073715197,0.004197552606784363,0.7932822919239318,0.609536162065345,33.0,4.0,0.004047589844229118,0.0004906169508156506,0.0,0.0
zhuji,12432,3.1792114695340503,30.495348499014113,26.88837179482965,24018.66563770144,15010.935853295316,132,4,517,458,0.0035842293906810036,0.0020315421234925564,0.5836330935251799,0.829202343397927,5.0,0.0,0.004480286738351254,0.0,0.0,0.0
zhujing,12443,2.8421052631578947,21.170635397181297,15.896547280690516,18354.90345075885,12371.426563496196,71,1,115,98,0.0035087719298245615,0.0017112525615799656,0.6549295774647887,0.5950266429840142,0.0,0.0,0.0,0.0,0.0,0.0
zhukovsky,3725,2.8846153846153846,32.83960588627729,28.370310410630086,18217.006824410215,9830.044399554788,92,6,467,110,0.008875739644970414,0.003340738307119409,0.8343283582089552,0.7625468164794007,1.0,0.0,0.0014792899408284023,0.0,0.0,0.0
zhumadian,11285,3.4665391969407264,16.66877753861103,15.457661770987286,14275.653895979684,10402.734635741946,38,1,170,307,0.0019120458891013384,0.0016023457410266025,0.39846743295019155,0.6766121270452358,7.0,0.0,0.01338432122370937,0.0,0.0,0.0
zhuozhou,10744,2.969798657718121,7.240089225243372,5.733761936769918,7815.158676566213,5189.777298328018,62,2,121,109,0.006711409395973154,0.0013950674198632566,0.6182432432432432,0.5979557069846678,4.0,0.0,0.013422818791946308,0.0,0.0,0.0
zhushan,10841,2.8333333333333335,21.30335075541098,18.04867216777875,23378.203620948596,11689.101810474293,11,0,51,10,0.0,0.001822496809491523,0.8611111111111112,0.9424460431654677,0.0,0.0,0.0,0.0,0.0,0.0
