city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
pagar alam,11406,2.435604177026355,694.1724740244108,474.97828158010407,102407.38898008595,52713.07864375357,635,0,1241,135.0,0.0,0.013168885063909454,0.9328692192938837,0.6758775205377147,0.0,0.0,0.0,0.0,0.0,0.0
pagojengan,12264,2.408386508659982,320.4390175043244,218.78653063877755,80747.88808604947,40890.32655395046,348,0,702,47.0,0.0,0.007836548262375431,0.9571558796718322,0.6651439013248058,0.0,0.0,0.0,0.0,0.0,0.0
paita,415,3.0832826747720365,716.1882459518257,666.1203746542817,156486.63106176083,81359.88857404735,115,0,1166,361.0,0.0,0.008802719110167017,0.7787234042553192,0.9582952815829529,3.0,0.00182370820668693,0.0,0.0,0.0,0.0
paithan,7315,2.6451612903225805,22.68051312563658,17.559106935976708,32331.04951171128,16165.52475585564,7,0,21,3.0,0.0,0.0014030174379227012,0.9032258064516129,0.8771929824561403,0.0,0.0,0.0,0.0,0.0,0.0
pakdasht,5775,2.62532981530343,283.9019508764929,214.4870499585817,63891.701242014955,36875.34315118928,834,6,2192,365.0,0.001759014951627089,0.00769896431098938,0.8886930983847283,0.6457016899338721,12.0,0.003518029903254178,1.0,1.0,0.0002931691586045148,0.0002931691586045148
pakhtaobod,6111,2.697026022304833,37.30054732185687,28.70339515101997,21257.467521136827,10645.998506092405,124,0,329,85.0,0.0,0.003503715250430555,0.8420074349442379,0.8263305322128851,0.0,0.0,0.0,0.0,0.0,0.0
pakokku,10131,3.2145631067961165,136.56459831209182,118.13500688939206,50810.325081521136,26516.478504910963,139,0,394,495.0,0.0,0.00515017853093877,0.5174757281553398,1.0554744525547446,2.0,0.001941747572815534,0.0,0.0,0.0,0.0
pakpattan,6485,2.6566604127579736,166.8518888765086,128.9736927150498,53350.542268860256,28182.09762985247,242,1,709,110.0,0.0009380863039399625,0.0059204921886214495,0.8929577464788733,0.8,3.0,0.0028142589118198874,1.0,0.0,0.0009380863039399625,0.0
pakse,11480,2.6988847583643123,177.55626253444157,138.17265535517882,60608.37103407485,33627.945793168015,179,0,513,115.0,0.0,0.005280021076116836,0.8574969021065675,0.6929770043505282,0.0,0.0,0.0,0.0,0.0,0.0
pala,3187,3.253968253968254,102.26393104899874,88.4664165423878,64853.3810572769,32426.690528638424,17,0,43,66.0,0.0,0.0031536962108014645,0.47619047619047616,1.145748987854251,0.0,0.0,0.0,0.0,0.0,0.0
palabuhanratu,11903,2.449160035366932,189.3948869392533,132.96157403162434,62851.34698643989,31961.77975091039,337,0,743,51.0,0.0,0.005925667732375217,0.9549071618037135,0.6712450155073106,0.0,0.0,0.0,0.0,0.0,0.0
palacode,8259,2.3076923076923075,22.965335058519074,15.015795999800932,39568.118739382735,19784.05936969137,9,0,17,0.0,0.0,0.0011607999465317684,1.0,0.7446808510638298,0.0,0.0,0.0,0.0,0.0,0.0
palakkad,7958,2.500311526479751,135.85093762129648,97.59260503261984,42721.96547391169,22118.150286612716,904,3,2104,191.0,0.0009345794392523365,0.006142056901725726,0.9379482382288743,0.7197690747386488,8.0,0.0024922118380062306,0.0,0.0,0.0,0.0
palakollu,8879,2.7049714751426244,354.84433520283847,277.62881971860224,81272.54244396015,40770.045801171436,267,1,786,173.0,0.0008149959250203749,0.008703554980863986,0.8588907014681892,0.8447078054760931,0.0,0.0,0.0,0.0,0.0,0.0
palangka raya,12690,2.539510038681157,446.582413307441,322.12501943487547,78779.20856988544,41833.63816680611,1513,2,3387,526.0,0.0003683919690550746,0.010675199023492832,0.9028929426939377,0.6910314314683381,1.0,0.0001841959845275373,0.0,0.0,0.0,0.0
palani,8198,2.8072289156626504,88.83118355793908,75.45299326306875,46405.00252342715,23202.5012617136,50,0,246,36.0,0.0,0.0038285175617906006,0.891566265060241,0.9028831562974203,0.0,0.0,0.0,0.0,0.0,0.0
palanpur,6611,2.8029556650246303,45.431358150771054,38.04596495384768,39980.333264398636,23400.77724230535,33,1,144,23.0,0.0049261083743842365,0.001941446545999228,0.8762376237623762,0.7869674185463659,2.0,0.009852216748768473,0.0,0.0,0.0,0.0
palapye,3659,3.0706455542021924,193.14398700080704,188.08601413781392,58821.770926889556,29520.097919266223,43,0,1398,200.0,0.0,0.006542796285060833,0.8775883069427527,0.9902409271119244,1.0,0.0006090133982947625,0.0,0.0,0.0,0.0
palencia,1688,2.9298245614035086,193.10730753405267,173.59330593061154,34244.858923454536,23391.133694270276,144,11,1080,182.0,0.0077192982456140355,0.008255577094211335,0.8656294200848657,0.5402054551895147,7.0,0.004912280701754386,1.0,0.0,0.0007017543859649122,0.0
palermo,2959,2.7884522076661815,121.25757322893145,100.46551773203461,27771.793957628743,17103.669462877777,1767,87,7041,1381.0,0.008442503639010189,0.00708956481485519,0.8620082207868467,0.6130390093485389,27.0,0.0026200873362445414,2.0,0.0,0.00019408054342552158,0.0
