city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
golmud,9558,3.1191222570532915,38.98231031340812,34.09424632426604,24127.791676235014,15803.867427000263,40,1,161,115.0,2.0,0.003134796238244514,0.006269592476489028,0.0024666310631541004,0.6320754716981132,0.6862123613312203
goma,4052,3.064422938032645,265.8047958797161,244.53426909691055,76067.42210033498,38436.49049401873,554,7,4811,1541.0,10.0,0.0010111223458038423,0.001444460494005489,0.006915428345912047,0.7757374204742625,1.0054241701019744
gombe,2932,2.9824145672237465,285.9853635055099,254.704599749669,60971.06777889141,31570.589270029366,877,2,5532,1599.0,8.0,0.0002494387627837366,0.0009977550511349464,0.009058600745758075,0.7995259481037924,0.9422224995320397
gombong,12315,2.656841179058513,320.66041740665736,253.50935771217038,88379.2437412792,44276.57205349361,476,2,1621,174.0,0.0,0.0008798944126704796,0.0,0.0072422141673308665,0.9233817701453104,0.7965616045845272
gonaives,740,2.7280898876404494,82.76415759781739,65.03340922854714,28086.22902984348,14047.452596692383,286,0,846,197.0,6.0,0.0,0.0044943820224719105,0.005891755606799846,0.847940074906367,0.8600375234521576
gonbad e qabus,5851,2.644304367402071,306.1545425658098,226.4799250047841,60424.89237499769,32765.35126694107,1156,3,2563,705.0,15.0,0.0006753714542998649,0.003376857271499325,0.009343850461774463,0.8378013066005857,0.7191479770089034
gonda,8078,2.723991507430998,165.93064688438895,137.0425087856206,90364.27773196262,46819.09384255999,82,0,355,34.0,0.0,0.0,0.0,0.003544080700117116,0.9278131634819533,0.7865528281750267
gondal,6533,3.060846560846561,56.089897409578946,50.00607255827541,29115.572040893385,16734.77137981368,41,3,228,104.0,2.0,0.007936507936507936,0.005291005291005291,0.0033516978592989565,0.7173333333333334,0.9489932885906041
gonder,4847,2.9418356456776946,527.8278830496904,463.89142122883675,131055.85787429643,67367.87877499546,227,3,1298,344.0,2.0,0.0016008537886872999,0.0010672358591248667,0.007835008206397634,0.8150721539283805,0.9108910891089109
gondia,8185,2.810810810810811,78.36763363059254,66.01237607621984,37144.96633396815,18572.48316698405,105,0,477,84.0,0.0,0.0,0.0,0.004219556045682959,0.8738738738738738,0.9035418236623964
gongchangling,11475,2.0,1.6569432008738743,0.8284716004369371,2941.0058326440903,2492.581494890391,2,0,2,0.0,0.0,0.0,0.0,0.0006647498604440762,1.0,0.3333333333333333
gongnong,10355,2.741007194244604,117.67015504288209,93.12026658069804,61204.16673120428,42000.62811250259,58,1,177,39.0,3.0,0.0035971223021582736,0.01079136690647482,0.0028016284596433087,0.8483754512635379,0.5391621129326047
gongping,12393,2.682926829268293,39.47011684398482,27.91788752379414,23964.340165657763,11982.170082828881,24,0,36,22.0,0.0,0.0,0.0,0.00329407082115682,0.7317073170731707,0.8238993710691824
gongqingcheng,11970,2.787878787878788,26.07322271680235,18.698977908009763,23516.779573912154,13418.889575630119,28,1,36,32.0,2.0,0.010101010101010102,0.020202020202020204,0.0019430238672023658,0.6530612244897959,0.6858638743455497
gongxian,10495,3.208955223880597,56.792762205243825,52.83704742477909,28499.004211171505,17416.294498704672,14,0,117,70.0,0.0,0.0,0.0,0.0032608981324625487,0.6517412935323383,0.7455919395465995
gongyi,10941,3.050239234449761,13.820339433675102,11.307550445734174,11457.521263964469,8526.498254536522,76,3,165,172.0,2.0,0.007177033492822967,0.004784688995215311,0.0016208693206876566,0.5807228915662651,0.5272727272727272
gongzhuling,11277,3.005586592178771,15.131542567579105,12.468729210714626,12173.176286333108,7827.947702485438,63,0,169,124.0,2.0,0.0,0.00558659217877095,0.0019330152860851017,0.6480446927374302,0.6821378340365682
gong an,11331,3.0,11.109712524883815,9.415010614308317,18618.278863852218,9856.713577676048,18,0,65,34.0,1.0,0.0,0.00847457627118644,0.0011271213713712467,0.7033898305084746,0.8744588744588745
gopalganj,8707,2.6923076923076925,46.886802487794256,36.06677114445712,63592.29520506539,42895.99532560521,12,0,32,8.0,0.0,0.0,0.0,0.0010930344926582663,0.8461538461538461,0.6363636363636364
gopalganj,9886,2.367088607594937,12.949010017264484,8.359487479499856,14990.718781982072,7495.359390991035,28,0,45,6.0,0.0,0.0,0.0,0.001727603620024999,0.9240506329113924,0.7058823529411765
