city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
biantubu,2444,2.657142857142857,80.63066674452514,62.96871117191487,40653.436955700156,20326.718477850063,23,0,72,10,0.0,0.003966733087408478,0.9047619047619048,0.848780487804878,0.0,0.0,0.0,0.0
biaystok,3288,2.7644444444444445,116.7681048576155,95.11966890940997,28901.585311475283,17741.717061623345,876,45,3137,651,0.009523809523809525,0.006581556027076636,0.8574786324786324,0.6032068412613576,15.0,1.0,0.0031746031746031746,0.00021164021164021165
biba,3944,2.618181818181818,412.2116876065712,315.8018466209021,77091.52627848377,41003.81975790676,283,0,824,102,0.0,0.010053007013501092,0.9148760330578513,0.7726708074534161,1.0,0.0,0.0008264462809917355,0.0
bichi,2701,3.0820338983050846,444.27912737859975,416.26695188964396,92511.7478122787,46867.68225867919,93,0,1075,307,0.0,0.00947943456914441,0.791864406779661,1.0186757215619695,0.0,0.0,0.0,0.0
bida,2396,2.791079812206573,146.16608430557642,125.57931186817127,48390.43949724463,24414.576166476378,300,0,1675,155,0.0,0.005986836851432911,0.9272300469483568,0.8559341950646299,0.0,0.0,0.0,0.0
bidar,7807,2.7958907202528787,960.3142521205203,802.2494316653704,183147.94446404924,98473.11754087414,729,2,3145,550,0.0004515692029803567,0.00975204478239367,0.8750847074768466,0.8229178438241609,3.0,0.0,0.0006773538044705351,0.0
bidasar,6655,2.9210526315789473,70.67171842752175,59.88498245700527,30237.06880481631,15118.534402408199,29,0,118,43,0.0,0.004674508556614099,0.7736842105263158,0.9733333333333334,0.0,0.0,0.0,0.0
bielefeld,2432,2.7157407407407406,83.7515006442207,67.52464739440295,27810.85817421401,15392.296377397455,837,74,2902,494,0.01712962962962963,0.0054411309781693205,0.8805934997644842,0.7156828090020031,13.0,0.0,0.0030092592592592593,0.0
bielsko biaa,3161,2.692483660130719,107.35239960159437,84.58386779066798,34598.04986270846,19684.91703227912,649,43,1996,353,0.014052287581699347,0.005453535792178297,0.8766987073251574,0.6268037817216785,10.0,9.0,0.0032679738562091504,0.0029411764705882353
biel bienne,2370,2.770424836601307,106.93901414191821,88.85373969144675,32218.085559311887,17960.19337236993,207,33,822,158,0.02696078431372549,0.005954223984382809,0.8639798488664987,0.7315944467816575,4.0,0.0,0.0032679738562091504,0.0
bignona,1464,3.27027027027027,262.2851273798469,257.09820989705497,64852.086170543065,32475.66087856596,30,0,1019,466,0.0,0.008076359965716848,0.6914963744232037,1.1046550016507097,2.0,0.0,0.0013183915622940012,0.0
bihar sharif,9067,2.4474708171206228,25.631792839343863,17.15435162788772,19508.57554986566,9754.287774932818,85,0,144,28,0.0,0.002627746221022313,0.8910505836575876,0.7190569744597249,0.0,0.0,0.0,0.0
bijainagar,6781,2.5,13.790793957136987,8.865510401016634,23126.391151770546,13874.927158314282,10,0,12,6,0.0,0.0009939363140276465,0.7857142857142857,0.6862745098039216,0.0,0.0,0.0,0.0
bijar,5516,2.9297297297297296,407.8139380668057,364.6706874759544,80071.5887087384,44435.6875952593,137,0,982,169,0.0,0.009177621865140533,0.864092664092664,0.8332688588007737,7.0,0.0,0.005405405405405406,0.0
bijie,10638,2.7890772128060264,95.99620976297135,75.74842163970808,38654.19285982958,24022.60441479044,112,2,308,104,0.003766478342749529,0.003996078364586797,0.7939508506616257,0.6410256410256411,5.0,0.0,0.009416195856873822,0.0
bijnor,7122,2.7518796992481205,34.50373828042299,26.4615135684447,36940.70462741722,18470.3523137086,31,0,74,27,0.0,0.0018680606462939254,0.7894736842105263,0.8659003831417624,1.0,0.0,0.007518796992481203,0.0
bikaner,6559,2.9556850521750913,185.08657987800447,164.2677885378847,47098.27951038656,24477.51003554431,830,6,5211,1325,0.0008131183087139179,0.0075614954139222625,0.8193408381934084,0.938063903398684,7.0,0.0,0.0009486380268329042,0.0
bikramganj,8781,2.210526315789474,16.49205278334334,9.548030558777723,32017.963790518974,16026.216524419466,8,0,10,1,0.0,0.0010290671387232333,0.9473684210526315,0.5757575757575758,0.0,0.0,0.0,0.0
bilari,7310,2.1481481481481484,16.657010376172234,9.253894653429018,27880.843277107713,13940.421638553855,12,0,14,1,0.0,0.0011948713466531985,0.9629629629629629,0.6530612244897959,0.0,0.0,0.0,0.0
bilasipara,9768,2.611111111111111,7.808417424877531,5.74786282664596,14687.3987067714,7343.699353385702,19,0,43,10,0.0,0.0010632811950938021,0.8611111111111112,0.8273381294964028,0.0,0.0,0.0,0.0
