city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
lantian,10543,3.1818181818181817,62.20282537620269,55.60555601812058,41917.0382765665,24947.16975922253,7,1,33,23,2.0,0.015151515151515152,0.030303030303030304,0.002493382054018669,0.6153846153846154,0.8,0.0,0.0,0.0,0.0,0.0,0.0
lantian,10552,2.9728506787330318,23.440102161833483,19.727868787787454,23441.291561406546,15788.383305091025,35,0,123,62,1.0,0.0,0.004524886877828055,0.0014846423290391696,0.7149321266968326,0.5675057208237986,0.0,0.0,0.0,0.0,0.0,0.0
lanxi,10989,2.8767123287671232,9.0503058641063,7.438607559539425,10936.233643380892,5900.456627565607,13,1,42,16,1.0,0.0136986301369863,0.0136986301369863,0.0015338314363375378,0.7638888888888888,0.7553956834532374,0.0,0.0,0.0,0.0,0.0,0.0
lanxi,12404,3.1283643892339543,45.56691341521341,39.95359799449872,22467.70271509543,14190.206614519799,119,4,494,333,15.0,0.004140786749482402,0.015527950310559006,0.003211152215964786,0.6372141372141372,0.7764460656591975,1.0,0.0010351966873706005,0.0,0.0,0.0,0.0
lanzhou,10122,2.70900439238653,37.27254846945234,28.04309054866738,17492.196736087244,11402.418580314443,1353,28,3024,987,61.0,0.005124450951683748,0.01116398243045388,0.0032688282934816167,0.8051876379690949,0.6116683537314807,10.0,0.0018301610541727673,0.0,1.0,0.0,0.00018301610541727673
laoag,12756,3.2832014072119615,319.1911549237802,284.66124106659026,93002.64399449478,47533.632933983536,123,0,446,568,0.0,0.0,0.0,0.006715059111242027,0.5004397537379067,1.0929925077126488,0.0,0.0,0.0,0.0,0.0,0.0
laohekou,11031,2.9732142857142856,7.979207406715792,6.483106017956581,10615.110503812582,5984.519543714086,21,1,52,37,0.0,0.008928571428571428,0.0,0.0013333079369916758,0.6576576576576577,0.847926267281106,1.0,0.008928571428571428,0.0,0.0,0.0,0.0
laoling,11137,3.1485148514851486,4.869075751597457,4.242363031094813,9824.523748700469,5156.2713391741745,13,0,47,41,0.0,0.0,0.0,0.0009443016923111119,0.594059405940594,1.0101522842639594,0.0,0.0,0.0,0.0,0.0,0.0
laoting,11135,3.108641975308642,30.147173178593484,26.201987552752854,18371.346262571893,11812.334993865936,53,0,205,145,1.0,0.0,0.0024691358024691358,0.0025521772955346004,0.6370370370370371,0.7366459627329193,1.0,0.0024691358024691358,0.0,0.0,0.0,0.0
lao cai,10787,3.087546239210851,204.94684998156015,190.28973863885918,78535.36352533576,41848.13318238667,58,0,568,183,2.0,0.0,0.002466091245376079,0.004897395281369912,0.7718865598027127,0.9202226345083488,0.0,0.0,0.0,0.0,0.0,0.0
larache,1621,3.1666666666666665,280.9635344398324,272.86993468230634,51918.55692484307,26875.25051380874,56,0,1452,436,0.0,0.0,0.0,0.010454359645707147,0.7757201646090535,1.0167396343033737,0.0,0.0,0.0,0.0,0.0,0.0
larantuka,12968,2.779381443298969,133.8324230741484,112.03291498578196,43563.250358481506,21886.985651121082,79,0,355,51,0.0,0.0,0.0,0.006114703285662057,0.8948453608247423,0.8652849740932642,0.0,0.0,0.0,0.0,0.0,0.0
larbaa,2111,2.616805170821791,193.07182074427973,145.11584680133308,55387.23237824576,28630.428474273445,269,2,688,123,1.0,0.0018467220683287165,0.0009233610341643582,0.006743588239266801,0.8852913968547641,0.7649513212795549,0.0,0.0,0.0,0.0,0.0,0.0
larbert,1731,2.375047837734405,209.72300140721435,142.06265307721753,37152.60410727954,19145.707105593072,843,10,1698,61,1.0,0.003827018752391887,0.0003827018752391887,0.010954048354053614,0.9761813292354975,0.5885406652566814,0.0,0.0,0.0,0.0,0.0,0.0
larissa,3377,3.063008130081301,279.3106179192558,257.56753526415923,54513.321142288245,30865.244017379435,383,15,3446,1062,13.0,0.003048780487804878,0.0026422764227642275,0.009049357191603056,0.7806320081549439,0.8677205507394187,1.0,0.0002032520325203252,0.0,0.0,0.0,0.0
larkana,6189,2.696886446886447,275.502828123895,212.30369035371578,75186.33167005364,37873.48239388381,501,0,1344,338,1.0,0.0,0.0004578754578754579,0.007274293534950616,0.8447802197802198,0.831308732523493,0.0,0.0,0.0,0.0,0.0,0.0
larnaca,4139,2.7189800210304944,210.43064205571235,176.13332394989172,45937.24940794326,25301.254539144855,620,16,2986,177,5.0,0.004206098843322818,0.0013144058885383807,0.008317004270683276,0.9519535374868004,0.7325320301149122,0.0,0.0,0.0,0.0,0.0,0.0
lashio,10217,3.003763256927814,201.2112670365144,174.08939251978958,58612.137951557976,29822.493318682846,394,0,1734,791,4.0,0.0,0.0013684570646595963,0.006746963269850477,0.7280191583989052,0.9628488272556069,0.0,0.0,0.0,0.0,0.0,0.0
lashkar gah,6016,2.994981179422836,765.3875341024014,678.4771553868841,259489.88403840858,138984.13565351066,181,2,1058,350,3.0,0.0012547051442910915,0.0018820577164366374,0.00550701366385098,0.7782663316582915,0.8603334381881095,0.0,0.0,0.0,0.0,0.0,0.0
las anod,5833,3.151791988756149,470.77041109198194,464.8154796797151,89475.34686381996,44737.673431910065,18,0,1155,248,2.0,0.0,0.0014054813773717498,0.01052290776382205,0.8243148278285313,1.0756775783174939,0.0,0.0,0.0,0.0,0.0,0.0
