city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
egbe,2351,2.610169491525424,174.5680857134745,133.14515012044666,92353.80777909243,46176.90388954617,42,0,120,15,0.0,0.0037804198854699384,0.9152542372881356,0.7851002865329513,0.0,0.0,0.0,0.0
egobhoza,4071,2.663563829787234,117.13955804420516,90.73642627759243,37002.22284812391,18513.180829107005,678,0,1986,344,0.0,0.006327359902412592,0.8856382978723404,0.8118449509233072,0.0,0.0,0.0,0.0
egosi,2330,2.463636363636364,71.05904400832036,46.83436991457478,30907.93674258149,15564.48876340646,75,0,113,32,0.0,0.004565459559159224,0.8545454545454545,0.7103448275862069,0.0,0.0,0.0,0.0
ehlau hlau,4067,2.7501805054151625,100.38779882829887,81.18002504526696,33404.743463288774,16703.672224773316,530,0,1872,368,0.0,0.0060099238944244324,0.8671480144404332,0.844263775971093,0.0,0.0,0.0,0.0
eindhoven,2205,2.846760238415689,155.28651510207837,133.28186952810572,36418.85780613016,21872.398684141324,1474,162,7272,1474,0.015573928090751778,0.007099656390895505,0.8541015625,0.7316727716727717,18.0,2.0,0.0017304364545279755,0.00019227071716977504
ejigbo,2222,2.8705650459921155,201.9398906125509,181.90511828502449,56780.51097019068,28423.136327882246,151,0,1266,105,0.0,0.007104771559444476,0.931011826544021,0.9068772622573215,0.0,0.0,0.0,0.0
ejura,1817,2.9904357066950054,180.01794067558538,167.96572998210837,46496.364626099574,23255.426552548826,63,0,761,117,0.0,0.007740900398829932,0.8756641870350691,0.9717634523175279,0.0,0.0,0.0,0.0
eket,2678,2.588355464759959,541.6811378864446,411.6555327758067,157121.7361273209,78741.33917715028,235,0,677,67,0.0,0.0068792472105126895,0.9315628192032687,0.7465437788018433,0.0,0.0,0.0,0.0
ekinrin,2385,2.2222222222222223,4.149890488696436,2.305494715942465,12908.39113873095,6454.1955693654745,4,0,4,1,0.0,0.0006429756340811379,0.8888888888888888,0.9230769230769231,0.0,0.0,0.0,0.0
ekogboro,2409,2.5714285714285716,106.90008191735558,80.75035542093788,39577.54850218242,19890.714566683466,125,0,356,29,0.0,0.005374371119698787,0.9412915851272016,0.7581120943952803,1.0,0.0,0.0019569471624266144,0.0
ekpoma,2407,2.5916083916083914,226.21130905921467,172.21588237468416,57670.906557687136,28939.487279850946,512,0,1485,148,0.0,0.007816700650972272,0.931002331002331,0.7610268378063011,0.0,0.0,0.0,0.0
elazig,4524,3.076370642844631,522.6305316009,492.51221930510457,120188.98989692813,68277.30191151277,329,1,4314,1036,0.00017516202487300754,0.0076545281809499155,0.8134197617379118,0.8837087021295241,28.0,1.0,0.004904536696444211,0.00017516202487300754
elbasan,3293,2.599639855942377,162.8536436964206,121.99360584221662,37898.09908647366,19523.590795488428,418,0,1081,165,0.0,0.008341377639099735,0.8997599039615847,0.7288848812744214,2.0,0.0,0.0012004801920768306,0.0
elbistan,4381,3.112482853223594,323.4374028542908,303.1763492689969,84112.302945126,44422.083577661055,137,1,1537,504,0.0004572473708276177,0.007281004779724937,0.7657822506861848,0.9601557133043279,7.0,1.0,0.003200731595793324,0.0004572473708276177
elda,1881,3.0838735818476497,202.1697150752501,187.34284375084968,31567.780166622226,22315.78477244764,181,22,1682,577,0.008914100486223663,0.00905949385767784,0.7616516762060507,0.5307959893595253,4.0,2.0,0.0016207455429497568,0.0008103727714748784
eldorado,1123,3.178918918918919,673.9636743144802,623.3253225686894,211537.86845344014,109938.12032918239,139,1,1108,595,0.0005405405405405405,0.006130391099069762,0.6744186046511628,0.9675060926076361,6.0,1.0,0.003243243243243243,0.0005405405405405405
eldoret,4643,2.728,503.20600471530014,410.6160998476849,176357.08994062178,89017.72825347245,322,1,1258,169,0.0005714285714285715,0.005652874035186028,0.9033733562035449,0.7887202977383339,0.0,0.0,0.0,0.0
elektrostal,3737,2.864406779661017,15.493473235622615,13.18258231234331,11611.93456177673,5945.025562358669,44,8,187,56,0.02711864406779661,0.0026061239052899265,0.8048780487804879,0.8769771528998243,0.0,0.0,0.0,0.0
elele,2492,2.5328467153284673,98.00484379131369,74.75551953425023,40442.21456780223,22107.728783754894,65,0,207,2,0.0,0.004433057992973444,0.9927007299270073,0.6464088397790055,0.0,0.0,0.0,0.0
elgin,648,2.8637387387387387,61.226612617959475,50.34992552282084,25348.636081611352,13583.17754810592,631,12,2129,771,0.0033783783783783786,0.004507532379748441,0.7796610169491526,0.8688339222614841,8.0,1.0,0.0022522522522522522,0.00028153153153153153
