city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
zhuxi,10763,2.8275862068965516,24.75420594197438,19.632646091910715,15114.503301821704,7557.25165091085,6,0,16,7,0.0,0.0032755566554397908,0.7586206896551724,0.8301886792452831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zhuzhou,11692,2.8127753303964758,27.635302987795015,22.52216322793867,16552.337556779854,11523.648787155003,252,14,836,257,0.010279001468428781,0.0023981382544909814,0.8071216617210683,0.5916016350798959,3.0,0.0022026431718061676,0.0,0.0,0.0,0.0,0.0,0.0
zhytomyr,3462,2.794989775051125,45.966452573419,36.354857940224534,18688.761715558,10664.643220729675,409,1,1137,401,0.0005112474437627812,0.004310172560116266,0.7907928388746803,0.7180537772087068,7.0,0.0035787321063394683,1.0,0.0005112474437627812,0.0,0.0,0.0,0.0
zibo,11354,3.122427624694803,10.709188866573246,9.256145800965646,9087.722256924524,6489.652542142438,389,29,1325,1095,0.010115102895012208,0.0016501944899253124,0.6039464411557435,0.6203491447716453,27.0,0.009417509591907918,0.0,0.0,1.0,1.0,0.0003487966515521451,0.0003487966515521451
zichang,10353,2.4225352112676055,78.00524617954868,52.00349745303245,55808.92442618972,27957.16043332731,71,0,123,19,0.0,0.002790170567056581,0.9107981220657277,0.6888361045130641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zigong,10424,2.890948745910578,31.97945320603009,26.539110021580044,20268.158744800643,12975.56099241603,156,7,537,215,0.007633587786259542,0.0024645911822017926,0.7615384615384615,0.5972451790633608,2.0,0.0021810250817884407,0.0,0.0,0.0,0.0,0.0,0.0
ziguinchor,1463,3.097061909758657,210.40722561119952,199.69919786498423,49080.81225868024,25070.524484858535,194,1,2861,753,0.00026232948583420777,0.008392613634320893,0.8016268695880346,1.0026257056583956,3.0,0.0007869884575026233,0.0,0.0,0.0,0.0,0.0,0.0
zihuatanejo,99,2.7296335823550337,610.3396480124457,497.4344125209936,94875.94559196314,51663.31813634666,520,1,2009,281,0.0003557452863749555,0.011813791100325278,0.9,0.7796972395369546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zijin,12340,2.5645933014354068,45.61650435675757,31.64781402741554,25989.78291386837,13213.977923885092,64,0,108,37,0.0,0.0034521401972605753,0.8229665071770335,0.7602905569007264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zilina,3155,2.660513643659711,89.72109039337718,70.4231351562784,26103.055982718695,15227.607908199034,268,13,840,124,0.01043338683788122,0.005892001615373119,0.8986212489862125,0.6391710686712718,1.0,0.0008025682182985554,0.0,0.0,0.0,0.0,0.0,0.0
zinder,2775,3.212048768826201,287.0372600594426,276.2639275637858,73155.39844125541,37278.01211700332,157,0,2826,1199,0.0,0.0076999079017016185,0.7131245517571121,1.066499222581031,1.0,0.0002390628735357399,0.0,0.0,0.0,0.0,0.0,0.0
ziniare,1825,3.1280487804878048,453.8230875199352,421.5389247898585,153756.3467996219,77060.44240334776,35,0,325,131,0.0,0.005889183520963275,0.7317073170731707,1.0,1.0,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0,0.0
zinna,2975,2.909090909090909,33.938112855821075,27.150490284656858,37642.48996097702,18840.96796051051,11,0,27,17,0.0,0.001801293485926691,0.6909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zipaquira,631,2.7630787733012627,366.20559829134453,286.49036883766644,76013.34316180712,40527.97488415002,362,2,970,326,0.0012026458208057728,0.009035872118904293,0.8019265502709211,0.8109737714802533,3.0,0.0018039687312086591,0.0,0.0,0.0,0.0,0.0,0.0
zitacuaro,134,2.726658720699245,373.1440785602757,286.26985129117696,75688.56565010131,41285.29699066184,586,7,1442,474,0.0027810885975367503,0.009038183221612182,0.8079681274900399,0.7477567298105683,7.0,0.0027810885975367503,1.0,0.0003972983710766786,0.0,0.0,0.0,0.0
zitong,10349,3.1707317073170733,49.26358464762801,43.25583042230752,40871.32753771006,25445.81538567549,15,1,56,50,0.008130081300813009,0.001936019101803298,0.5819672131147541,0.8075313807531381,1.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0
ziway,5165,3.109322033898305,373.9116052932361,359.0185159298614,95845.43419195579,49242.66974193136,47,0,910,223,0.0,0.007593243974236455,0.8110169491525424,0.9830148619957537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zixing,11914,2.9948453608247423,23.136405377129005,20.39342948190237,18298.660173875876,10735.753511237375,23,2,125,41,0.010309278350515464,0.002155079785774847,0.7708333333333334,0.683377308707124,3.0,0.015463917525773196,0.0,0.0,0.0,0.0,0.0,0.0
ziyang,10383,2.819548872180451,72.38141820478171,57.868853151191395,29097.245673334357,20510.3087778814,160,5,452,181,0.006265664160401002,0.003529026256437389,0.7717528373266078,0.6312460468058191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zlatoust,5531,2.6378205128205128,54.942969135917906,39.622333511479255,29980.550699349515,15381.623817023245,174,3,323,123,0.004807692307692308,0.0035719875735818665,0.8003220611916264,0.7493936944219887,1.0,0.0016025641025641025,0.0,0.0,0.0,0.0,0.0,0.0
