city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
harda,7475,2.8378378378378377,21.844865931942277,18.007254349303768,27118.617450723075,13559.308725361543,13,0,47,14,0.0,0.001611060443743957,0.8108108108108109,0.9020979020979021,0.0,0.0,0.0,0.0,0.0,0.0
hardoi,7665,2.742857142857143,13.954942842014873,10.565885294668403,22928.763929540182,11471.901585720512,17,0,37,16,0.0,0.001216445480964123,0.7714285714285715,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
hargeisa,5685,3.284990791896869,521.299170088865,492.13809772892165,120317.04058034868,60638.09758599639,486,0,4756,3444,0.0,0.008596891901985603,0.6033609576427256,1.1100109377698464,2.0,0.00023020257826887662,0.0,0.0,0.0,0.0
haridwar,7055,2.677748945831982,312.8880051616517,243.57159013557055,84527.88286857103,44403.8648846023,1366,0,4072,713,0.0,0.0070464137744494,0.8819331819656179,0.7931370163056705,13.0,0.0021083360363282518,2.0,0.0003243593902043464,0.0,0.0
harihara,7630,2.726923076923077,129.63287256342542,105.2020619649337,63272.09743440592,34082.85597425636,49,3,178,30,0.011538461538461539,0.0038034627339135077,0.8832684824902723,0.825147347740668,0.0,0.0,0.0,0.0,0.0,0.0
haripur,6309,2.8796895213454077,121.5077905301383,101.85905338102148,53737.40259333266,27310.275854872954,250,1,995,287,0.000646830530401035,0.004449160132099425,0.8058252427184466,0.912803889789303,12.0,0.007761966364812419,0.0,0.0,1.0,0.000646830530401035
harlow,1960,2.329913964262078,193.87424958368157,127.21794736083407,31727.541537895075,16750.106387881766,1039,16,1900,65,0.005294506949040371,0.01157450854902893,0.97771124417831,0.572498751456634,2.0,0.0006618133686300463,0.0,0.0,0.0,0.0
harqin,10998,3.10062893081761,21.826881153412327,18.806809547279805,17428.85341856017,13418.840777212388,22,1,76,59,0.006289308176100629,0.0016265847039841407,0.620253164556962,0.5852090032154341,1.0,0.006289308176100629,0.0,0.0,0.0,0.0
harrisburg,886,2.9347910972276456,71.86097980647955,60.931713256450735,27245.30319359883,15167.178491921597,1558,46,6206,2378,0.004490433424443577,0.004737926691161077,0.7613257501470877,0.8383110195674562,52.0,0.005076142131979695,4.0,0.0003904724716907458,0.0,0.0
harrogate,1840,2.4633048176497074,207.73916189525139,148.25149554433742,41817.14286569767,21574.07955170359,636,12,1484,86,0.005402971634398919,0.009629108922000211,0.9597102761430512,0.6598685701336959,3.0,0.0013507429085997298,0.0,0.0,0.0,0.0
hartford,997,2.9689496360124794,56.72795837063454,50.331208942122935,25611.432411937396,14558.942990785794,759,52,4611,1258,0.0077254494131629775,0.0038964338555715953,0.8040125767330438,0.8431064180334007,50.0,0.00742831674342594,1.0,0.0001485663348685188,0.0,0.0
hartlepool,1865,2.355277185501066,191.36774595111,126.23538678811228,32676.5097685893,17133.814034287007,1277,6,2328,141,0.0015991471215351812,0.011169010330575439,0.9623598505072077,0.6242820889541872,0.0,0.0,0.0,0.0,0.0,0.0
hasanpur,7204,2.8125,24.552830364310363,19.94917467100217,26426.486005896935,13213.243002948468,6,0,21,4,0.0,0.0018581986540951016,0.84375,1.0,1.0,0.03125,0.0,0.0,0.0,0.0
hashtgerd,5726,2.664279319606088,298.7306864667341,228.928798223388,66346.45942793797,40350.9327426548,261,0,713,140,0.0,0.007403315516197404,0.8719785138764548,0.6061013907581875,2.0,0.0017905102954341987,1.0,0.0008952551477170994,0.0,0.0
hasilpur,6438,2.8263736263736265,44.53747829713435,35.53209807002147,25081.574948272562,12540.787474136281,92,0,258,105,0.0,0.003551410020222974,0.7692307692307693,0.9038674033149171,0.0,0.0,0.0,0.0,0.0,0.0
hassan,7754,2.772185939300807,601.9904425002475,501.3888894892572,118931.59850079237,63184.38631617635,870,0,3787,544,0.0,0.00952751902167525,0.8945447560507107,0.811376957816854,5.0,0.0009604302727621974,0.0,0.0,0.0,0.0
hassi bahbah,2108,3.2997711670480547,261.01988233719067,250.86579080462258,62796.609873608955,32666.487555925134,51,2,769,481,0.0015255530129672007,0.007990448372826241,0.6264323911382735,1.0937619594336012,8.0,0.006102212051868803,0.0,0.0,0.0,0.0
hassi bounif,1916,3.0545050055617353,171.58244302494617,158.794874968582,48103.73910860159,24218.76067758203,67,0,650,181,0.0,0.007084691298170784,0.7975528364849833,1.0066926938092582,1.0,0.0011123470522803114,0.0,0.0,0.0,0.0
hathras,7254,2.973684210526316,33.04926756731156,28.26582094572699,31315.855516251147,15901.703649242816,33,0,140,51,0.0,0.002078347596981236,0.7587719298245614,0.9068736141906873,3.0,0.013157894736842105,1.0,0.0043859649122807015,0.0,0.0
hatisala,9762,2.358974358974359,3.2410823890873295,2.160721592724886,8748.076406227132,4448.494778567469,26,0,50,2,0.0,0.0007285795646434459,0.9743589743589743,0.6158940397350994,0.0,0.0,0.0,0.0,0.0,0.0
