city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,7way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,7way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,8way_int_count,8way_int_prop
unnamed,11776,3.343505477308294,21.312140705154302,19.227619900659555,14638.884108069316,10145.10967797408,125,2,480,656,12.0,1.0,2.0,0.001564945226917058,0.009389671361502348,0.000782472613458529,0.001564945226917058,0.0021007304387674415,0.47413793103448276,0.7373380447585395,0.0,0.0
unnamed,11789,3.3488372093023258,15.474118005613105,14.034665167881654,11584.828612566007,8605.614511878697,28,1,122,143,5.0,0.0,1.0,0.0033222591362126247,0.016611295681063124,0.0,0.0033222591362126247,0.0017981421296821417,0.5,0.6,1.0,0.0033222591362126247
unnamed,11806,3.29874213836478,14.13928679044857,12.360760150140575,15602.99376236568,10386.018403040753,40,5,104,163,1.0,5.0,0.0,0.015723270440251572,0.0031446540880503146,0.015723270440251572,0.0,0.0013613770206982265,0.46006389776357826,0.7262479871175523,0.0,0.0
unnamed,11820,2.9166666666666665,17.830688752852453,15.601852658745894,22560.200192337907,11970.352803825,3,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014895708627029641,0.8333333333333334,0.7674418604651163,0.0,0.0
unnamed,11824,3.042056074766355,35.987066193548266,31.110314232740322,23065.05160024579,15964.61745102877,29,3,113,68,1.0,0.0,0.0,0.014018691588785047,0.004672897196261682,0.0,0.0,0.0022541765440943426,0.6729857819905213,0.5995203836930456,0.0,0.0
unnamed,11825,2.9389067524115755,28.09818692682162,23.400097794362697,16027.829946130723,10657.529456856386,52,3,169,86,1.0,0.0,0.0,0.00964630225080386,0.003215434083601286,0.0,0.0,0.002636463454365121,0.7175324675324676,0.6923076923076923,0.0,0.0
unnamed,11832,2.900900900900901,66.68207673898092,53.72326903294989,28503.351622604485,15528.605269654396,151,2,402,218,3.0,1.0,0.0,0.002574002574002574,0.003861003861003861,0.001287001287001287,0.0,0.004294144617693989,0.7135483870967742,0.8323624595469256,0.0,0.0
unnamed,11835,3.240549828178694,15.612048577463288,13.680661124581231,12708.502078641668,8574.958723155087,36,2,109,144,0.0,0.0,0.0,0.006872852233676976,0.0,0.0,0.0,0.001820655828383855,0.5017301038062284,0.731239092495637,0.0,0.0
unnamed,11839,2.235294117647059,6.8808103593981045,3.2380284044226375,13808.34708768623,10435.561250403183,9,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006593617913106743,0.7058823529411765,0.41379310344827586,0.0,0.0
unnamed,11845,2.4615384615384617,10.817922221447514,7.073256837100297,16382.551568642182,8332.677677825493,9,0,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012982528113664627,0.8461538461538461,0.723404255319149,0.0,0.0
unnamed,11850,3.00749063670412,25.667377240835332,21.581746032088134,17192.434614153488,12605.411571096329,85,9,270,158,11.0,1.0,0.0,0.016853932584269662,0.020599250936329586,0.0018726591760299626,0.0,0.002036218896627662,0.6761904761904762,0.5894736842105263,0.0,0.0
unnamed,11909,2.0,7.100553956674181,3.2275245257609915,24772.673428026563,12386.336714013281,6,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005732569782832538,0.9090909090909091,0.5882352941176471,0.0,0.0
unnamed,11911,2.786363636363636,42.86168673883331,32.341090902937864,33942.10699455881,22371.590373242056,54,2,102,61,1.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.001915898066419936,0.7155963302752294,0.5661252900232019,0.0,0.0
unnamed,11945,3.01025641025641,38.63546388109047,35.06911336898982,21191.976334489074,14395.756122231596,18,2,138,34,3.0,0.0,0.0,0.010256410256410256,0.015384615384615385,0.0,0.0,0.002683809280529913,0.8082901554404145,0.46981627296587924,0.0,0.0
unnamed,11966,3.1283185840707963,13.522820291520492,11.787591139068748,13408.761345745806,8276.21409634386,29,1,111,82,3.0,0.0,0.0,0.004424778761061947,0.01327433628318584,0.0,0.0,0.0016339379496591803,0.6222222222222222,0.6808988764044944,0.0,0.0
unnamed,12017,2.9271523178807946,17.170983262475037,14.328105238886454,15698.907248469963,8514.800967448338,25,1,86,38,1.0,0.0,0.0,0.006622516556291391,0.006622516556291391,0.0,0.0,0.0020166041846566766,0.74,0.7694915254237288,0.0,0.0
unnamed,12025,2.4625,34.69609665145803,23.41986523973417,21771.135784837832,10933.267435543525,52,0,90,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003173442601308982,0.8875,0.7206349206349206,0.0,0.0
unnamed,12048,2.675,17.597681503587747,12.428362561908846,26219.75486450422,15290.19453524158,47,0,72,40,1.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0011509128587623761,0.74375,0.5396825396825397,0.0,0.0
unnamed,12054,2.9469026548672566,19.15991447905141,15.825298094791725,17381.55638342269,12412.578382098853,59,2,180,95,2.0,1.0,0.0,0.0058997050147492625,0.0058997050147492625,0.0029498525073746312,0.0,0.0015435885993423748,0.7091988130563798,0.600896860986547,0.0,0.0
unnamed,12066,2.8034776902887137,64.31628532808794,51.08586836591237,30082.619969146563,19604.15908679417,627,13,1767,617,21.0,3.0,0.0,0.00426509186351706,0.006889763779527559,0.000984251968503937,0.0,0.003280746960037318,0.7887973640856673,0.6590272052761748,0.0,0.0
