city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
singaraja,12707,2.3295679186670433,431.8174763711211,277.0656047204708,76591.01658889512,38593.862677577534,2538,0,4216,328,0.0,0.011188760243529619,0.9536853996046315,0.6430538879864397,0.0,0.0,0.0,0.0
singhana,6835,2.4242424242424243,17.90946658817524,11.939644392116826,42080.46802046374,21040.234010231863,11,0,19,3,0.0,0.0008512009219795685,0.9090909090909091,0.7213114754098361,0.0,0.0,0.0,0.0
singida,4602,2.9115281501340484,176.93154061003682,157.0089542678879,75717.78781848583,38139.83629249883,42,0,281,49,0.0,0.0046390220255044705,0.8659517426273459,0.9068825910931174,1.0,0.002680965147453083,0.0,0.0
singkawang,12326,2.5021496130696477,456.5866608262953,328.601062004823,105031.22718715684,53226.55936350422,652,2,1524,148,0.0008598452278589854,0.008578173496206903,0.9363166953528399,0.7133318974800775,0.0,0.0,0.0,0.0
sinjar,4796,2.873062015503876,267.74421929621565,242.57833821895505,61758.577446504714,32299.845113923577,97,0,873,61,0.0,0.008289334464356252,0.939922480620155,0.8542982030111704,1.0,0.0009689922480620155,0.0,0.0
sinko,1548,2.622159090909091,123.9895379485045,88.7652373949521,48193.09053920595,24096.54526960295,100,0,185,67,0.0,0.005145531716735905,0.8096590909090909,0.8111587982832618,0.0,0.0,0.0,0.0
sinnar,7021,2.7650602409638556,60.33882461504698,50.161191547448695,45965.75892063789,22982.87946031892,28,0,121,17,0.0,0.0026253814157283883,0.8975903614457831,0.8715596330275229,0.0,0.0,0.0,0.0
sinnuris,3896,2.537819253438114,407.3791794560001,303.5335045357329,66991.84853250014,35496.66986337766,519,0,1422,93,0.0,0.0114765464203812,0.9533398821218074,0.7295303663634128,2.0,0.0009823182711198428,0.0,0.0
sinop,1066,3.359011627906977,193.3390870688942,185.41443262798893,54801.226168954025,33015.4226336616,141,2,1782,1511,0.0005813953488372093,0.005856023386832888,0.5593368237347295,0.8336486683161112,4.0,0.0011627906976744186,0.0,0.0
sinpho,12273,2.5616438356164384,52.6424224696236,38.94097004602293,29441.994899357083,14720.997449678536,57,0,144,18,0.0,0.00357600921062405,0.9178082191780822,0.7621247113163973,0.0,0.0,0.0,0.0
sinpyong,12283,2.58974358974359,50.29195913328119,38.17030744474675,27382.33300392629,13691.166501963151,47,0,134,14,0.0,0.003673314405026768,0.9282051282051282,0.7532467532467533,0.0,0.0,0.0,0.0
sintang,12565,2.595744680851064,301.89251777105926,230.46603271543844,92396.98684280284,47027.59112014817,278,0,816,81,0.0,0.006419476536652089,0.931063829787234,0.755223880597015,0.0,0.0,0.0,0.0
sioux city,432,3.099565846599132,68.65793908731646,59.437307036226784,27203.24607702249,15018.520693210061,464,5,1718,1259,0.001447178002894356,0.004571551385773768,0.6324637681159421,0.9495286439448876,9.0,0.0026049204052098407,0.0,0.0
sioux falls,449,3.088951718138321,73.7156833244957,65.39501354515397,31329.175224567356,16790.07712619873,519,7,2650,1390,0.0015224010439321444,0.00439043148941061,0.6902635591374429,0.9503105590062112,32.0,0.006959547629404089,0.0,0.0
siping,11278,3.126315789473684,13.974934131920207,12.272724109836693,10457.233712993528,7373.1072856898545,81,4,336,238,0.006015037593984963,0.0018953927551065958,0.6308623298033282,0.6613515565679575,6.0,0.009022556390977444,0.0,0.0
sirajganj,9780,2.2509610104338273,18.310082976131397,10.980016809409932,18546.815315909753,9285.485153587288,729,2,995,94,0.001098297638660077,0.00197190374797569,0.9477735019241341,0.6025323424167355,1.0,0.0005491488193300384,0.0,0.0
sirdaryo,6005,2.934294871794872,72.99127990865982,61.87882543538629,36073.35709254269,18994.76851987867,95,0,380,149,0.0,0.00384270436527152,0.7612179487179487,0.9034593724859211,0.0,0.0,0.0,0.0
sirjan,5906,3.035448491970231,249.6259620034186,229.92379539797838,60572.04479482355,34976.843802469244,403,2,3727,960,0.0003916960438699569,0.007136892151080707,0.8091692789968652,0.8519063020680192,13.0,0.0025460242851547197,1.0,0.00019584802193497845
sirohi,6626,2.9285714285714284,42.318865532271325,35.517619286013435,56527.070969926586,33325.802061970644,9,0,33,14,0.0,0.0012698528741657208,0.75,0.719626168224299,0.0,0.0,0.0,0.0
sironj,7467,2.622448979591837,75.5680155135278,59.37486933205755,51518.61332608623,25759.306663043124,21,0,72,5,0.0,0.002933619934031269,0.9489795918367347,0.8115183246073299,0.0,0.0,0.0,0.0
