city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
talesh,5552,2.5771604938271606,172.3779717167685,128.57410441837158,48231.41359098853,26588.98522431215,247,4,635,85,1.0,0.00411522633744856,0.00102880658436214,0.006483059442191551,0.9111570247933884,0.6519937856033143,0.0,0.0,0.0,0.0
taliparamba,7641,2.5743589743589745,94.35272268673225,72.09515733499029,52367.19363965426,26249.069545036386,138,0,420,27,0.0,0.0,0.0,0.0035945168465818644,0.9538461538461539,0.7630901287553649,0.0,0.0,0.0,0.0
tallahassee,493,3.094439117929051,143.1892438984714,130.97079451499684,47926.888711428765,27012.451522249958,178,19,1344,518,27.0,0.009108341323106424,0.012943432406519654,0.005300860744924521,0.7363328495403967,0.8001937515136837,0.0,0.0,0.0,0.0
tallinn,3255,2.9073817534138136,105.93822439883677,91.55595209770833,27846.328470124554,17063.653356098486,686,69,3388,862,34.0,0.01365525430437364,0.006728676034039185,0.0062084140006849605,0.8174157303370787,0.6481983338351902,13.0,1.0,0.002572729071838512,0.00019790223629527012
tall al zahirah,4034,2.6488250652741514,260.5944876560796,209.22403382309264,88485.68293249678,44242.84146624831,151,0,582,33,0.0,0.0,0.0,0.005890093832578096,0.9569190600522193,0.8061558611656844,0.0,0.0,0.0,0.0
taloqan,6100,2.5528596187175046,98.36487072230067,70.66245912373246,41029.30109877217,20595.732865751295,325,0,696,132,1.0,0.0,0.0008665511265164644,0.004775983033158868,0.8847487001733102,0.7446808510638298,0.0,0.0,0.0,0.0
tal afar,4878,2.836231884057971,267.92159325552257,233.9460288934092,61762.16079072802,32373.67717309041,350,0,2163,246,1.0,0.0,0.00036231884057971015,0.008275908597687008,0.9105072463768116,0.8442429737080689,0.0,0.0,0.0,0.0
tamaha,2636,2.7114882506527413,332.026469216826,277.8446041357513,97356.21570616012,48687.10139250102,125,0,612,29,0.0,0.0,0.0,0.006819598204052584,0.9621409921671018,0.8382449246889325,0.0,0.0,0.0,0.0
tamale,1866,2.9419187554019013,191.89071829693688,175.305522247072,59185.731733877066,30052.618779373846,500,2,4620,660,3.0,0.00034572169403630077,0.0005185825410544512,0.006385157969282801,0.8853536226871865,0.9186056569500908,0.0,0.0,0.0,0.0
tamaraivillu,9109,2.72953216374269,352.2138605153053,293.5115504294211,111748.66546830696,55981.643904052136,114,0,527,43,0.0,0.0,0.0,0.006291595529401932,0.9371345029239766,0.818048422597212,0.0,0.0,0.0,0.0
tambacounda,1506,3.359840954274354,317.51072102063654,301.41425305636966,74954.57095976826,37535.00878167789,153,0,1476,1387,1.0,0.0,0.0003313452617627568,0.008459055461194517,0.5397614314115308,1.1614989222351186,1.0,0.0,0.0003313452617627568,0.0
tambakrejo,12621,2.393191489361702,241.3487734682604,162.47394026671827,60240.56039921657,30205.53064579204,384,0,736,55,0.0,0.0,0.0,0.007990217960361604,0.9531914893617022,0.6643923240938167,0.0,0.0,0.0,0.0
tambawal,2248,2.6794871794871793,40.51141841112977,31.1626295470229,25956.57728292509,12997.088796179676,18,0,49,11,0.0,0.0,0.0,0.003116960963061018,0.8589743589743589,0.8278145695364238,0.0,0.0,0.0,0.0
tambov,4202,2.950723085163364,39.24185831591231,34.09228397879473,19353.35185258252,10023.188954811512,245,6,1220,389,6.0,0.0032137118371719335,0.0032137118371719335,0.003915107107411631,0.7872111767866738,0.9001883239171374,1.0,0.0,0.0005356186395286556,0.0
tamluk,9653,2.488372093023256,2.777697773295568,1.9379286790434196,6472.7267867089495,3916.225006769445,65,2,126,22,0.0,0.009302325581395349,0.0,0.0007092794128259076,0.8967136150234741,0.5439429928741093,0.0,0.0,0.0,0.0
tampere,3191,2.7897705904475365,172.46953746842925,138.02752001986366,51288.808075089844,31267.87037351868,531,36,1567,512,12.0,0.013538924407672057,0.0045129748025573525,0.005515870937423894,0.7998475028593214,0.6145773707307766,1.0,0.0,0.000376081233546446,0.0
tampico,221,3.115580308030803,170.51443733510223,146.9960131537068,40183.307675844866,21935.97385597736,2006,17,6881,5578,54.0,0.0011688668866886688,0.0037128712871287127,0.007773278654261275,0.6117574172231018,0.9376226376123102,8.0,0.0,0.00055005500550055,0.0
tam ky,11902,2.786622073578595,171.22661749418316,140.30274677617012,54924.757231957265,29653.38307468155,270,1,1004,218,2.0,0.0006688963210702341,0.0013377926421404682,0.005774269231370726,0.8527443105756358,0.7894736842105263,0.0,0.0,0.0,0.0
tam quan,12027,2.3424657534246576,898.9584686012776,581.0204797061806,193070.3025516279,97293.490287244,852,0,1437,120,0.0,0.0,0.0,0.009239656897365296,0.950186799501868,0.6368169540826927,0.0,0.0,0.0,0.0
tanay,12855,2.6095444685466376,402.4373309314642,300.30030767987785,125278.32034934757,63294.09855936948,117,0,290,54,0.0,0.0,0.0,0.006358212536260082,0.8828633405639913,0.7546346782988005,0.0,0.0,0.0,0.0
