city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
luton,1920,2.3708958917670353,146.65361376363674,98.52722574583878,29413.92776085965,15898.403402008707,1989,28,3857,182,4.0,1.0,0.004619699719518231,0.0006599571027883187,0.00016498927569707968,0.009224423991223394,0.9690038123653241,0.5885084155542658,0.0,0.0
lutsk,3375,2.7524752475247523,63.163826975181365,51.28152289074131,26689.49744997755,13693.395116993395,380,6,1370,262,2.0,0.0,0.0029702970297029703,0.0009900990099009901,0.0,0.004612722150753947,0.8689175769612711,0.7810091971165797,0.0,0.0
luu giao,11168,2.5727848101265822,183.7282873070943,137.7962154803207,83502.51115233377,42172.49221128523,79,0,214,23,0.0,0.0,0.0,0.0,0.0,0.0043565906986623186,0.9272151898734177,0.7384370015948963,0.0,0.0
luwuk,12988,2.5664634146341463,310.2700263555142,229.2971170383434,70015.214796285,35570.68317170404,428,0,1068,143,1.0,0.0,0.0,0.0006097560975609756,0.0,0.008722633323003744,0.9121951219512195,0.7459541984732825,0.0,0.0
luxembourg,2253,2.7915898192548876,99.02160759960724,83.89990138557648,28644.0149472766,16953.015002727734,414,61,1926,297,12.0,1.0,0.02250092216894135,0.004426410918480265,0.00036886757654002215,0.0058409437839626,0.8830188679245283,0.6615675165250237,0.0,0.0
luxi,10637,2.934931506849315,36.57655317114654,30.563969088218343,19679.982617144626,11768.606568337627,48,1,165,78,0.0,0.0,0.003424657534246575,0.0,0.0,0.0031079765441010196,0.7319587628865979,0.7019064124783362,0.0,0.0
luxi,11861,2.676190476190476,11.66689784896982,8.444611776397203,13502.069768885165,8469.572604335168,29,1,50,25,0.0,0.0,0.009523809523809525,0.0,0.0,0.0013775072715001104,0.7596153846153846,0.6798029556650246,0.0,0.0
luxian,10514,3.2641509433962264,46.40202024798237,40.857124746651145,34991.18475701516,21777.102263321514,19,0,60,80,0.0,0.0,0.0,0.0,0.0,0.0021307711047551,0.4968553459119497,0.8274760383386581,0.0,0.0
luxor,4243,2.6033007334963325,511.62552877064775,390.39071011533736,104533.18677925305,56811.71191574194,1163,4,3364,371,6.0,0.0,0.0008149959250203749,0.0012224938875305623,0.0,0.009005634780543932,0.9231239804241436,0.6931551565847189,0.0,0.0
luyi,11385,3.1392405063291138,5.017866785081638,4.319176473234827,9309.22757127693,5449.525916989737,11,1,34,32,1.0,0.0,0.012658227848101266,0.012658227848101266,0.0,0.0009207895992269096,0.5769230769230769,0.8940397350993378,0.0,0.0
luzhai,11485,3.132947976878613,25.828302337995023,22.394481795949442,18766.702348476047,13130.740892652488,23,0,84,64,1.0,1.0,0.0,0.005780346820809248,0.005780346820809248,0.001967010281380821,0.6184971098265896,0.5513196480938416,0.0,0.0
luzhou,10536,3.1475728155339806,62.94424034823468,57.99425639851914,31830.504084282562,23081.76226312095,81,14,620,304,9.0,2.0,0.013592233009708738,0.008737864077669903,0.001941747572815534,0.0027270118992952412,0.6899606299212598,0.5604341391218549,0.0,0.0
luziania,1225,3.2724719101123596,276.56617846978287,268.02059430358173,82697.4659589048,45721.17628482184,88,3,1816,927,14.0,0.0,0.001053370786516854,0.0049157303370786515,0.0,0.006048973384825078,0.6692442882249561,0.9125769569041337,0.0,0.0
lu an,11790,3.12,44.100746563928034,38.25575209396264,20414.353063565406,15557.26115507962,222,22,780,638,11.0,1.0,0.013134328358208954,0.006567164179104477,0.0005970149253731343,0.0028347371766995534,0.6061705989110708,0.6273856407149349,1.0,0.0005970149253731343
lviv,3351,2.755478353821486,57.30471116570285,47.53442636513673,21445.667311889472,11817.689527206048,638,19,2720,351,13.0,1.0,0.005077498663816141,0.00347407803313736,0.0002672367717797969,0.004849062165136343,0.9019607843137255,0.6909017605160597,0.0,0.0
lvjiatuo,11037,2.268292682926829,20.517038816309096,12.009973941254106,25481.067300564915,14171.465498422245,17,0,20,4,0.0,0.0,0.0,0.0,0.0,0.0014477711439648444,0.9024390243902439,0.4675324675324675,0.0,0.0
lvsigang,12399,2.95,9.145331770783441,7.773532005165926,12750.471041232639,7720.074949788359,27,1,108,42,2.0,0.0,0.005555555555555556,0.011111111111111112,0.0,0.0011846169668384054,0.7541899441340782,0.8016997167138811,0.0,0.0
lwambo,3716,2.91812865497076,80.75129580769952,71.30669980679899,39362.611092197105,19681.305546098585,20,0,125,26,0.0,0.0,0.0,0.0,0.0,0.004102944066315093,0.847953216374269,0.9376854599406528,0.0,0.0
lwebo,3454,2.9107142857142856,145.93270523607913,114.66141125691932,47054.64701693855,23527.323508469268,48,0,100,76,0.0,0.0,0.0,0.0,0.0,0.006202690466833038,0.6607142857142857,0.963882618510158,0.0,0.0
lysva,5201,3.2655601659751037,89.60105064802988,80.12044155456614,34978.98897313999,17578.88226998698,102,0,402,460,0.0,0.0,0.0,0.0,0.0,0.005097084630972743,0.5228215767634855,1.0930837233489339,0.0,0.0
