city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
kopargaon,7118,2.8187919463087248,53.97821942988527,45.28374113245408,33806.446525259125,16903.223262629577,24,0,104,21.0,0.0,0.0031933684239515907,0.8590604026845637,0.9146757679180887,0.0,0.0,0.0,0.0
koppala,7668,2.762376237623762,54.82817739939699,45.87109891335689,33022.66599299521,16511.332996497575,33,0,151,18.0,0.0,0.0033206390671805413,0.9108910891089109,0.87468671679198,0.0,0.0,0.0,0.0
korba,8699,2.6817733990147783,229.26492509602735,182.96018652983463,55417.63574352898,28197.147842325852,820,0,2893,346.0,0.0,0.008130784233144495,0.9145320197044335,0.8130622304374615,1.0,0.0002463054187192118,0.0,0.0
korhogo,1615,3.197176241480039,155.94597073631155,147.67035690463777,52394.978743131454,26559.828676744597,218,0,2645,1244.0,0.0,0.005871497615225794,0.6969328140214216,1.0539520155888442,1.0,0.00024342745861733204,0.0,0.0
koriyama,12953,2.939212674803977,245.76175689546864,211.11552748590617,51150.186366751754,27044.699351165702,1744,1,7917,2681.0,8.083420903726457e-05,0.009087243075041824,0.781002425222312,0.9137659187386294,28.0,0.002263357853043408,0.0,0.0
koronadal,13010,2.7461174881836596,450.04686649543805,358.27498689947436,136822.80438268397,68768.45664263109,302,0,951,228.0,0.0,0.00654437933417927,0.8460499662390277,0.8302333446060196,0.0,0.0,0.0,0.0
kortrijk,2093,2.608450704225352,102.41636881326374,78.92791990937673,27786.111238834485,15772.828167388037,977,48,2908,320.0,0.011267605633802818,0.006493215276700994,0.9223646723646723,0.6548283644138259,7.0,0.0016431924882629107,0.0,0.0
korutla,8038,2.5,6.18986788821287,4.6424009161596524,9626.582196621652,4813.291098310827,5,0,15,0.0,0.0,0.0012859949173622883,1.0,0.8285714285714286,0.0,0.0,0.0,0.0
kosice,3267,2.789611360239163,83.76056185572705,69.70656623793128,22944.098603550097,13953.717542003511,449,58,1801,350.0,0.021674140508221227,0.006002741678236701,0.8594346829640948,0.6186197667749952,11.0,0.004110612855007474,7.0,0.002615844544095665
kosi kalan,7133,2.6285714285714286,27.87908241374812,21.108448113266434,26682.203933553064,15980.468863960474,17,0,45,8.0,0.0,0.00174457224322258,0.8857142857142857,0.7111111111111111,0.0,0.0,0.0,0.0
koson,5976,2.771505376344086,78.77903825091795,65.54331273833093,38114.16516932905,19279.140945791416,125,0,540,78.0,0.0,0.004086231771033097,0.8938172043010753,0.8361429534726905,1.0,0.0013440860215053765,0.0,0.0
kosonsoy,6070,2.9013698630136986,29.822850524392244,26.67715259236731,16766.95350772128,8383.476753860643,77,0,571,82.0,0.0,0.0035573368186007834,0.8876712328767123,0.9298969072164949,0.0,0.0,0.0,0.0
kostanay,5804,2.9811475409836063,38.8184170642472,32.58201563425339,17531.392456791265,9728.84789480042,196,3,655,360.0,0.002459016393442623,0.003990032271446416,0.6992604765817584,0.8167970358172087,6.0,0.004918032786885246,0.0,0.0
kosti,4389,3.3866156787762907,768.9137052645874,762.2978129630757,183184.12546325728,91592.06273162864,45,0,3073,2112.0,0.0,0.008394981861229178,0.5961759082217973,1.1767575322812052,0.0,0.0,0.0,0.0
kostiantynivka,3837,2.7142857142857144,17.37823056736667,13.143199588764709,19280.10470480148,9640.052352400742,29,0,66,24.0,0.0,0.0018027112231438066,0.7983193277310925,0.8755364806866953,0.0,0.0,0.0,0.0
kostroma,3797,2.798876404494382,45.707944871871085,37.36239313964743,20329.5014044427,10568.365529305549,325,5,1159,285.0,0.0028089887640449437,0.004324977665195743,0.836056338028169,0.8115655853314527,6.0,0.0033707865168539327,0.0,0.0
koszalin,2966,2.768542199488491,105.10791005232399,85.68579623830759,27544.529983402477,16088.124845452408,289,19,1027,225.0,0.012148337595907928,0.0065332604677066876,0.8517799352750809,0.6249594813614262,2.0,0.0012787723785166241,2.0,0.0012787723785166241
kota,7028,2.8848445952140827,254.19404455054809,219.84160834742093,58705.023071752104,31817.57354806468,1474,9,7741,1666.0,0.0008251581553131017,0.007989108414145855,0.8455679941273628,0.8475976320499289,16.0,0.0014669478316677363,1.0,9.168423947923352e-05
kotabaru,12737,2.4804469273743015,159.88769576928775,113.43987353463433,45220.2321965846,22774.70150000563,208,0,464,44.0,0.0,0.007020407963162469,0.9385474860335196,0.713384723195515,0.0,0.0,0.0,0.0
kotabumi,11670,2.6400462962962963,310.57841647694175,243.47814131217038,71471.301518938,36610.272471385055,560,0,1845,187.0,0.0,0.008483368068885389,0.9278549382716049,0.7650125506854605,0.0,0.0,0.0,0.0
