city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
dongargarh,8343,2.625,21.45362313749367,16.626557931557592,27687.829339655655,13843.914669827816,9,0,28,3,0.0,0.00154967894913791,0.925,0.8666666666666667,0.0,0.0,0.0,0.0
dongchuan,10473,2.8156996587030716,54.695820417499725,43.308635961979306,33197.916615515926,20587.490937758714,61,7,150,75,0.023890784982935155,0.002656750187910672,0.7377622377622378,0.7142857142857143,0.0,0.0,0.0,0.0
dongducheon si,12397,2.958433253397282,78.47640001139392,69.50587626908431,37340.932540463116,19729.50255958968,143,1,875,230,0.0007993605115907274,0.003977616758170614,0.8144,0.8625250501002004,1.0,1.0,0.0007993605115907274,0.0007993605115907274
dongfang,11713,2.8266666666666667,8.413043966657458,6.730435173325966,11191.601881437407,5912.093507123698,30,2,82,36,0.013333333333333334,0.001423022818654724,0.7567567567567568,0.852233676975945,0.0,0.0,0.0,0.0
dongfeng,11510,3.176470588235294,13.843112665447993,12.09818249753438,16063.059356538814,8997.045606332451,15,2,50,51,0.01680672268907563,0.0015386287089291513,0.5555555555555556,0.9519650655021834,1.0,0.0,0.008403361344537815,0.0
donggang,11786,3.0,18.667391848789062,15.92011531255218,19025.850996684174,9686.05928831366,39,0,148,78,0.0,0.0019272431948988257,0.7056603773584905,0.8971428571428571,0.0,0.0,0.0,0.0
donghai,11780,3.003898635477583,35.15047917995707,29.566143793667592,20760.898568589346,11875.462184584785,163,0,541,315,0.0,0.0029599251493205,0.6861598440545809,0.8260869565217391,6.0,1.0,0.005847953216374269,0.0009746588693957114
donghe,12442,3.161073825503356,32.006863625730944,27.871748694218727,21142.18516154784,15012.746884880811,77,2,272,238,0.003355704697986577,0.0021319791688464915,0.5875420875420876,0.6170752324598479,7.0,0.0,0.01174496644295302,0.0
dongjingcheng,11754,2.8010471204188483,48.56278001150915,38.9010750877534,23964.17246022849,13141.25175733191,76,0,231,74,0.0,0.0036954455259115234,0.8036649214659686,0.855072463768116,1.0,0.0,0.002617801047120419,0.0
dongkou,11386,2.9127906976744184,34.7737182480475,28.304189271666573,20548.96776921775,11067.51076070882,32,0,91,49,0.0,0.0031419638073900925,0.7151162790697675,0.8230088495575221,0.0,0.0,0.0,0.0
dongming,11156,3.291208791208791,10.964481302549364,9.81983765008542,9887.96099657302,7053.806986839132,19,3,67,92,0.016483516483516484,0.001554406198384319,0.48044692737430167,0.6770538243626062,1.0,0.0,0.005494505494505495,0.0
dongola,4098,3.355409836065574,793.2278823538325,785.9457903191087,176714.02962363497,89243.0329314003,28,0,1882,1140,0.0,0.008888401215180282,0.6262295081967213,1.1384741591468417,0.0,0.0,0.0,0.0
dongou,3347,3.0357142857142856,92.15838987163797,77.347220070839,40097.83895798007,20048.919478990032,18,0,54,40,0.0,0.004596676143480649,0.6428571428571429,1.0456621004566211,0.0,0.0,0.0,0.0
dongping,11270,2.926163723916533,52.20906520179852,41.48232307366014,29710.33844823917,16884.13890856144,128,0,287,206,0.0,0.0030921959055504374,0.666131621187801,0.7888799355358582,2.0,0.0,0.0032102728731942215,0.0
dongshan,12098,3.032258064516129,32.2281833436978,27.376628861850822,30799.58871979983,16891.01267577977,14,0,48,31,0.0,0.0019080077649761158,0.6666666666666666,0.8342541436464088,0.0,0.0,0.0,0.0
dongsheng,10240,3.4392059553349874,27.42181020131918,25.21037389476118,17317.19264364619,13886.761203502741,65,4,258,470,0.004962779156327543,0.0019746728412383453,0.4027431421446384,0.5453408380237649,9.0,0.0,0.011166253101736972,0.0
dongtai,12195,3.2347417840375585,19.870675261593288,17.39850204829647,16356.56541929456,11391.832146330293,53,6,159,204,0.014084507042253521,0.0017442914367373581,0.5047619047619047,0.651497005988024,4.0,0.0,0.009389671361502348,0.0
dongtou,12636,3.2580645161290325,53.81631702363372,49.69329273553275,34902.997077179316,20209.967250803937,19,0,131,94,0.0,0.002662860179622159,0.6048387096774194,0.714867617107943,4.0,0.0,0.016129032258064516,0.0
dongxian,12170,3.106382978723404,21.643868349966574,19.11107524518325,17129.757199149863,9993.414953433723,22,3,97,65,0.015957446808510637,0.0021658130329642493,0.6432432432432432,0.7780821917808219,1.0,0.0,0.005319148936170213,0.0
dongzhi,12047,3.2635135135135136,46.880875959804314,44.03001188116756,35828.41042831485,22935.188842125637,9,3,79,54,0.02027027027027027,0.0020440588600559952,0.6068965517241379,0.7614035087719299,3.0,0.0,0.02027027027027027,0.0
