city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
villazon,955,3.3545394300861497,1480.3609391076707,1390.106991859224,355730.66793915693,194613.5642277705,92,4,694,715,4.0,0.0026507620941020544,0.0026507620941020544,0.007606668861863585,0.5222591362126245,0.994675540765391,0.0,0.0
villa carlos paz,1032,2.9566473988439306,215.74538750423574,184.36046119099913,49872.714744231394,30315.94304432889,302,2,1278,475,16.0,0.0009633911368015414,0.007707129094412331,0.007116565273551487,0.7618129218900676,0.6582186821144098,3.0,0.001445086705202312
villa del rosario,691,2.8175290913592472,401.22695459404747,313.6106698820024,82183.34641426495,44922.66192820364,882,11,2117,1021,7.0,0.002723446397623174,0.0017331022530329288,0.008931504442797646,0.7445382323733863,0.7994038007700907,1.0,0.0002475860361475613
villa del rosario,703,2.8516163222045576,191.5170045548627,158.12585749680767,47646.97937648714,24192.660129514145,329,0,1181,376,1.0,0.0,0.0005299417064122947,0.007916326833410894,0.8002119766825649,0.8845847704961528,0.0,0.0
villa maria,1046,3.4451324389404885,183.53290247472188,177.9139040845429,42787.06280347162,28676.36408159234,89,15,1335,1450,17.0,0.005159958720330237,0.005847953216374269,0.006400145497961981,0.49239280774550487,0.7620695622079945,1.0,0.0003439972480220158
villa mercedes,1033,3.58021612635079,172.81097760034285,165.7003014646679,38710.80085650918,28777.537662927367,99,14,689,1600,4.0,0.005818786367414797,0.0016625103906899418,0.006005064770463889,0.3294314381270903,0.678803096882193,0.0,0.0
vilnius,3339,2.8020108275328695,54.7600359495976,45.739241164397065,23803.56432425138,14249.50555178171,426,43,1749,356,9.0,0.016627996906419182,0.0034802784222737818,0.003842942883218189,0.8552890287062525,0.6396378665617004,3.0,0.001160092807424594
viluppuram,8605,2.8249027237354087,273.37955395424854,236.14887540016798,91632.82769784087,47944.06032761835,175,0,987,122,0.0,0.0,0.0,0.005702052602265045,0.9042801556420234,0.8705653021442495,1.0,0.0007782101167315176
vinces,434,3.100740740740741,368.95024487962155,313.7443563865226,89910.92544715242,45408.5202327609,101,0,306,266,2.0,0.0,0.002962962962962963,0.0081251325299395,0.6029629629629629,1.0193308550185873,0.0,0.0
vinh,11276,2.698739447207124,228.5737878175554,181.23070305044058,48317.00746307701,25146.51996952221,1791,7,5867,980,2.0,0.0008095293165259628,0.00023129409043598937,0.00908967873465548,0.8863425925925926,0.8019681620839363,0.0,0.0
vinh yen,11099,2.7732375392905255,186.83797626774043,149.25224956457575,60585.7692635469,33429.0965214286,448,2,1398,366,12.0,0.000898069151324652,0.005388414907947912,0.005589082437450089,0.8296629213483147,0.7754780652418448,1.0,0.000449034575662326
vinnytsia,3469,2.7695383496910213,52.08064157372356,42.274108554752715,22376.75453226663,11605.701150901326,518,7,1828,388,9.0,0.002544529262086514,0.003271537622682661,0.004487504968166345,0.8549562682215743,0.7924493890206091,1.0,0.0003635041802980734
vinukonda,8458,2.7375886524822697,73.5650908034387,58.434682056632155,38971.89467785294,19485.947338926475,29,0,91,21,0.0,0.0,0.0,0.003775289418774112,0.851063829787234,0.851985559566787,0.0,0.0
virage de dioila,1578,3.450046685340803,381.45072924142715,362.5740825095918,99861.64399139414,49930.82199569713,53,0,430,588,0.0,0.0,0.0,0.007639584408890751,0.45098039215686275,1.1661207299953205,0.0,0.0
viransehir,4587,3.160276890308839,310.89532056699807,289.37434523488423,72315.82987910535,38751.99304735478,130,0,1193,550,4.0,0.0,0.002129925452609159,0.00802269241189957,0.7044728434504792,1.000533191149027,1.0,0.0005324813631522897
virudhunagar,8332,2.6927480916030535,232.767512752486,182.7935715603969,70797.36175154753,36571.796601457885,225,0,697,124,2.0,0.0,0.0019083969465648854,0.0063646726270813565,0.8797709923664122,0.8278335724533716,0.0,0.0
visalia,48,2.7932156133828996,85.68227349220102,66.27237185305232,30238.231094149207,16752.69575993106,975,11,2281,1003,34.0,0.0025557620817843866,0.007899628252788104,0.005114536473415525,0.7584439785697648,0.769024589208717,0.0,0.0
visnagar,6631,2.627906976744186,9.389697352561887,6.9876817507437305,15630.053091015212,7815.026545507609,11,0,26,6,0.0,0.0,0.0,0.0012014927010016955,0.8604651162790697,0.8641975308641975,0.0,0.0
vita,7261,2.621212121212121,64.69529051989498,49.01158372719316,50632.096850159054,25316.048425079516,16,0,43,7,0.0,0.0,0.0,0.002555505086481196,0.8939393939393939,0.8267716535433071,0.0,0.0
vitebsk,3450,2.8830827067669174,54.14864230616181,45.04922760283311,20550.973409196537,11717.90374481888,447,11,1617,576,9.0,0.004135338345864661,0.0033834586466165413,0.004621017844604148,0.7791619479048698,0.7407897222747024,0.0,0.0
