city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
bharatpur,8574,2.765217391304348,933.746301234198,774.2554733836362,264641.84312648105,133447.0909384269,275,0,1163,172.0,0.0,0.0069971274358092425,0.893167701863354,0.8279937791601866,0.0,0.0,0.0,0.0,0.0,0.0
bharthana,7541,2.2777777777777777,14.388735472703342,8.393429025743616,31738.003629489576,15869.001814744777,15,0,17,4.0,0.0,0.0009067196311827228,0.8888888888888888,0.7014925373134329,0.0,0.0,0.0,0.0,0.0,0.0
bharuch,6755,2.7142857142857144,28.760127039578965,22.34045582538723,23462.528330033667,13383.55661705482,75,2,206,50.0,0.005952380952380952,0.0021489151099738017,0.8413173652694611,0.7300150829562594,3.0,0.008928571428571428,0.0,0.0,0.0,0.0
bhatpara,8577,2.603448275862069,29.347578115365224,22.263679949587413,34793.59098248088,17396.795491240428,14,0,39,5.0,0.0,0.0016869531018021229,0.9137931034482759,0.8378378378378378,0.0,0.0,0.0,0.0,0.0,0.0
bhavnagar,6654,2.9152035861038477,253.99114056172502,224.72096242825765,66419.07951912434,33753.047901063626,617,0,3971,752.0,0.0,0.007524983856457041,0.8569293985805005,0.9280575539568345,14.0,0.002614867388868136,0.0,0.0,0.0,0.0
bhawanipatna,8983,2.5827956989247314,156.7582007144088,116.97870031806418,56572.36187612699,28286.180938063517,118,0,307,38.0,0.0,0.00554186516227314,0.9139784946236559,0.7891891891891892,2.0,0.004301075268817204,0.0,0.0,0.0,0.0
bhawani mandi,7088,2.81,200.2907323961664,169.2456688747606,55739.36858721358,27869.684293606813,62,0,291,46.0,0.0,0.00718668824110477,0.8825,0.9069182389937107,1.0,0.0025,0.0,0.0,0.0,0.0
bhilwara,6822,3.0242763772175536,46.78424384920294,44.29432610932939,20729.695869197763,10572.786425401648,57,0,876,137.0,0.0,0.004424968212428982,0.8711484593837535,0.9803462798315395,0.0,0.0,1.0,0.0009337068160597573,0.0,0.0
bhimavaram,8822,2.6463104325699747,409.34516288935185,316.99078347580854,92009.8802184853,46671.251842801044,798,0,2394,345.0,0.0,0.00877082029571685,0.9024597116200169,0.789503465836752,0.0,0.0,0.0,0.0,0.0,0.0
bhind,7483,2.5923076923076924,39.91624360333121,30.55127875793427,21994.541083497825,11003.732060444228,61,0,183,16.0,0.0,0.0036275186803957638,0.9384615384615385,0.7864077669902912,0.0,0.0,0.0,0.0,0.0,0.0
bhinmal,6575,2.6890243902439024,105.77868076263456,83.20396230719426,56493.284534095794,28246.642267047915,35,0,111,17.0,0.0,0.0037448231815515394,0.8902439024390244,0.8513931888544891,1.0,0.006097560975609756,0.0,0.0,0.0,0.0
bhiwadi,6978,2.813340227507756,84.70969298517646,70.34320937652193,33609.75124013934,19711.89076353171,328,2,1318,278.0,0.001034126163391934,0.004297390544690667,0.8519668737060041,0.756413578647318,6.0,0.0031023784901758012,1.0,0.000517063081695967,1.0,0.000517063081695967
bhiwani,6832,2.73698224852071,323.39283240812694,264.9333588574271,72650.12957257505,37153.261583255364,611,1,2439,324.0,0.0002958579881656805,0.00870429186098367,0.9026339153595738,0.8396268325188805,5.0,0.0014792899408284023,0.0,0.0,0.0,0.0
bhola,9961,2.4344262295081966,13.528171469409466,9.536252019419788,21177.8317116456,10588.9158558228,36,0,83,3.0,0.0,0.0012775785220703573,0.9754098360655737,0.7238493723849372,0.0,0.0,0.0,0.0,0.0,0.0
bholarhat,9577,2.3,18.012612853843983,11.70819835499859,43636.05358781312,21818.026793906552,7,0,13,0.0,0.0,0.0008255839551390888,1.0,0.6571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
bhongir,8163,2.809106830122592,599.7026796837872,510.4299515347121,99139.23461063555,52074.077834181066,170,0,853,116.0,0.0,0.011516337967489586,0.8957968476357268,0.8679245283018868,3.0,0.002626970227670753,0.0,0.0,0.0,0.0
bhubaneshwar,9478,2.711300309597523,292.9794017404623,239.0095119461666,62877.2924653997,34085.40262013314,3094,8,12354,1333.0,0.0004763038818766373,0.008595450815282695,0.9201810817250416,0.7833248935092788,7.0,0.0004167658966420576,0.0,0.0,0.0,0.0
bhuj,6402,2.698216111805477,1317.0411728536653,1013.2582412671479,190866.60955292103,103448.16167714985,2030,5,5379,1369.0,0.0005681172594023407,0.01273141205702624,0.8423146884947703,0.7746062432478535,14.0,0.001590728326326554,4.0,0.0004544938075218725,0.0,0.0
bhusawal,7299,2.789997880906972,518.0236895828676,439.7547998450874,97528.98241431688,50173.859455114005,713,3,3565,438.0,0.0006357279084551812,0.010324573297900201,0.9071246819338422,0.8579611753474063,0.0,0.0,0.0,0.0,0.0,0.0
biak kota,13048,2.7589285714285716,180.2716557979875,148.40220236227188,57348.64944942392,29315.086804871637,198,0,796,126.0,0.0,0.006149449837823084,0.8875,0.8348993288590604,0.0,0.0,0.0,0.0,0.0,0.0
