city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
qom,5756,2.7764925809089847,317.28001143699936,264.77070705558685,58291.505741501205,35165.976396125174,2833,42,12391,1824,26.0,2.0,0.0024535576586049773,0.0015188690267554622,0.00011683607898118939,0.009022357515770822,0.8915436870461466,0.6825489794125399,0.0,0.0
qorasuv,6128,2.7904255319148934,69.84127829902269,56.838912658247196,32150.171606984062,16075.085803492033,175,0,612,153,0.0,0.0,0.0,0.0,0.0,0.004344690855948706,0.8372340425531914,0.8762666666666666,0.0,0.0
qotur,3857,2.876243093922652,294.116585256849,262.2674964666046,72979.75798233892,37557.5634694709,98,0,724,82,1.0,0.0,0.0,0.0011049723756906078,0.0,0.007831088017621939,0.9082872928176795,0.8631578947368421,0.0,0.0
quangang,12596,2.7709251101321586,6.593396375375384,4.966831630789386,7485.787769670074,5194.218207770146,56,2,110,57,1.0,1.0,0.00881057268722467,0.004405286343612335,0.004405286343612335,0.0012693722349808438,0.7377777777777778,0.5415730337078651,0.0,0.0
quang minh,11134,2.6175757575757577,286.6125711756439,214.0040531444808,75695.14226322243,42773.96632177526,418,4,1036,179,9.0,4.0,0.0024242424242424242,0.005454545454545455,0.0024242424242424242,0.006700631150722535,0.8833535844471446,0.7249771828414968,0.0,0.0
quang ngai,11965,2.5414725069897486,289.0623226553591,207.233170272726,78670.71345293193,40983.8191445244,1215,1,2619,451,6.0,0.0,0.00023299161230195712,0.0013979496738117428,0.0,0.007053084087552122,0.8934980191097647,0.7056080214527224,0.0,0.0
quang phu,11968,2.9,145.07962090714415,119.8634010828072,63860.788976986434,31930.39448849322,73,0,243,104,0.0,0.0,0.0,0.0,0.0,0.004543621312271184,0.7523809523809524,0.932934131736527,0.0,0.0
quanjiao,12002,3.1126373626373627,30.963840576834258,26.200172795782834,23338.078169002914,15847.3842870426,56,3,151,152,2.0,0.0,0.008241758241758242,0.005494505494505495,0.0,0.0019538770573104248,0.5734072022160664,0.6429567642956764,0.0,0.0
quanzhou,11564,2.72,17.34706285138267,13.18376776705083,17949.721672138894,10116.840361287046,12,0,29,8,1.0,0.0,0.0,0.02,0.0,0.0017146719955928817,0.82,0.7263157894736842,0.0,0.0
quanzhou,12569,3.0127194098193844,17.595605845676374,15.243407709857768,13279.327774307969,9415.865298693028,1051,25,4615,2122,44.0,3.0,0.003179852454846095,0.005596540320529127,0.0003815822945815314,0.0018687189427103142,0.7229807324231211,0.5816580509285851,2.0,0.0002543881963876876
quchan,5902,2.8699724517906335,231.2095618894237,186.62369596033372,59603.79665297004,35500.5734555541,350,5,997,457,6.0,0.0,0.0027548209366391185,0.003305785123966942,0.0,0.006512840199015172,0.7441988950276243,0.7089903181189489,0.0,0.0
quebec,1048,3.0498968745042045,74.76886327096857,68.64785209409727,29722.0687586722,16697.63519752635,1032,53,8846,2606,67.0,2.0,0.004204347136284309,0.0053149293986990325,0.00015865460891638903,0.004477811521600682,0.7869035290368837,0.8704035695789012,0.0,0.0
quelimane,4698,2.6898928024502298,121.22606065868152,94.95732010247411,41107.731736020185,20847.11913453575,283,2,858,163,0.0,0.0,0.0015313935681470138,0.0,0.0,0.00581500301678883,0.875,0.806377257011141,0.0,0.0
quetta,6116,2.6905898876404493,216.37949391405164,168.81855178266247,58466.46218189721,31677.00243552154,1565,4,4631,910,9.0,1.0,0.0005617977528089888,0.0012640449438202246,0.0001404494382022472,0.0068308071243322836,0.8707138842046094,0.756659872074225,0.0,0.0
quetzaltenango,268,2.7039645803984707,215.7784842140902,164.9713144554898,51427.22436657813,28473.73821305825,1170,14,2925,838,21.0,1.0,0.002817468303481586,0.004226202455222379,0.0002012477359629704,0.007578157901133359,0.8264379414732593,0.6822816759212519,0.0,0.0
quevedo,447,3.1822222222222223,387.08403589414814,339.77376484041895,96189.71873264409,50209.21024733905,385,4,1426,1322,13.0,0.0,0.0012698412698412698,0.004126984126984127,0.0,0.007709422912396089,0.5756516211061665,1.0004771751232702,0.0,0.0
qufu,11372,3.064334085778781,38.02249037776449,32.314825343630545,25175.922018174282,16740.826330989712,133,2,433,311,7.0,0.0,0.002257336343115124,0.007900677200902935,0.0,0.002271243344026532,0.6402714932126696,0.6636415201361316,0.0,0.0
quibdo,515,2.406357388316151,430.29243761336,280.5772853509796,92749.63769499754,46452.10106976258,405,0,640,119,0.0,0.0,0.0,0.0,0.0,0.009263142628729307,0.897766323024055,0.6848902281532501,0.0,0.0
quibor,778,3.199546485260771,262.6979889560823,244.8273774624713,82089.96827937759,43232.98303135423,60,0,529,290,3.0,0.0,0.0,0.003401360544217687,0.0,0.006076332710272701,0.6678004535147393,1.0181921546333144,0.0,0.0
quillota,909,2.8625162127107653,339.6199710896442,284.7051984188587,59996.460486945965,35843.47779986149,374,7,1503,421,8.0,0.0,0.0030263726761781237,0.0034587116299178555,0.0,0.009475084225531167,0.8139635732870771,0.7514651617104406,0.0,0.0
