city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
unnamed,3734,2.7744458930899607,41.528199814257455,33.19007364555387,21002.939954432637,10927.528434923304,154,1,477,134,1.0,0.001303780964797914,0.001303780964797914,0.003800328689288735,0.8237597911227154,0.7760314341846758
unnamed,3771,2.628205128205128,213.07126015019634,148.193793117284,88736.1090956579,44368.054547828906,95,0,143,74,0.0,0.0,0.0,0.004802357514244958,0.7628205128205128,0.7641357027463651
unnamed,3853,2.797935103244838,35.53779575200067,28.933426629947444,19936.967696468513,10894.73036875755,126,2,433,117,0.0,0.0029498525073746312,0.0,0.0032619252197292744,0.8269230769230769,0.7876763177431328
unnamed,4051,2.5606867969212552,661.6274535941379,494.75161272314756,132778.52689687916,68573.05456458442,426,0,1153,110,0.0,0.0,0.0,0.009648504909038211,0.9348727057430433,0.7162763118885266
unnamed,4282,2.9853300733496333,292.9232807764369,276.45082244426567,122378.37059359162,61189.18529679568,23,0,346,40,0.0,0.0,0.0,0.004787174062795972,0.902200488997555,0.956949569495695
unnamed,4343,3.2415600431632496,1116.5434985146646,1097.2660402390916,259416.2406866177,129828.96384443206,112,0,4584,1791,0.0,0.0,0.0,0.008600110987965414,0.7239093571758902,1.0984655717480145
unnamed,4418,3.0249110320284696,148.38064702977417,139.40388190697644,75686.23172066052,37858.645135947605,17,0,224,39,1.0,0.0,0.0035587188612099642,0.0039193332592054,0.8576512455516014,0.9946140035906643
unnamed,4459,2.958677685950413,32.399853319560776,29.454412108691614,18292.418971784617,9596.493677120223,22,0,186,34,0.0,0.0,0.0,0.0033762178572375747,0.859504132231405,0.778705636743215
unnamed,4491,2.1333333333333333,12.321382041207858,6.5714037553108575,24717.932727121777,12358.966363560889,7,0,7,1,0.0,0.0,0.0,0.0009969589429044937,0.9333333333333333,0.72
unnamed,4549,3.4568788501026693,661.67888688799,650.1300767472344,192717.99003666345,96399.87678721745,17,0,478,479,0.0,0.0,0.0,0.006863897641160969,0.5082135523613963,1.2027792074112198
unnamed,4596,3.075654704170708,37.211785598195455,33.06110146260624,18303.51506279811,10939.27205003843,115,1,614,293,8.0,0.0009699321047526673,0.007759456838021339,0.003401669272688463,0.7077669902912621,0.8442822384428224
unnamed,4696,2.7812018489984593,41.33415791990096,33.11827753212403,21902.15461679327,11657.605731838763,129,0,404,116,0.0,0.0,0.0,0.0035456815808250267,0.8212634822804314,0.8081979891724671
unnamed,4748,2.6666666666666665,4.56112677981097,3.68090933107552,4948.296506139629,2565.901799846926,11,0,43,3,0.0,0.0,0.0,0.0017775921042976288,0.9473684210526315,0.6972477064220184
unnamed,4952,2.955456570155902,138.77491573268645,126.72096982272038,94099.76822343456,59891.42696601433,39,2,348,60,0.0,0.004454342984409799,0.0,0.0023171081866430556,0.8657718120805369,0.7615298087739033
unnamed,5032,2.5037593984962405,79.737214821365,57.254917409326,43347.99683527429,23994.0625463581,75,0,173,18,0.0,0.0,0.0,0.003323206091811567,0.9323308270676691,0.650853889943074
unnamed,5075,2.5483870967741935,52.57766687956683,35.95633993054248,25370.9589898388,12685.479494919382,98,0,157,54,1.0,0.0,0.0032258064516129032,0.004144712614184157,0.8225806451612904,0.7691056910569106
unnamed,5234,2.790904048807543,438.09560541260674,375.1634025274902,116904.96770073526,58452.48385036767,259,0,1403,141,0.0,0.0,0.0,0.007494901440528793,0.9217970049916805,0.8497639544570953
unnamed,5339,2.72264631043257,77.80842253847476,60.781643051683844,37012.06090231577,19664.33374968792,86,2,240,65,0.0,0.005089058524173028,0.0,0.003956829838677327,0.8337595907928389,0.7876447876447876
unnamed,5374,2.9244288224956065,218.8973795559092,189.04423956726498,61662.4431373533,31536.0485871095,388,0,1897,559,1.0,0.0,0.000351493848857645,0.00694117967732281,0.8031634446397188,0.9127528583992964
unnamed,5413,3.066098081023454,453.18998076330934,423.62150867086314,78083.8223884866,43846.54575700754,306,2,3476,888,18.0,0.00042643923240938164,0.003837953091684435,0.010335819457132052,0.806740614334471,0.894354924767901
