city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
buon ma thuot,11959,2.5917409666823086,218.08936068028356,159.14075826271278,65208.511141688396,34089.01656061198,1152,0,2552,552,6.0,0.0,0.0014077897700610043,0.006397643073466485,0.8690755513843266,0.7369409555112102,0.0,0.0,0.0,0.0
buramatut,6074,2.753940010167768,130.99337567139213,109.34983368196536,48253.422112007196,24128.489522497744,325,0,1476,166,0.0,0.0,0.0,0.0054289919619399316,0.9156075241484494,0.8432171035886994,0.0,0.0,0.0,0.0
burao,5762,3.2588939767523777,346.82985816946734,326.3059356007916,89999.11286734923,45300.76301688549,168,0,1602,1067,2.0,0.0,0.0007044734061289186,0.007656159302221672,0.623458964424093,1.0948351842058874,0.0,0.0,0.0,0.0
buraydah,5462,3.109206223367357,185.01993264199825,182.15965026243708,46568.95560556303,29377.624237293043,156,7,8537,1365,23.0,0.0006936874442572589,0.002279258745416708,0.006297988263023907,0.8620587068623562,0.8105440658632148,2.0,1.0,0.00019819641264493112,9.909820632246556e-05
burdur,3687,3.1460942158616576,247.43469355689516,237.69665552782234,60493.32078269128,33952.44272956348,66,1,1237,368,5.0,0.0005963029218843172,0.0029815146094215863,0.007287684586577502,0.7774463007159904,0.9375560203167015,0.0,0.0,0.0,0.0
burewala,6430,2.895895895895896,158.4104721475455,129.70947569238461,42953.928816672946,22509.162961697057,362,1,1120,513,2.0,0.0005005005005005005,0.001001001001001001,0.007037599417495279,0.7421131697546319,0.8964652795186764,0.0,0.0,0.0,0.0
burgas,3503,3.0155945419103314,76.73542714492635,67.21205704441891,22274.411714945167,14196.992796744642,191,12,919,416,1.0,0.007797270955165692,0.000649772579597141,0.005405047973435734,0.7269155206286837,0.7244998360118071,0.0,0.0,0.0,0.0
burgos,1711,2.9188342212472578,181.75968349269735,162.96285003842277,30386.02886708125,21867.550298042515,330,37,2416,380,26.0,0.011595111250391726,0.00814791601378878,0.00831184476612214,0.8706404565630945,0.48437252102173567,2.0,0.0,0.0006267627702914447,0.0
burhanpur,7365,2.795918367346939,17.2372406646004,13.543546236471741,20416.94660786188,10208.473303930941,21,0,58,16,3.0,0.0,0.030612244897959183,0.001688522872265622,0.8061224489795918,0.9162303664921466,0.0,0.0,0.0,0.0
burimari,9583,2.5652173913043477,20.576941490584556,15.209043710432063,37523.48245818972,18761.74122909486,12,0,30,4,0.0,0.0,0.0,0.0010967500958106579,0.9130434782608695,0.7931034482758621,0.0,0.0,0.0,0.0
burnley,1794,2.565341926244182,221.94360108054016,161.550784459985,41065.07760066623,21809.10300717836,1520,15,3432,613,5.0,0.0026852846401718583,0.0008950948800572861,0.010176649677315408,0.8888888888888888,0.7217383496453263,0.0,1.0,0.0,0.00017901897601145723
burton on trent,1831,2.325240686479699,179.88991838683054,116.93974183957633,32306.137227794796,17400.827406009375,836,12,1471,68,2.0,0.0050230221850146506,0.0008371703641691084,0.01033800946296988,0.970551114850652,0.5662244683091177,0.0,0.0,0.0,0.0
bury,1792,2.4044871794871794,211.17016241925162,140.30632906894508,38487.48232553925,20208.974661841705,1047,16,1815,234,6.0,0.005128205128205128,0.0019230769230769232,0.010449325903603614,0.9220360824742269,0.6379171368692568,2.0,0.0,0.000641025641025641,0.0
bush,3973,2.558309037900875,888.8673177827246,665.1388092251681,128301.15934945094,65560.79877178646,518,0,1414,125,1.0,0.0,0.00048590864917395527,0.013557908604451616,0.9387755102040817,0.7545609340792995,0.0,0.0,0.0,0.0
bushehr,5824,2.861189801699717,343.70777895760165,299.0577599185931,60877.89013685322,33825.67349354286,321,0,1855,291,4.0,0.0,0.0016187778227438284,0.010161151086118465,0.8806151355726427,0.832084261697387,0.0,0.0,0.0,0.0
busia,4557,2.8112,529.8819638927879,454.4267722344549,237448.6454785602,118724.32273928024,89,0,477,58,1.0,0.0,0.0016,0.004463128966895973,0.9056,0.8401606425702811,0.0,0.0,0.0,0.0
busto arsizio,2529,2.8512189812799305,154.38141822798477,133.34468165621323,35183.48134281658,20156.74855859516,1252,92,6632,1196,15.0,0.01001306051371354,0.0016325642141924248,0.007659043708324379,0.866754617414248,0.6852696981360312,1.0,0.0,0.00010883761427949499,0.0
buta,3602,3.005973715651135,155.56393367776582,140.88107733303045,55256.36834548555,27659.987425444455,79,0,596,161,1.0,0.0,0.0011947431302270011,0.005624150556723044,0.8064516129032258,0.9850209706411025,0.0,0.0,0.0,0.0
butajira,5095,3.0559167750325096,346.54716080989795,325.81742167172456,104181.80554680886,52101.45398530248,46,0,588,135,0.0,0.0,0.0,0.00665139135862997,0.8244473342002601,0.9941291585127201,0.0,0.0,0.0,0.0
butembo,4077,3.09717051377513,831.2785656351035,769.3814274642098,159617.40103898017,79951.63132771644,1200,3,10978,3901,34.0,0.00018615040953090097,0.002109704641350211,0.010397268346254847,0.7557872525290138,1.0365910431085317,0.0,0.0,0.0,0.0
