city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
bodeli,6853,2.4878048780487805,34.964291142231204,24.730840076212317,46241.40753751877,23120.703768759377,12,0,26,3,0.0,0.0015122502970465305,0.926829268292683,0.7532467532467533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bodhan,7859,2.7245970567624385,423.6868045494252,338.4743918614889,89737.60836269312,45437.2414894736,287,0,959,181,0.0,0.009324659478889805,0.8731604765241766,0.8413478413478414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bodhgaya,8984,2.4398340248962658,167.52490436332872,117.47597027967865,106273.34358271427,53136.67179135708,72,0,160,9,0.0,0.0031527172989140317,0.9626556016597511,0.6708595387840671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bodinayakkanur,8165,2.892156862745098,167.8012620031506,148.05993706160348,58924.7637880544,29474.542138913628,48,0,308,52,0.0,0.0056930913875541354,0.8725490196078431,0.9321824907521579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bodorganj,9639,2.341463414634146,20.079967015732098,13.223392912799188,25964.745157908124,12982.372578954062,14,0,26,1,0.0,0.0015467101174005792,0.975609756097561,0.5974025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boende,3441,2.8175438596491227,217.86491491709833,173.52749363572394,84536.26458577928,42439.7307264805,58,0,163,64,0.0,0.005133513129977527,0.775438596491228,0.8584070796460177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bognor regis,1896,2.3438956197576886,142.7853561012046,94.48052454040565,27703.841955138985,14329.568467023977,726,8,1362,49,0.003727865796831314,0.00996438632676137,0.9766136576239476,0.6110981034886444,0.0,1.0,0.0,0.00046598322460391424,0.0,0.0,0.0,0.0
bogra,9759,2.5316455696202533,5.680449715356697,3.8828390459400204,5315.637357082123,2682.3320121478428,25,0,41,13,0.0,0.002117728040239191,0.8354430379746836,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogura,9726,2.5459940652818993,19.24553335884167,14.13433087926799,12794.046989302205,6507.734077285499,537,0,1329,156,0.0,0.0029573324801355975,0.9228486646884273,0.7380539737558802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bohe,11958,2.4489795918367347,20.941407111343228,14.103396626006665,18740.41393886242,9370.206969431205,16,0,28,5,0.0,0.002234892695504081,0.8979591836734694,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bohicon,2064,3.033828022697512,178.74822145625956,165.3284510108311,59532.167989470654,29953.889527451873,344,1,3396,838,0.00021824530772588389,0.00596744610720561,0.8164156297751582,0.9729168941793164,3.0,0.0,0.0006547359231776517,0.0,0.0,0.0,0.0,0.0
boisar,6811,2.699530516431925,34.56196688131949,28.39598217948785,34248.92567946672,17124.462839733344,38,0,163,12,0.0,0.00201828035161059,0.9436619718309859,0.8408551068883611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boise,171,2.703200653964661,89.76335771856422,69.24021311284835,29631.194555571572,15603.946871008096,3636,140,9523,2531,0.008803370433251587,0.005752605956723887,0.8348030197297469,0.7835411313092858,60.0,12.0,0.003772873042822109,0.0007545746085644218,0.0,1.0,0.0,6.288121738036849e-05
bojnurd,5886,2.907932960893855,368.72055462712416,315.16337909469274,78443.98114956754,43695.126331518986,650,6,2947,852,0.001340782122905028,0.008438482402582086,0.8048780487804879,0.8139482816523005,18.0,2.0,0.004022346368715084,0.000446927374301676,0.0,0.0,0.0,0.0
bojonegoro,12544,2.4708508403361344,287.15831314980346,202.39834886924174,62911.13212283822,31767.840886066035,1124,0,2451,233,0.0,0.009039276990201637,0.938813025210084,0.7021416371041913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bojong,11952,2.4731182795698925,287.85630440597674,206.34860530894392,91203.66892395678,45657.21894351482,237,0,567,33,0.0,0.006304727074202667,0.9605734767025089,0.713600958657879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bokaro,9278,2.923194303153611,76.83713073546086,68.62970578406372,33053.53062746532,17237.322132283993,210,3,1483,269,0.001525940996948118,0.0044576025293135094,0.8624554253693326,0.9145626115786789,0.0,1.0,0.0,0.000508646998982706,0.0,0.0,0.0,0.0
boke,1497,2.798994974874372,137.63777731198917,115.04397132107637,56528.88321797312,28264.441608986574,98,0,423,76,0.0,0.0048696443119621985,0.8726968174204355,0.8730025231286795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bokkos,2787,2.235294117647059,13.86383403334981,8.155196490205771,30621.907340610862,15354.110562371769,7,0,9,1,0.0,0.0009029395728936477,0.9411764705882353,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bole,1740,3.0023696682464456,397.48847123828125,377.70823925722937,132638.70410612834,66319.35205306423,21,0,359,41,0.0,0.005993551790437248,0.9004739336492891,0.9427890345649583,1.0,0.0,0.002369668246445498,0.0,0.0,0.0,0.0,0.0
