city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop,8way_int_count,8way_int_prop
canoas,1216,3.057349665924276,120.10884656878721,106.24327445190049,38724.35011121421,21517.400708353256,622,9,3214,1525,17.0,1.0,0.0016703786191536749,0.0031551596139569415,0.0001855976243504083,0.0055819403187560585,0.7131437070087376,0.8726866920859295,0.0,0.0,0.0,0.0
canterbury,2000,2.284477784189267,219.96328034645555,138.60352114156345,34047.25408138866,18407.958520366115,641,13,1026,51,2.0,0.0,0.0075014425851125215,0.001154068090017311,0.0,0.011949357670656068,0.9691860465116279,0.5441048034934498,0.0,0.0,0.0,0.0
canton,787,2.9437384473197783,72.01952531807707,60.246462896048534,27754.612264208816,14783.11288321275,1415,20,4891,2299,29.0,2.0,0.0023105360443622922,0.0033502772643253234,0.0002310536044362292,0.00487174290604655,0.7301991662806855,0.8966815312445706,0.0,0.0,0.0,0.0
canton santo domingo de los tsachilas,453,2.987556561085973,5541.1428963243,4680.60018084795,1236459.431897317,678800.4862279089,961,5,3385,1824,13.0,0.0,0.0008080155138978668,0.0021008403361344537,0.0,0.008163139256302548,0.702895034772764,0.8521155246339293,0.0,0.0,0.0,0.0
can tho,11673,2.7012130801687766,118.73368515291938,91.80568693785855,50688.596338791,28221.191782996433,860,16,2333,567,12.0,4.0,0.004219409282700422,0.0031645569620253164,0.0010548523206751054,0.004207252693858864,0.845603813559322,0.7212137273088645,0.0,0.0,0.0,0.0
caohu,12350,2.9805825242718447,17.381257562821443,14.72344390637059,17805.603584960132,11494.860632820117,63,2,228,118,1.0,0.0,0.0048543689320388345,0.0024271844660194173,0.0,0.001512089456151777,0.7097560975609756,0.660122699386503,0.0,0.0,0.0,0.0
caoxian,11282,2.8690058479532166,26.036363045002172,20.676831002990028,18038.515907315723,9750.881095105437,176,1,439,237,2.0,0.0,0.0011695906432748538,0.0023391812865497076,0.0,0.002670154911238884,0.7201405152224825,0.8038755137991779,0.0,0.0,0.0,0.0
cao lanh,11651,2.8891566265060242,124.9205024476128,104.15058758282899,63177.23019000512,32578.535877131595,138,0,509,182,1.0,0.0,0.0,0.0012048192771084338,0.0,0.0038344418828011356,0.7795180722891566,0.8561933534743202,0.0,0.0,0.0,0.0
cape coast,1822,2.538222222222222,143.99209906643782,107.70609010169548,44674.613764923575,23022.780694099183,567,2,1584,97,0.0,0.0,0.0008888888888888889,0.0,0.0,0.006254331350310933,0.9568505338078291,0.698062792251169,0.0,0.0,0.0,0.0
cape coral,507,2.96987301850776,79.18028270310118,69.11928072630246,29654.267583187484,16927.856655428393,1531,51,7797,2594,72.0,4.0,0.004232716408000664,0.005975599634824467,0.00033197775749024816,0.004677513775951653,0.7774629104850809,0.7819599016297778,0.0,0.0,0.0,0.0
