city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
huarong,11448,2.7549668874172184,17.69981573006775,13.479992112303254,16546.190972057484,8778.142262505133,36,0,80,35,0.0,0.002016350977321314,0.7682119205298014,0.7508417508417509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huarong,11650,2.697674418604651,26.57139910583251,19.387852254546395,21437.366679470175,13940.153421862666,93,0,170,80,0.0,0.0019061052128852448,0.7645348837209303,0.5710102489019033,1.0,0.0029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0
huating,10279,2.969543147208122,73.24743642618866,64.32389087172912,43285.27659179534,21991.112045159247,24,0,132,40,0.0,0.0033307745545461,0.7918781725888325,0.8894601542416453,1.0,0.005076142131979695,0.0,0.0,0.0,0.0,0.0,0.0
huauchinango,195,2.5936599423631126,389.53488828948923,282.32860059022056,79355.73573958554,42151.304210599505,573,6,1207,287,0.002881844380403458,0.00924134841340296,0.8574181117533719,0.7251024837231734,8.0,0.0038424591738712775,1.0,0.0004803073967339097,0.0,0.0,0.0,0.0
huaxi,10881,2.993127147766323,44.46548279781382,37.58937721052302,26503.606403351772,21247.857084136554,45,2,155,88,0.006872852233676976,0.0020927043429246014,0.6920415224913494,0.4781849912739965,1.0,0.003436426116838488,0.0,0.0,0.0,0.0,0.0,0.0
huaxian,11055,3.236641221374046,28.902323433597008,26.144468144131647,17067.295860620554,12551.295946957587,75,4,371,332,0.005089058524173028,0.0023027361920027775,0.5703324808184144,0.6100064143681847,4.0,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0
huayin,10602,2.931578947368421,26.337376488250623,22.040225587536046,22476.94059780699,15032.417482402543,31,2,108,47,0.010526315789473684,0.0017520386537349729,0.7393617021276596,0.6118598382749326,2.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
huaying,10575,2.8793103448275863,47.267531876045055,37.08056379931121,31629.58502665832,20294.29138095337,50,1,109,71,0.004310344827586207,0.002329104820107523,0.6883116883116883,0.6761487964989059,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0
huayuan,11093,2.719298245614035,12.765151331504438,10.077751051187715,18112.071010029686,9937.92135955239,12,1,35,9,0.017543859649122806,0.0012844890666431463,0.8392857142857143,0.6915887850467289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huazhou,10567,2.867403314917127,16.623160265282444,13.500577674013917,18342.29048813019,11311.701371686037,34,0,105,40,0.0,0.001469554377283275,0.7679558011049724,0.6722689075630253,2.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0
huazhou,11860,2.9224376731301938,25.66903608592299,21.189398209432277,15671.447965476715,9691.234147611302,63,1,198,99,0.002770083102493075,0.0026486859872485798,0.725,0.7944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hub,6164,2.723952738990333,107.47568932134097,85.19555179285675,32330.161415611212,16889.744201139274,193,0,612,123,0.0,0.006363369867620099,0.8646616541353384,0.8249865374259558,3.0,0.00322234156820623,0.0,0.0,0.0,0.0,0.0,0.0
hubballi,7471,2.926522454737832,819.9182025824825,724.7783876343387,152378.43711430256,78289.66815904452,987,4,6164,1349,0.00047025628967787447,0.010472878757345459,0.8410962126558457,0.9200541208306371,2.0,0.00023512814483893723,0.0,0.0,0.0,0.0,0.0,0.0
huddersfield,1815,2.455125199287255,190.9957859513794,133.28328268444284,39545.11907425282,20738.534642209102,3222,40,6767,606,0.0037512895057676076,0.00920970498863724,0.9403181775393015,0.6602796478508545,22.0,0.002063209228172184,2.0,0.00018756447528838038,2.0,2.0,0.00018756447528838038,0.00018756447528838038
hue,11696,2.6209453197405006,274.6878671185251,207.4433462258794,62813.70867517606,32862.65506422447,1849,6,4878,802,0.0007943863365550113,0.00835866324804537,0.8913475553199947,0.7627410696533898,15.0,0.001985965841387528,3.0,0.00039719316827750565,0.0,0.0,0.0,0.0
huehuetenango,271,2.86144578313253,67.8736148265718,56.01617609180926,38430.40052673894,20296.763453490537,29,2,98,37,0.012048192771084338,0.0033440609869697835,0.774390243902439,0.6904024767801857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huehuetoca,161,2.5057701956848972,402.322159867011,283.22026607798114,77303.35547384647,40107.83162112119,590,0,1210,191,0.0,0.010031012488222975,0.9031610637230306,0.6839989952273298,2.0,0.0010035122930255895,0.0,0.0,0.0,0.0,0.0,0.0
huelva,1599,2.902061855670103,189.87131497351643,168.7473155842807,35692.55020424275,23987.40472959583,259,9,1773,277,0.003865979381443299,0.007915458846585928,0.876239758516602,0.5754370818044464,8.0,0.003436426116838488,2.0,0.000859106529209622,0.0,0.0,0.0,0.0
huguan,10813,3.3194444444444446,8.640931850976166,7.200776542480139,11228.724362379513,7661.412258122612,12,0,16,41,0.0,0.0011278510488474329,0.3888888888888889,0.6402877697841727,3.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
huichon,12023,2.328358208955224,169.66390408905892,108.04467524079374,71784.56147235373,35979.572392781185,73,0,117,11,0.0,0.004715561992701717,0.945273631840796,0.6423173803526449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
