city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
islampur,9475,2.86046511627907,45.02278148594287,38.21701219155616,33534.07646760452,16767.03823380226,13,0,59,14,0.0,0.0026851958502233974,0.8372093023255814,0.9640718562874252,0.0,0.0,0.0,0.0
isna,4239,2.6432717678100266,348.65143559698953,274.1375403902451,83942.74128585799,43349.51516195615,405,0,1356,134,0.0,0.008042798963135084,0.929287598944591,0.7772787318361956,0.0,0.0,0.0,0.0
isparta,3708,3.173510396645116,412.2089430043419,401.9811481578249,93781.19824484397,50177.0277989853,142,2,4327,1226,0.00034946706272933774,0.008215092863923633,0.7811571403600769,0.9989507738043193,25.0,1.0,0.004368338284116722,0.00017473353136466887
issia,1586,2.998430141287284,123.58161089070708,111.74726510682461,45434.64441002875,22797.364966757683,61,0,455,121,0.0,0.00542087259079764,0.8100470957613815,0.9732072498029944,0.0,0.0,0.0,0.0
itabaiana,1426,3.1395894428152493,908.969714009497,843.9290658516327,212448.52950697718,118375.34443468403,122,1,1101,480,0.0005865102639296188,0.0076787080819100744,0.7177230046948356,0.8836320893329416,0.0,1.0,0.0,0.0005865102639296188
itabira,1359,2.9719583898688375,281.7145443966855,253.3010014747222,70140.38860595744,39774.03206115408,223,12,1588,380,0.005427408412483039,0.00708287618322273,0.823556161891769,0.746642385613476,8.0,0.0,0.003618272274988693,0.0
itabuna,1410,2.9869149471565173,495.0863165640677,439.7721936263611,112300.84067845203,59857.513495494466,444,3,2689,837,0.000754906894816306,0.008271080565371854,0.7889700327373458,0.8895048506992567,1.0,0.0,0.0002516356316054353,0.0
itacoatiara,1034,3.0780075187969924,387.44364948632193,334.27938931244694,107608.86575790928,56574.224196619,146,0,544,373,0.0,0.006848412947560603,0.6484962406015038,0.9349976448422044,1.0,0.0,0.0009398496240601503,0.0
itaguai,1360,3.0450121654501214,124.16374879591864,112.30626183669769,41489.24347604887,22444.933066640904,157,1,1100,383,0.0006082725060827251,0.005531927781974932,0.7650639074863055,0.8783907345321549,3.0,0.0,0.0018248175182481751,0.0
itahari,9245,2.6092399403874813,489.5430299927701,374.56243159208367,162022.8686011343,81038.27249402375,788,0,2303,263,0.0,0.006040886792458117,0.921311475409836,0.7806114839671887,1.0,0.0,0.00029806259314456036,0.0
itaituba,1055,3.3264462809917354,176.85210362772676,162.23622729485677,58640.1637747463,30522.02556630664,100,0,515,595,0.0,0.005794245314536214,0.5082644628099173,1.060041407867495,0.0,0.0,0.0,0.0
itajai,1272,2.900689655172414,149.16566679050788,123.00166592587397,39631.98937169346,22605.586330159374,763,6,2496,1071,0.001379310344827586,0.006598619677981881,0.7502302025782689,0.7343084187492802,13.0,1.0,0.002988505747126437,0.00022988505747126436
itajuba,1330,3.0753564154786153,233.70870685555514,207.05353866021687,52217.52483009684,28952.409833315498,224,6,1138,590,0.003054989816700611,0.0080721676779605,0.6956077630234934,0.8511889542316543,6.0,0.0,0.003054989816700611,0.0
itapecerica da serra,1308,2.782307025151778,162.60508104499544,139.05343444090678,48505.396206015146,26626.912308281782,167,2,900,83,0.0017346053772766695,0.0061067944777968225,0.9270199826238054,0.7022202873313017,1.0,0.0,0.0008673026886383347,0.0
itapema,1279,2.832150101419878,186.63447758410976,146.79009874896258,52847.82790571915,29510.508825063847,421,2,1042,502,0.0010141987829614604,0.0063243395324176,0.7426395939086294,0.7639135959339263,4.0,1.0,0.002028397565922921,0.0005070993914807302
itaperuna,1385,2.9979899497487437,350.56563833286145,301.5921471486728,95830.48020212498,49539.85622129729,278,1,1158,553,0.0005025125628140704,0.007076436329707242,0.7219708396178984,0.9267556003020387,0.0,0.0,0.0,0.0
itapetinga,1394,3.1844288449266114,437.8296970736612,412.403722323372,92182.67419151939,51203.293722461014,91,0,1007,467,0.0,0.008550811192866705,0.7007019783024888,0.8737615851709811,2.0,0.0,0.0012763241863433313,0.0
itapetininga,1268,3.119004250151791,377.0682990674392,346.5044751903882,90814.74010131022,52203.626693917155,267,4,2098,920,0.0012143290831815423,0.007223028799862593,0.7188449848024316,0.8182509505703423,5.0,0.0,0.0015179113539769277,0.0
itapeva,1249,3.1514346439957492,223.66682844017026,208.3357865332723,53220.85474874759,30427.650434352163,129,0,1217,530,0.0,0.007350775536308095,0.7151965993623804,0.8300079808459697,5.0,1.0,0.002656748140276302,0.0005313496280552603
itapipoca,1390,3.0422778257118206,208.5405713905735,180.8311253214205,57026.380440654095,29907.660176772668,154,0,649,355,0.0,0.006972814662129048,0.6928386540120793,0.9308257674016429,1.0,0.0,0.0008628127696289905,0.0
