city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
dungarpur,6758,2.8472906403940885,87.79251838691022,79.1430091862294,40393.19023568548,21536.026758189335,20,2,171,9,1.0,0.009852216748768473,0.0049261083743842365,0.004076542036869733,0.9502487562189055,0.8639798488664987,0.0,0.0,0.0,0.0,0.0,0.0
dungu,3945,3.035573122529644,117.8919533738362,103.44669426478907,44002.70779523911,22005.693377716274,93,0,453,213,0.0,0.0,0.0,0.005357338728222837,0.7193675889328063,0.9993390614672836,0.0,0.0,0.0,0.0,0.0,0.0
dungun,11432,2.717547000895255,204.4129798451869,166.3486111721351,50632.981738054754,26391.6096748578,416,1,1616,200,1.0,0.0004476275738585497,0.0004476275738585497,0.007745377503060102,0.9099865651589789,0.7962340282447882,0.0,0.0,0.0,0.0,0.0,0.0
dunhua,11759,3.066869300911854,20.458519817252395,17.9711617847597,13616.972711247718,8793.048187553775,40,2,185,100,2.0,0.0060790273556231,0.0060790273556231,0.0023266698169823125,0.6880733944954128,0.6964560862865947,0.0,0.0,0.0,0.0,0.0,0.0
dunkirk,2054,2.9416123961374354,88.33010003632745,78.37238384090047,21406.237033658548,13455.38668171936,502,91,3058,772,27.0,0.0204356613518976,0.006063328093420166,0.006564664555968037,0.8161393856029344,0.6430783346714073,3.0,0.0006737031214911295,0.0,0.0,0.0,0.0
dunkwa on ofin,1783,2.5619195046439627,185.2075658449829,141.05591702125633,51298.65569240847,25685.914941429273,154,0,467,25,0.0,0.0,0.0,0.007210471819567474,0.9613003095975232,0.7599067599067599,0.0,0.0,0.0,0.0,0.0,0.0
duqiao,12620,2.817629179331307,16.356217113311068,12.577881245190577,20614.481081165985,13138.559839668582,76,0,162,90,1.0,0.0,0.00303951367781155,0.001244901824317729,0.723404255319149,0.6799387442572741,0.0,0.0,0.0,0.0,0.0,0.0
durango,93,3.186369193154034,276.7221490592773,253.6845227133888,57250.29901331198,32598.57131626436,1362,15,9249,5683,48.0,0.0009168704156479218,0.00293398533007335,0.00848878149826194,0.6491893545426736,0.8967110295242466,3.0,0.00018337408312958436,0.0,0.0,0.0,0.0
duren,2277,2.6485680190930787,97.3664485328595,75.2324289081462,27711.8981279196,15178.18842690488,381,16,1095,179,5.0,0.00954653937947494,0.0029832935560859188,0.006414892594182556,0.8891566265060241,0.6941176470588235,0.0,0.0,0.0,0.0,0.0,0.0
durg,8464,2.8485359801488834,161.51498576806262,137.66046479308721,40963.39298496307,21511.440774953717,1488,2,7136,1446,3.0,0.00019851116625310174,0.0002977667493796526,0.007508329519058453,0.8561501042390549,0.8860533240653393,0.0,0.0,0.0,0.0,0.0,0.0
durgapur,9529,2.7340720221606647,162.04527007952785,133.13747120661483,49366.00326780906,26101.728980981672,322,0,1322,159,1.0,0.0,0.000554016620498615,0.006208219777226168,0.910803324099723,0.7572815533980582,1.0,0.000554016620498615,0.0,0.0,0.0,0.0
durham,772,3.0114427860696518,94.96252390707548,82.34809908956845,37515.28721804643,21421.237993085502,267,14,1174,539,16.0,0.006965174129353234,0.007960199004975124,0.004433101576002664,0.7219438877755511,0.8246802106847254,0.0,0.0,0.0,0.0,0.0,0.0
duri,11119,2.6096752816434723,347.8349492195043,270.07727998819473,80550.445028363,41269.99151327895,1012,4,3250,261,0.0,0.0008835873647006848,0.0,0.00842827770167061,0.9422949369887244,0.7577701581683443,0.0,0.0,0.0,0.0,0.0,0.0
durres,3263,2.5194005887075193,190.2372660169969,137.44731555951074,42632.27007285059,23111.767842149795,1037,8,2409,280,3.0,0.0021407546160021407,0.0008027829810008028,0.00823118626477608,0.9241083400375436,0.6789212397692205,0.0,0.0,0.0,0.0,0.0,0.0
dushan,11060,3.0,63.39898042138738,53.20541886343882,43358.13955307052,31529.47130022174,41,4,126,82,2.0,0.01568627450980392,0.00784313725490196,0.0020107847612700538,0.6653386454183267,0.676056338028169,0.0,0.0,0.0,0.0,0.0,0.0
dushanbe,6045,2.4960629921259843,60.18302770871523,43.080191631149056,20522.695690161818,11297.13688491694,1588,9,3628,358,4.0,0.0016105941302791697,0.0007158196134574087,0.005327281445006384,0.9349345760889048,0.6179503272662064,1.0,0.00017895490336435218,0.0,0.0,0.0,0.0
dusseldorf,2288,2.8066841415465267,89.50367305105651,74.71591841934115,23949.832317978096,14736.671656686463,2017,197,8259,1615,106.0,0.016136959370904324,0.008682830930537353,0.0060735337758879935,0.8555490800099909,0.6526626972561103,13.0,0.0010648754914809962,0.0,1.0,0.0,8.1913499344692e-05
dutse,2813,3.012251148545176,228.7901304034944,216.0017081068213,76540.96223714176,43326.61678051185,73,3,1065,165,0.0,0.002297090352220521,0.0,0.005280590717768744,0.8733691481197237,0.8796616685890042,0.0,0.0,0.0,0.0,0.0,0.0
duyun,11017,3.056547619047619,28.480079309409916,23.648637283706446,18146.005652728803,12928.391297352906,57,2,150,121,4.0,0.005952380952380952,0.011904761904761904,0.0022029097553104868,0.6197604790419161,0.6199095022624435,2.0,0.005952380952380952,0.0,0.0,0.0,0.0
duzce,3688,2.8975640224859465,250.24922898859467,218.20607349661347,62563.38585102407,35391.50713527483,410,5,2312,455,18.0,0.001561524047470331,0.005621486570893191,0.00707088364539216,0.85142320925868,0.7860385036781969,2.0,0.0006246096189881324,0.0,0.0,0.0,0.0
