city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
qujing,10573,3.1914893617021276,20.500865291244224,18.217289557926655,15871.797721920495,11229.68734301801,89,7,377,316,8.0,2.0,0.008760951188986232,0.010012515644555695,0.0025031289111389237,0.001825595376347723,0.5883838383838383,0.6510449651678277
quoc oai,11123,2.550943396226415,214.9547213325835,158.1742289051086,69266.66811089487,38853.884736680215,280,1,694,85,0.0,0.0,0.0009433962264150943,0.0,0.0,0.0055323868588526065,0.9197355996222851,0.7084713677236157
qus,4250,2.625086705202312,521.4655751109467,404.6934573086457,127965.34158759016,64600.333173238374,1937,2,6083,623,5.0,0.0,0.00023121387283236994,0.0005780346820809249,0.0,0.008072180892821948,0.927382053654024,0.7945173789832861
quva,6105,2.794976635514019,81.94195728563035,68.54023529966278,40689.298665496375,20344.649332748104,280,0,1223,209,0.0,0.0,0.0,0.0,0.0,0.004027690816657681,0.8779205607476636,0.8660427025446037
quwaysina,3908,2.8824071231194353,328.95648017049274,283.40555215179694,82224.17580323858,43530.61255627487,451,2,2283,521,0.0,0.0,0.0006140620202640467,0.0,0.0,0.007556899865473502,0.8399385560675883,0.8833205226748655
quwo,10655,2.925,12.237872229273353,9.48435097768685,13885.579652169528,9724.21250851359,18,0,32,30,0.0,0.0,0.0,0.0,0.0,0.0012584949391592423,0.625,0.5483870967741935
quxian,10566,2.7118055555555554,70.78512070377063,56.28400222626206,48415.13274612525,26027.968582315905,59,4,188,35,2.0,0.0,0.013888888888888888,0.006944444444444444,0.0,0.0027195791511698663,0.8697183098591549,0.7850799289520426
quyang,10704,2.9878892733564015,49.219477199740105,42.23678320254514,25531.800361781487,15787.023922504404,82,0,345,145,6.0,0.0,0.0,0.010380622837370242,0.0,0.0031177172747282487,0.7387543252595156,0.6993918331885317
quy nhon,12074,2.56529713866471,234.07331957818587,172.24911191263422,45548.88650819777,24305.27005583087,1440,2,3500,508,2.0,0.0,0.00036683785766691124,0.00036683785766691124,0.0,0.009630558271539606,0.9064220183486239,0.7133547498852685
quzhou,10959,3.0069686411149825,25.59472669620653,21.84915693578606,19191.416211372878,11904.775257166033,42,3,156,83,3.0,0.0,0.010452961672473868,0.010452961672473868,0.0,0.0021499546310880485,0.6971830985915493,0.7531083481349912
quzhou,12368,3.073051224944321,51.35507405916093,44.08072503875417,27393.477661303532,17552.729568128314,318,12,1139,748,20.0,8.0,0.005345211581291759,0.008908685968819599,0.0035634743875278397,0.002925759999881149,0.6524854455888939,0.7126204886796682
rabak,4394,3.239776234567901,1308.6814963202255,1302.6227856891132,271680.0187370138,136165.69687315938,24,0,3871,1287,2.0,0.0,0.0,0.00038580246913580245,0.0,0.009610948472134536,0.7513503086419753,1.0963041590273086
rabakavi banahatti,7421,2.4693877551020407,18.835307799952414,12.685003212212852,31092.690328424702,15546.34516421234,16,0,27,6,0.0,0.0,0.0,0.0,0.0,0.0012115585754078884,0.8775510204081632,0.7741935483870968
rach gia,11583,2.5393906121328573,268.7909878973945,189.8433192039517,62398.78396036454,33494.48762531905,1070,4,2103,466,0.0,0.0,0.0010979961570134504,0.0,0.0,0.008024932069544806,0.871942841439956,0.6772996012649526
racine,677,3.040576230492197,58.48613844520077,50.29948329188695,22067.668316079464,11948.01674217334,583,11,2280,1238,51.0,2.0,0.0026410564225690276,0.012244897959183673,0.0004801920768307323,0.004895049923956012,0.689215214251324,0.8586053233770926
radhanpur,6553,2.5,23.221778556007298,15.674700525304925,32098.02068388716,22198.05922034392,13,0,21,6,0.0,0.0,0.0,0.0,0.0,0.0010461175152972457,0.85,0.38666666666666666
radom,3235,2.833632126210111,101.44330004467645,84.45727597839323,27956.826057719943,16883.63907852319,467,31,1823,448,7.0,13.0,0.011115095016134816,0.002509860164933668,0.004661168877733955,0.0060083788555819855,0.8303118201595359,0.6022500453638178
rae bareli,7998,2.758454106280193,22.569260067415332,18.862231843781895,22839.39524819046,11996.714611608792,34,0,155,18,0.0,0.0,0.0,0.0,0.0,0.001881286735418034,0.9130434782608695,0.823960880195599
rafaela,1056,3.4394390140246496,149.08261135433338,142.81011729395132,36181.30397986891,25091.93807492306,99,4,1022,1221,6.0,1.0,0.0016999575010624734,0.0025499362515937103,0.00042498937526561835,0.005941454618179808,0.4772243507875692,0.712337523971873
rafha,5378,3.1846071044133475,193.46142105089532,191.48307497986895,48700.7292783643,31363.21859894415,19,0,1464,369,6.0,0.0,0.0,0.0032292787944025836,0.0,0.006168417327468051,0.7981700753498385,0.7857720291026677
