city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
chongming,12413,2.9950980392156863,12.96190671539917,10.42035637904639,16022.889959914524,8645.512165106964,40,2,81,81,0.00980392156862745,0.0014992641809831752,0.599009900990099,0.924812030075188,0.0,0.0,0.0,0.0
chongqing,10607,2.965593784683685,46.329867147907656,39.819241234353825,21675.048944949896,15876.962670724706,1646,49,7169,2764,0.004183385981388201,0.002918056060768764,0.7557441700960219,0.5457702696908631,81.0,4.0,0.006915393152907026,0.00034150089643985313
chongren,12141,2.7904761904761903,19.697350896743256,15.945474535458825,17515.813006783523,9399.694970000352,20,0,68,16,0.0,0.002095530861332037,0.8380952380952381,0.8195121951219512,1.0,0.0,0.009523809523809525,0.0
chongyang,11664,2.696629213483146,14.59281405665763,10.329744781678997,19912.907095297953,9956.45354764897,26,0,39,23,0.0,0.0014656638517741543,0.7303370786516854,0.7630057803468208,1.0,0.0,0.011235955056179775,0.0
chopda,7193,2.823529411764706,21.543708217494647,18.37551583256896,20135.539213612814,10067.769606806409,10,0,50,8,0.0,0.002139869013582693,0.8823529411764706,0.9083969465648855,0.0,0.0,0.0,0.0
chortoq,6084,2.721928277483833,105.9577038359127,86.64736392460586,36537.6292294735,18543.34678955911,310,0,1244,147,0.0,0.005714055021371466,0.9135802469135802,0.8207241683838681,0.0,0.0,0.0,0.0
choudwar,9482,2.7937608318890814,114.27475046772162,96.25221616518667,50493.18773788831,28510.988374335957,91,0,424,61,0.0,0.004008095018220609,0.8925476603119584,0.8363794604003482,1.0,0.0,0.0017331022530329288,0.0
chowol eup,12462,2.6515679442508713,48.87994166377071,38.235355064517506,32396.9223662482,19419.62511168748,125,1,399,47,0.0017421602787456446,0.002517038376521124,0.9144851657940664,0.7055214723926381,2.0,0.0,0.003484320557491289,0.0
christchurch,13071,2.7166447464562324,84.94565357595896,68.48533841568984,28445.425009363837,15455.541387156612,1326,49,4733,711,0.0071606020751132544,0.005496129281278227,0.8918163085075066,0.6874033718618862,21.0,3.0,0.003068829460762823,0.00043840420868040335
chuadanga,9741,2.496124031007752,45.862603893534384,33.77478581306796,30026.845471615983,15013.422735807999,34,0,92,3,0.0,0.003054773365180017,0.9767441860465116,0.7509881422924901,0.0,0.0,0.0,0.0
chuanjiang,12356,2.9792099792099793,16.56615451238478,13.535340381220829,16990.06601240757,9314.653867465977,88,0,228,164,0.0,0.0017785045744154477,0.656964656964657,0.8234064785788924,1.0,0.0,0.002079002079002079,0.0
chukai,11442,2.6425907087148186,345.8196647407439,270.5344071064416,68501.77670930472,36662.11209725428,642,5,2068,233,0.00169548999660902,0.009432617079544724,0.920516304347826,0.72497025327214,1.0,0.0,0.00033909799932180403,0.0
chulucanas,428,3.2217261904761907,411.67137475508395,375.52760822152743,112428.97415944476,57607.01206290379,59,0,348,263,0.0,0.007146202519678692,0.6056547619047619,1.0679611650485437,2.0,0.0,0.002976190476190476,0.0
chumen,12628,2.6941272430668843,65.86914691101613,50.180899849012285,35939.136190742545,20027.885639624677,292,2,725,203,0.0016313213703099511,0.0032888717309577428,0.8308823529411765,0.735571019238641,4.0,0.0,0.0032626427406199023,0.0
chumphon,10662,2.4627720504009165,190.61371848389413,131.0059920851506,53516.47812270867,29274.415364615532,273,1,522,76,0.001145475372279496,0.00651127327769941,0.911697247706422,0.60897067280046,1.0,0.0,0.001145475372279496,0.0
chuncheon si,12450,3.0494011976047903,99.30681485979423,89.44550939217993,32735.016435717804,16576.14987848453,199,1,1320,471,0.000499001996007984,0.005990945761698996,0.7583624563155267,0.9937515621094727,12.0,1.0,0.005988023952095809,0.000499001996007984
chungju si,12536,3.3121563836285888,193.30609832637586,189.52735969079612,53841.70651003924,27737.320234329338,32,2,1040,551,0.0012217470983506415,0.006969169937589316,0.65565749235474,1.0903522205206737,10.0,2.0,0.006108735491753207,0.0012217470983506415
chunian,6505,2.6508875739644973,59.65165840627088,43.94456492059601,35025.720035416096,17512.860017708073,89,0,193,53,0.0,0.003406163147878433,0.834319526627219,0.8301043219076006,2.0,1.0,0.005917159763313609,0.0029585798816568047
chun an,12342,2.8492063492063493,40.4201622673474,32.40028880160387,30141.816298318445,18606.52539871488,75,3,208,88,0.007936507936507936,0.002172364877439135,0.7546666666666667,0.6657718120805369,4.0,0.0,0.010582010582010581,0.0
churu,6690,2.8684738955823295,254.21202954631687,220.26604568119623,54303.57083873734,27151.785419368633,266,0,1457,268,0.0,0.00936262664203937,0.8649598393574297,0.9246041719024881,1.0,0.0,0.000502008032128514,0.0
