city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
kwanobuhle 1,3497,2.983125458547322,387.6614976082313,372.587352800281,135323.53370177548,67930.94869890159,53,0,1227,83,0.0,0.005706699303236724,0.9391049156272927,0.9533259830944506,0.0,0.0,0.0,0.0,0.0,0.0
kwekwe,4001,2.928977272727273,129.94578397810852,116.65587425307469,62108.98916864874,32594.623644703926,36,0,269,47,0.0,0.003986724479306037,0.8664772727272727,0.7296137339055794,0.0,0.0,0.0,0.0,0.0,0.0
kwilu ngongo,3176,2.452830188679245,54.29122372354749,37.559966098051724,32242.45282350312,16121.22641175154,49,0,99,11,0.0,0.003367685704356338,0.9308176100628931,0.7028753993610224,0.0,0.0,0.0,0.0,0.0,0.0
kyaiklat,10236,2.937282229965157,252.649506375891,198.95048237265286,121160.13775482686,60580.06887741338,61,0,122,104,0.0,0.004170505432853488,0.6376306620209059,0.9314586994727593,0.0,0.0,0.0,0.0,0.0,0.0
kyaukme,10184,2.713978494623656,227.25450739306572,175.2058944094926,64311.64740361214,32155.823701806064,213,0,558,158,0.0,0.0070672892568540155,0.8290322580645161,0.8188679245283019,1.0,0.001075268817204301,0.0,0.0,0.0,0.0
kyaukpadaung,10141,3.2224264705882355,257.1892363601638,228.8227764674987,67358.50539414116,33689.77499898033,120,0,487,480,0.0,0.007634044346332026,0.5579044117647058,1.1017964071856288,1.0,0.0009191176470588235,0.0,0.0,0.0,0.0
kyela,4525,2.7855421686746986,237.1291754303611,201.7026480166686,83742.85169237369,41871.425846186874,62,0,318,35,0.0,0.005663269655574814,0.9156626506024096,0.8460606060606061,0.0,0.0,0.0,0.0,0.0,0.0
kyiv,3517,2.818624641833811,36.471935833869814,30.43508150721304,16513.998697451043,9717.27983864111,1733,74,7044,1597,0.007067812798471824,0.0037533071435112797,0.8442670257791458,0.6988021359503536,22.0,0.002101241642788921,0.0,0.0,0.0,0.0
kyolo,3752,2.732394366197183,95.47207328338486,65.21683879217134,45291.59253685514,22645.796268427566,45,0,45,52,0.0,0.00421588502129601,0.6338028169014085,0.8853046594982079,0.0,0.0,0.0,0.0,0.0,0.0
kyonghung,12172,2.3503649635036497,48.71399352754782,30.224010582785148,28924.749349690654,14579.821979780681,52,0,70,15,0.0,0.003341192615047321,0.8905109489051095,0.6431226765799256,0.0,0.0,0.0,0.0,0.0,0.0
kyzyl,6803,3.0105726872246694,102.15082805800478,90.45073321435665,43476.52193064288,23064.81726869064,130,1,737,261,0.000881057268722467,0.004428859195718386,0.7645502645502645,0.8780380026513478,6.0,0.0052863436123348016,0.0,0.0,0.0,0.0
kyzylorda,5928,3.0689243027888446,137.92516342674202,123.03364179779895,64339.336939238885,33458.21051546927,271,3,1525,704,0.001195219123505976,0.004122311423767654,0.7163940965297168,0.9243361948492713,7.0,0.0027888446215139444,0.0,0.0,0.0,0.0
kzltepe,4642,3.172521957340025,182.5511532112451,168.57923307838945,52615.22755938888,27811.103130635358,122,0,957,511,0.0,0.0065639666414438495,0.676913425345044,1.0056550424128181,4.0,0.002509410288582183,0.0,0.0,0.0,0.0
labe,1515,3.1886612672701284,187.2264570897841,170.9032357236905,68256.99559479207,34170.53308054421,183,0,1162,747,0.0,0.005479178701967217,0.6407813244402096,1.0579537324111614,6.0,0.0028585040495474035,1.0,0.0004764173415912339,0.0,0.0
labinsk,4476,2.897202797202797,88.05489167788171,73.9537936399552,34052.621084321676,17452.97294583376,229,4,882,315,0.002797202797202797,0.00504526603869523,0.7791023842917251,0.8844397611520899,0.0,0.0,0.0,0.0,0.0,0.0
labuan bajo,12864,2.6911764705882355,569.9894057397353,449.59057404604783,169914.702169249,94097.23598312552,158,2,501,87,0.00267379679144385,0.0060574511013474575,0.8833780160857909,0.691324815063887,0.0,0.0,0.0,0.0,0.0,0.0
ladnun,6667,2.847826086956522,79.93421909308665,68.42195384326712,32799.15962930682,16399.579814653454,53,0,265,50,0.0,0.004874162630780537,0.8641304347826086,0.9261285909712722,0.0,0.0,0.0,0.0,0.0,0.0
lae,13122,2.6393728222996518,210.4262317036196,162.76872278119706,71295.20223078664,37322.68336923236,130,0,391,53,0.0,0.005638025262596428,0.9076655052264808,0.6710411198600175,0.0,0.0,0.0,0.0,0.0,0.0
laem chabang,10830,2.50517284885188,155.90270156355024,108.65588234128836,37191.9583568761,22164.06984349335,1201,7,2308,446,0.0017663386323492304,0.007034028617687206,0.8870070778564206,0.5968129505501455,1.0,0.00025233409033560434,0.0,0.0,0.0,0.0
lafayette,386,2.9428386540120792,90.76297866979804,77.21509660778332,33671.21307927054,18039.87036590609,692,14,2831,1068,0.0030198446937014668,0.005031243397476559,0.7622241453916053,0.8584262366056933,29.0,0.006255392579810181,1.0,0.00021570319240724764,1.0,0.00021570319240724764
