city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
vriddhachalam,8590,2.655430711610487,606.3905121431351,470.8800231623346,170475.4186219921,85907.85410151677,179,0,540,82,0.0,0.007058615518746018,0.8976279650436954,0.7871008140262993,0.0,0.0,0.0,0.0,0.0,0.0
vrindavan,7183,2.7044506258692627,258.2014452822488,209.18267298596652,71234.85971241565,37380.23621217878,273,2,1042,119,0.0013908205841446453,0.006907432147208441,0.9157381615598886,0.788280432507848,2.0,0.0013908205841446453,0.0,0.0,0.0,0.0
vung tau,11907,2.7181667847862037,137.8465917284152,107.69163213935012,37688.62407447212,21225.634476716965,926,10,2647,634,0.0023623907394283014,0.006494344933699074,0.8460809850816955,0.7329700272479565,13.0,0.003071107961256792,3.0,0.0007087172218284905,0.0,0.0
vuyyuru,8702,2.481818181818182,173.24282182751242,122.84491002314518,73701.33215899255,41208.407751338076,64,0,142,14,0.0,0.004204064929489712,0.9363636363636364,0.6344827586206897,0.0,0.0,0.0,0.0,0.0,0.0
vwawa,4452,2.7194444444444446,313.01652098411904,254.7606684676302,133478.45427538134,66739.22713769074,67,0,260,33,0.0,0.0046901430299504335,0.9083333333333333,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
wa,1738,3.0117792932424057,219.81008370654624,207.27286876482137,59935.58649788618,30322.3495713061,92,0,1318,203,0.0,0.0072491111940267165,0.8741475511469312,0.944427196522819,0.0,0.0,0.0,0.0,0.0,0.0
wabrzych,3004,2.744585511575803,96.67791217426331,80.8657667178304,31807.221768054445,18117.10623154874,219,23,984,107,0.01717699775952203,0.005336277821560181,0.9141337386018237,0.6497906357061287,6.0,0.004480955937266617,0.0,0.0,0.0,0.0
waco,309,3.236877523553163,85.26844950205482,79.41556804229062,33865.56216955746,19215.412323205088,306,13,2479,1639,0.0029161058770749214,0.004437502982909306,0.6265466816647919,0.9233539673607203,21.0,0.004710632570659489,0.0,0.0,0.0,0.0
wadi,7753,2.9447852760736195,259.79604838633065,235.09151617781453,57293.62345563334,28646.811727816632,62,0,503,86,0.0,0.009068934122747887,0.8665644171779141,0.970746728252502,1.0,0.0015337423312883436,0.0,0.0,0.0,0.0
wadi ad dawasir,5619,2.943127962085308,216.40202249502266,194.86438044575502,63265.53600461017,36149.725046139014,168,1,1282,233,0.0005924170616113745,0.00598627021972704,0.8595139300533492,0.7948946274859009,4.0,0.002369668246445498,0.0,0.0,0.0,0.0
wadi khaw,4450,3.1166666666666667,30.977664438106206,29.68692841985178,19390.321911126503,13276.665572087219,5,1,89,25,0.008333333333333333,0.0023332412999265014,0.7899159663865546,0.5278969957081545,0.0,0.0,0.0,0.0,0.0,0.0
wad madani,4464,3.1964761904761905,493.2771235834109,486.7000952689654,113879.52438516312,58935.841451581444,140,0,8018,2341,0.0,0.008369730734881613,0.776952380952381,1.047725648964039,1.0,9.523809523809524e-05,0.0,0.0,0.0,0.0
wafangdian,11516,2.765,7.052631890472512,5.712631831282735,8263.176483417743,4628.120943904606,38,7,120,34,0.035,0.001523865079576425,0.8186528497409327,0.7611548556430446,1.0,0.005,0.0,0.0,0.0,0.0
wah cantonment,6302,2.660956459671663,363.2647216073982,273.2264099884339,89213.55426711745,48549.11909560112,1389,1,3346,860,0.00017844396859386153,0.007482416331634583,0.845082991254685,0.7352914918310866,6.0,0.0010706638115631692,1.0,0.00017844396859386153,1.0,0.00017844396859386153
waidhan,8520,2.6700723712217966,364.9262624807697,284.76366076085606,110439.34821249008,58086.44635025976,516,3,1577,246,0.001277139208173691,0.006282468379633243,0.8921568627450981,0.7712822701088116,7.0,0.002979991485738612,0.0,0.0,0.0,0.0
waingapu,12870,2.745874587458746,203.7589384374267,169.23872224450733,79673.44105789618,40477.15538284516,154,0,678,77,0.0,0.00503392435832541,0.9152915291529153,0.8124655267512411,0.0,0.0,0.0,0.0,0.0,0.0
waku kungo,3197,3.0102639296187683,224.4625367719294,208.99371092401051,85902.66558278278,43911.298996043275,47,0,534,101,0.0,0.005111726182187302,0.8519061583577713,0.9396615158204562,0.0,0.0,0.0,0.0,0.0,0.0
walewale,1875,2.964625850340136,462.2336095815184,419.46913957941877,133397.2413320962,66698.62066604794,68,0,558,108,0.0,0.0069301824380427176,0.8517006802721089,0.9733788395904437,1.0,0.0013605442176870747,0.0,0.0,0.0,0.0
waliso,5007,3.0399022801302933,550.6533308039116,505.3634395895834,130046.41422482606,65445.6075427637,101,0,879,245,0.0,0.008413908151805326,0.7980456026058632,0.982048143614851,3.0,0.0024429967426710096,0.0,0.0,0.0,0.0
wanaparthy,8042,2.7936507936507935,168.18336387535183,138.81801462727452,45268.20263069272,22831.80597627152,66,0,259,52,0.0,0.007366187503964437,0.8597883597883598,0.8868175765645806,1.0,0.0026455026455026454,0.0,0.0,0.0,0.0
