city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
ilebo,3430,3.015625,260.10401235982414,231.24872348865617,92716.72826658528,46358.364133292685,71,0,417,152,0.0,0.005610724563359389,0.7625,1.0047058823529411,0.0,0.0,0.0,0.0
ilero,2147,2.7,30.685789390287194,25.315776246986935,37153.28976401263,18656.043211336582,7,0,31,2,0.0,0.001644817662709989,0.95,0.7866666666666666,0.0,0.0,0.0,0.0
ilesa,2260,2.6185436071126165,159.4859660279714,124.3747457339218,44060.861705328316,22329.843167914107,1040,0,3408,274,0.0,0.007142278825188427,0.9415749364944962,0.7891559885629567,2.0,0.0004233700254022015,0.0,0.0
ile oluji,2281,2.6569767441860463,178.73064871074362,141.32190828291357,60707.10209405603,30401.353182504656,108,0,369,39,0.0,0.005879035963885956,0.9244186046511628,0.7721518987341772,0.0,0.0,0.0,0.0
ilheus,1414,2.843026248069995,235.98897071977336,196.02995303227698,63218.25521449175,33280.58993683735,329,0,1263,349,0.0,0.007090889048771451,0.8193515182707154,0.8294254058232414,2.0,0.001029336078229542,0.0,0.0
iligan,12998,2.6698641087130297,274.83162043073077,213.53823745697068,75991.30147258953,38237.25667475078,558,0,1654,290,0.0,0.007187534994167361,0.8840927258193445,0.8101620324064813,0.0,0.0,0.0,0.0
ilishan,2182,2.8583690987124464,154.53159249288183,134.8558961668926,53537.77463976391,29201.966130996978,89,0,531,79,0.0,0.0052918215095404605,0.8869814020028612,0.8377602297200287,0.0,0.0,0.0,0.0
iloilo city,12932,2.6162990771155954,510.4055362653592,388.97165222662755,114691.73835343789,59810.20957812231,1521,5,4277,586,0.000782105427811669,0.008533752679777568,0.9076393237319975,0.755461592670895,4.0,0.0006256843422493353,0.0,0.0
ilorin,2240,2.7760854092526692,178.07693401126022,152.76592780339638,49130.32940595737,25498.060817624737,1997,1,11204,847,7.117437722419929e-05,0.00698394028020241,0.9396398320165136,0.8348698964154772,1.0,7.117437722419929e-05,0.0,0.0
iltifatganj,8272,2.52,16.295678694602763,10.429234364545769,41262.8492457779,21101.140717075818,9,0,11,4,0.0,0.0007722652966062494,0.8,0.7555555555555555,1.0,0.04,0.0,0.0
imabari,12830,3.005401596993894,142.97793518348365,127.33027952460546,40544.78906255466,20932.331890291116,466,4,2844,932,0.0009394081728511038,0.006830482907152835,0.7780912082745651,0.9526049629542515,9.0,0.0021136683889149835,3.0,0.0007045561296383278
imperatriz,1202,3.1831887649731514,191.722230966155,174.5377104706343,49573.56558857026,27486.782641442627,434,2,2650,1755,0.0004130524576621231,0.006975069926048376,0.6371900826446281,0.9239276485788114,1.0,0.00020652622883106156,0.0,0.0
impfondo,3348,3.1248266296809986,216.36842400508337,195.36178089779372,68236.82230377947,34320.14604821136,70,2,417,232,0.0027739251040221915,0.006304414430554548,0.6773296244784422,1.041172365666434,0.0,0.0,0.0,0.0
imphal,10084,2.7829912023460412,28.403904571928198,24.08917654604585,22782.43369241693,11423.66027745641,259,1,1296,149,0.0005865102639296188,0.002486410124431029,0.9125586854460094,0.8692330296796944,0.0,0.0,0.0,0.0
indaiatuba,1293,3.259511641113004,158.52317784971896,147.76592642834393,41729.04019134427,26388.608015635273,239,12,1880,1381,0.0034071550255536627,0.00600725804694942,0.6037037037037037,0.7605131860299359,7.0,0.0019875070982396364,3.0,0.0008517887563884157
indapur,7321,2.5864661654135337,132.62982391458965,101.71610555855749,65821.97975429063,32910.98987714527,31,1,93,8,0.007518796992481203,0.004029955477173088,0.9393939393939394,0.7799227799227799,0.0,0.0,0.0,0.0
indi,7546,2.6910994764397906,153.96720265501287,124.94720634307326,73000.55040592204,36500.27520296102,36,0,142,13,0.0,0.004218247720020548,0.9319371727748691,0.8541114058355438,0.0,0.0,0.0,0.0
indio,56,2.757063326374391,69.30711746108356,54.206172104740304,24700.418772382356,13633.435602366812,3131,77,8445,2588,0.005358385525400139,0.005083613513313666,0.809906947456797,0.7480843917287708,127.0,0.00883785664578984,2.0,0.00013917884481558804
indramayu,12178,2.691151919866444,181.3263195396987,144.7482500721746,54677.977419235576,28270.361057621525,725,1,2528,339,0.0002782415136338342,0.006414007913450902,0.9053715558029501,0.7749617044979807,1.0,0.0002782415136338342,0.0,0.0
inegol,3618,3.0600661745991347,232.25640204654545,220.72929632013253,52485.12191162918,28737.65424158199,195,1,3120,599,0.00025451768897938407,0.008081954083450615,0.8439409368635438,0.9210291682588205,14.0,0.003563247645711377,0.0,0.0
