city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
namibe,2985,3.2828322784810124,441.8546640271497,429.96933287452066,125614.99684539037,66045.47520696853,68,1,1609,848,2.0,0.00039556962025316455,0.0007911392405063291,0.006690157995570438,0.6636327661258409,1.040205981382452,0.0,0.0,0.0,0.0,0.0,0.0
nampa,166,2.7040910489080283,84.54936731588558,64.73189026429998,29268.4178396125,15068.255476343815,762,3,1931,546,8.0,0.0009227929867733005,0.002460781298062135,0.0056110919707077316,0.8291256157635468,0.7974118009551687,1.0,0.00030759766225776686,0.0,0.0,0.0,0.0
nampo,12121,2.512849162011173,103.29041322198572,74.43834248958747,40033.39599198453,20551.8936367411,250,0,581,64,0.0,0.0,0.0,0.005025834360943316,0.9284916201117318,0.7277310924369748,0.0,0.0,0.0,0.0,0.0,0.0
nampula,5145,2.7594367884961053,129.98602478545305,103.58383041620884,40570.79291815376,20831.442106361326,678,2,2103,555,0.0,0.0005991611743559018,0.0,0.006239895640530764,0.8336330935251799,0.7991600419979001,0.0,0.0,0.0,0.0,0.0,0.0
nam inh,11236,2.7266483516483517,160.19303663615307,127.31825686494253,55253.61817471574,29383.334821947527,747,3,2405,468,17.0,0.0008241758241758242,0.00467032967032967,0.005451833075002052,0.8666483365411053,0.7833264548080892,0.0,0.0,0.0,0.0,0.0,0.0
nanaimo,173,2.683575736076623,92.73130576555407,70.06657725456905,28830.076086533983,15854.96026895622,689,9,1635,477,9.0,0.0031926214969847464,0.0031926214969847464,0.0058487252060240484,0.8270462633451957,0.6963490650044524,0.0,0.0,0.0,0.0,0.0,0.0
nanba,10643,2.616822429906542,83.30750548145642,63.06456022428009,61268.37566291742,30634.18783145872,26,0,70,11,0.0,0.0,0.0,0.0027194292187471235,0.897196261682243,0.8038277511961722,0.0,0.0,0.0,0.0,0.0,0.0
nanbu,10427,2.8652694610778444,56.807534081544844,46.092340527241475,30021.80684956544,18527.16205251987,63,0,192,77,2.0,0.0,0.005988023952095809,0.003066175700331745,0.7634730538922155,0.6787330316742082,0.0,0.0,0.0,0.0,0.0,0.0
nancha,11188,2.6,34.128632746180216,24.269249952839267,18709.1723727844,9354.586186392191,65,0,120,40,0.0,0.0,0.0,0.003648331638210359,0.8222222222222222,0.8044943820224719,0.0,0.0,0.0,0.0,0.0,0.0
nanchang,12010,3.1319249519869996,35.00454698386581,31.15192658159368,21000.871775443717,15084.365100703108,745,19,3742,2155,88.0,0.0028069138720638203,0.013000443196927168,0.002320584708085207,0.6647407407407407,0.6104483141904409,13.0,0.001920520017727877,3.0,4.0,0.00044319692716797166,0.0005909292362239622
nanchang,12040,3.078459343794579,24.991710000677834,22.28219507906369,20051.94839052626,13296.869752251983,76,6,418,190,10.0,0.008559201141226819,0.014265335235378032,0.0018795182976388252,0.7107913669064748,0.6404332129963899,1.0,0.0014265335235378032,0.0,0.0,0.0,0.0
nancheng,12238,2.8095238095238093,21.071723067077215,15.853963069515238,28022.79945590929,14238.655351328463,26,0,48,30,1.0,0.0,0.009523809523809525,0.001479895576313056,0.7047619047619048,0.8878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
nanchong,10471,3.116751269035533,68.75911756973439,61.27434053027656,31833.555331864936,21488.824276454434,193,7,988,571,13.0,0.003948110547095319,0.007332205301748449,0.0031997617312676616,0.6687429218573047,0.7374539268500142,1.0,0.0005640157924421884,0.0,0.0,0.0,0.0
nanchuan,10716,2.8805970149253732,63.23428955636287,52.852540524721206,47086.17866752899,27073.490015527514,55,1,211,65,3.0,0.0029850746268656717,0.008955223880597015,0.002335653420378975,0.7964071856287425,0.8114630467571644,0.0,0.0,0.0,0.0,0.0,0.0
nancy,2268,2.7717867091126145,126.73659232976955,107.54706850108778,27134.1402351629,16906.002795013494,761,196,3528,512,28.0,0.03899721448467967,0.005571030640668524,0.007496543912032898,0.887991718426501,0.6070429829104091,1.0,0.00019896538002387584,0.0,0.0,0.0,0.0
nanded waghala,7697,2.7161676646706585,514.6737706877667,407.62984472835495,88023.7900714254,46778.03112329612,2084,0,6612,1324,0.0,0.0,0.0,0.011002467575670407,0.8678642714570858,0.7983528824557026,0.0,0.0,0.0,0.0,0.0,0.0
nandurbar,6990,2.8066383635661905,725.5180272595105,621.352567537188,137352.44078281012,73358.13438897167,372,2,1973,243,1.0,0.0007719027402547279,0.00038595137012736397,0.009890082855877285,0.9057551178061027,0.8105548037889039,0.0,0.0,0.0,0.0,0.0,0.0
nandyal,8191,2.7267441860465116,139.419829861356,110.3740319735735,43209.1020182123,22026.025395677883,215,0,669,148,0.0,0.0,0.0,0.0063297770413319335,0.8565891472868217,0.8542982030111704,0.0,0.0,0.0,0.0,0.0,0.0
nanfeng,12246,3.006622516556291,32.5026980722839,28.197704950127093,27199.225078841708,14735.063300625612,20,0,90,41,0.0,0.0,0.0,0.002205806477322966,0.7284768211920529,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
nanjanagudu,7915,2.818421052631579,212.17031766398367,174.76134060217603,66046.5858454633,33122.501809070985,67,2,244,67,0.0,0.005263157894736842,0.0,0.006405624758872483,0.8227513227513228,0.9134487350199734,0.0,0.0,0.0,0.0,0.0,0.0
