city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
limbdi,6608,2.7184466019417477,79.92674199771206,60.5270473380732,57519.60656951153,33274.49828597744,25,0,57,21,0.0,0.002402041987554019,0.7961165048543689,0.8059701492537313,0.0,0.0,0.0,0.0,0.0,0.0
limbe,2808,2.7640918580375784,197.28264538252978,162.27424275723743,62658.12839314086,31425.464363698324,170,2,671,114,0.0020876826722338203,0.006277795710488348,0.8797071129707112,0.8379653906659675,1.0,0.0010438413361169101,0.0,0.0,0.0,0.0
limbe,4562,2.5330697340043136,211.33916906929863,156.33932780180325,79570.47764813309,40143.8439424277,724,0,1909,149,0.0,0.005264547395421095,0.9464414090582315,0.7265695268933261,0.0,0.0,0.0,0.0,0.0,0.0
limboto,12991,2.5422314911366004,512.8887925490276,369.02321883089576,116018.97145300319,59992.628805272776,269,0,591,99,0.0,0.008549196839061494,0.8967674661105318,0.6806063774176686,0.0,0.0,0.0,0.0,0.0,0.0
limeira,1282,3.1139903916144998,221.17354142801523,204.30137143117727,53629.66781265491,31788.458962848763,524,12,4507,1809,0.0017469791818314165,0.006957667928681325,0.7337027854746974,0.7762783572835363,17.0,0.0024748871742611735,0.0,0.0,0.0,0.0
limoges,2010,2.8056277056277055,149.42641530671466,126.94776625083442,32816.350377429124,19493.88034422976,695,57,3349,492,0.012337662337662338,0.007665298681847365,0.886259040105194,0.6458721631400066,25.0,0.005411255411255411,1.0,1.0,0.00021645021645021645,0.00021645021645021645
lin,10389,2.7,12.205326493929297,9.459128032795205,18616.44519311382,9447.291307161393,9,0,25,6,0.0,0.0012919392550833286,0.85,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
linares,213,3.1707449700924415,275.41351369639017,252.0505402670063,68732.2697120072,38893.16556247137,156,3,1054,623,0.0016313213703099511,0.007081283040692913,0.659041394335512,0.8707390237251159,3.0,0.0016313213703099511,0.0,0.0,0.0,0.0
linares,948,2.832157968970381,422.87908129778253,342.95553137690405,76124.47702071627,43883.51599624954,402,2,1276,445,0.0009402914903620122,0.009636399265134623,0.7896470588235294,0.7458186101295642,2.0,0.0009402914903620122,0.0,0.0,0.0,0.0
lincang,10314,2.9101941747572817,29.536919943794636,24.59020276874165,17799.350004361335,10430.087780902653,69,2,241,97,0.0048543689320388345,0.002831895623915681,0.7560975609756098,0.7386503067484662,3.0,0.007281553398058253,0.0,0.0,0.0,0.0
lincoln,1915,2.2911534154535276,250.10990452799254,157.90813457209651,39791.66865401225,20904.27102026253,1646,19,2664,126,0.00425531914893617,0.011964536064690357,0.9694107062528116,0.573084280409587,10.0,0.0022396416573348264,0.0,0.0,0.0,0.0
lincoln,409,3.050488599348534,88.01744814152734,76.38691237733202,29829.153638342395,16992.73746354035,1217,40,5104,2764,0.004343105320304018,0.005179709763090129,0.6893129770992367,0.8324515953095173,80.0,0.008686210640608035,5.0,0.0,0.0005428881650380022,0.0
lindum,13078,2.7409706546275396,104.23601920547016,84.88294340490602,30665.301196681838,16425.482376780816,329,5,1235,202,0.0028216704288939053,0.006345994401529357,0.8851160158460668,0.7095494474355342,1.0,0.000564334085778781,0.0,0.0,0.0,0.0
linfen,10614,2.9533898305084745,11.67098623687439,9.692852976387206,10907.226190887053,7994.528742635855,80,4,252,130,0.00847457627118644,0.0014598716963304555,0.7094017094017094,0.5198711063372717,6.0,0.012711864406779662,0.0,0.0,0.0,0.0
lingao,11843,2.774834437086093,25.620040510515082,19.002943954819134,21512.353456085402,11166.981267608557,39,0,69,42,0.0,0.0022942673491205463,0.7152317880794702,0.8720538720538721,1.0,0.006622516556291391,0.0,0.0,0.0,0.0
lingasugur,7703,2.6448598130841123,342.49753204676796,260.8742884281457,102573.39513360316,51286.69756680156,102,0,276,49,0.0,0.006678096822293163,0.883177570093458,0.8072855464159812,0.0,0.0,1.0,0.0,0.002336448598130841,0.0
lingayen,12770,2.6234718826405867,218.21901910513853,163.53087862035443,99300.97440468994,50541.87614801949,205,0,511,102,0.0,0.004317588418483938,0.8753056234718827,0.7529123237277744,0.0,0.0,0.0,0.0,0.0,0.0
lingbao,10691,3.0217391304347827,13.805239949731792,11.354309668801147,10940.841932002912,7346.726791106042,49,1,124,99,0.0036231884057971015,0.0018791007672211842,0.6290909090909091,0.5853211009174312,3.0,0.010869565217391304,0.0,0.0,0.0,0.0
lingbi,11731,3.1106382978723404,17.57613651818561,14.73403784715985,11391.764363970044,8232.672068087279,38,2,96,94,0.00851063829787234,0.002134924891071135,0.575107296137339,0.6377440347071583,5.0,0.02127659574468085,0.0,0.0,0.0,0.0
linghai,11198,3.037037037037037,6.216361887912254,5.065183760521095,8784.854562744036,5513.217913224851,15,0,34,31,0.0,0.0011275378528029399,0.6049382716049383,0.910828025477707,1.0,0.012345679012345678,0.0,0.0,0.0,0.0
