city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
fakfak,13037,2.720720720720721,186.04384441323543,159.2267136870033,73672.3911046877,39323.86196212042,32,8,172,10,0.036036036036036036,0.004731067477361362,0.9532710280373832,0.7257683215130024,0.0,0.0,0.0,0.0
falakata,9606,2.3333333333333335,17.74365366987316,11.374136967867411,28437.29695136509,14218.648475682543,14,0,23,2,0.0,0.0012479142233679428,0.9487179487179487,0.684931506849315,0.0,0.0,0.0,0.0
fallujah,5271,3.0648602517601877,293.6543946690458,283.00339251548536,70780.68521977449,37791.01233378065,170,2,3878,628,0.0004267121826328142,0.007770482359017248,0.864034151547492,0.9567538707955152,9.0,0.0019202048218476637,0.0,0.0
fall river,1016,2.869263210121558,89.95202887448063,74.33148305157404,28752.993132600433,16548.074218928203,700,6,2459,854,0.0014884644008930786,0.005435800425138938,0.7848447204968944,0.7858297078931014,11.0,0.0027288514016373107,1.0,0.00024807740014884643
fanchang,12104,2.9942528735632186,25.31438803300976,21.386293338232385,21064.42496797236,13590.260827623297,27,0,96,50,0.0,0.0018626859597540787,0.7068965517241379,0.6997084548104956,0.0,0.0,1.0,0.005747126436781609
fancheng,11113,3.07970625111947,61.55499181957126,55.149215311032684,25007.30333585898,15897.659015176552,581,3,3422,1549,0.0005373455131649651,0.0038719532077526866,0.7173835125448028,0.7429852084267144,23.0,0.0041196489342647325,5.0,0.0008955758552749418
fangcheng,11107,3.146788990825688,22.894722936174738,20.059137985364107,23036.081256882564,14298.898579657933,27,2,103,84,0.009174311926605505,0.0016011529005979174,0.6018518518518519,0.775175644028103,2.0,0.009174311926605505,0.0,0.0
fangcheng,11486,2.6799065420560746,112.0821873469913,83.79976624074116,35485.57142557865,19805.814840786712,216,0,483,156,0.0,0.0056590545881594866,0.8165887850467289,0.7744581136496778,1.0,0.0011682242990654205,0.0,0.0
fangxian,10929,2.778688524590164,17.551358668144218,13.52317799020948,20307.91693967031,10754.62336503371,28,4,58,31,0.03278688524590164,0.0016319826434097724,0.7288135593220338,0.8181818181818182,1.0,0.00819672131147541,0.0,0.0
fangzheng,11374,3.1510791366906474,19.25868065305876,17.457509081189954,15997.346811095058,8607.204001135666,13,0,79,47,0.0,0.0022375071684739554,0.6618705035971223,0.945054945054945,0.0,0.0,0.0,0.0
fanjiatun,11281,2.8543046357615895,13.675258699425802,10.958319884970345,17163.629362612617,10965.012248658102,30,0,83,38,0.0,0.0012471722228216736,0.7483443708609272,0.7609427609427609,0.0,0.0,0.0,0.0
fanshi,10493,3.00990099009901,20.155745151473763,17.361879486913043,21058.6461020777,10643.824346912286,14,0,58,29,0.0,0.001893656311353995,0.7128712871287128,0.8934010152284264,0.0,0.0,0.0,0.0
farafenni,1480,3.1794392523364485,319.9919686595041,302.0484937814011,87787.16010715955,43929.335417853516,30,0,353,149,0.0,0.00728424333342987,0.7158878504672898,1.0272300469483568,2.0,0.003738317757009346,1.0,0.001869158878504673
farah,5973,2.9039370078740157,163.298180734681,140.92504416158297,69402.30748514044,36623.50635524105,87,0,437,110,0.0,0.004458835239605943,0.8251968503937008,0.8300395256916996,0.0,0.0,1.0,0.0015748031496062992
faranah,1527,2.7477477477477477,168.37373457782252,130.95734911608417,58864.78083382235,29624.579428021992,148,0,394,120,0.0,0.005683582276228273,0.8138138138138138,0.8093443858327054,4.0,0.006006006006006006,0.0,0.0
fargo,510,3.157951676884241,51.62113494097158,46.808995243084404,23385.039004010563,13397.657885386441,517,37,3083,1873,0.0066714749368914535,0.0038529969478678493,0.6534761299691414,0.8872241895941161,34.0,0.006130544536602957,2.0,0.0003606202668589975
faridkot,6580,2.761252446183953,97.86908646610105,79.29119725433628,35752.94879394959,18337.394222376606,194,0,684,144,0.0,0.00533713161637078,0.8590998043052838,0.8141245708680726,0.0,0.0,0.0,0.0
faridpur,7486,2.4782608695652173,51.638280600833596,35.17390127882868,51243.163935578865,25621.58196778942,22,0,39,8,0.0,0.0020154212439244183,0.8840579710144928,0.7218045112781954,0.0,0.0,0.0,0.0
faridpur,9865,2.5929203539823007,9.627143993803593,7.284254968762895,10907.43372048359,5579.087173561753,55,2,149,20,0.008849557522123894,0.0017255769078900255,0.9107142857142857,0.7133182844243793,0.0,0.0,0.0,0.0
faris,4283,2.9360031409501373,323.05333043412975,291.09045675160104,76199.34677254366,38313.99181084747,252,3,1949,342,0.001177856301531213,0.008431732512472555,0.8651729559748428,0.9462915601023018,1.0,0.00039261876717707107,0.0,0.0
