city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
khagaria,9199,2.6923076923076925,11.907434389599626,9.46488374557919,18585.615158604192,9292.807579302105,8,0,27,4,0.0,0.001281360265773832,0.8974358974358975,0.8767123287671232,0.0,0.0
khagrachhari,10042,2.5454545454545454,5.427609299262865,3.9473522176457196,16302.102818667357,8151.051409333679,3,0,7,1,0.0,0.0006658784280329491,0.9090909090909091,0.9411764705882353,0.0,0.0
khairpur,6225,2.7119741100323624,284.3281519631911,224.05794499364737,85025.38060445053,42677.84677204899,262,0,807,166,0.0,0.006662195341809188,0.8648867313915858,0.8431293068504256,1.0,0.0008090614886731392
khairthal,6986,2.8840579710144927,35.68179950287096,31.02765174162692,34243.550973824975,17121.77548691249,9,0,50,10,0.0,0.0020840011323676882,0.855072463768116,0.9473684210526315,0.0,0.0
khalilabad,8357,2.6929133858267718,42.91565402518,33.11601649187118,45309.172914955205,28536.00720652362,29,0,79,19,0.0,0.001503912362881975,0.8503937007874016,0.6305220883534136,0.0,0.0
khambhaliya,6433,2.8208955223880596,33.93917663742218,27.860518135197314,30228.96205717518,15291.247911277422,12,0,43,12,0.0,0.00221951647336721,0.8208955223880597,0.8604651162790697,0.0,0.0
khambhat,6687,2.6206896551724137,21.56383772537458,16.730563752445796,25729.44174452176,12864.720872260887,13,0,41,4,0.0,0.0016761994247283566,0.9310344827586207,0.8558558558558559,0.0,0.0
khamgaon,7469,2.7724358974358974,45.345313397975524,37.49708607909515,26688.08957009715,14760.808597372124,54,2,217,39,0.00641025641025641,0.00307200741062711,0.8741935483870967,0.8520325203252033,0.0,0.0
khamis mushait,5479,2.934437086092715,118.52207253597915,106.70911100176401,46451.459085092465,30657.59254247231,301,6,2308,400,0.001986754966887417,0.00386599412109028,0.8656270736562708,0.7041341524157396,5.0,0.0016556291390728477
khammam,8479,2.8155255878284926,456.82255850715586,377.84217149001273,92161.70134351378,47918.490416719906,1000,3,3847,932,0.0005186721991701245,0.00953332533087811,0.8384362567029926,0.8484900925845807,2.0,0.00034578146611341634
khanabad,6086,2.3778280542986425,120.37256100248179,78.9774721509496,56024.340924652344,28026.45966572719,152,0,261,29,0.0,0.004294961348603091,0.9343891402714932,0.6564277588168373,0.0,0.0
khandwa,7352,2.610103626943005,138.20887962712115,103.1195785818935,45904.63784237256,22952.31892118636,196,0,485,91,0.0,0.006021564971352245,0.8821243523316062,0.8024691358024691,0.0,0.0
khanewal,6359,2.957924836601307,259.48205647263626,225.4568358322293,68267.34517255437,35974.650820026065,321,3,1585,536,0.0012254901960784314,0.0072129138312077784,0.7795501022494887,0.9107471852610031,3.0,0.0012254901960784314
khanke mod,6497,2.338582677165354,63.01403534541395,40.19005403920102,49362.454923319994,29074.935903291487,46,0,75,4,0.0,0.0021672974810678885,0.952755905511811,0.5060240963855421,2.0,0.015748031496062992
khanna,6705,2.5903814262023217,124.90149338642343,93.83147015596984,40233.279199175646,21718.56660288424,300,0,800,106,0.0,0.0057509086888743585,0.912106135986733,0.7233070211882011,0.0,0.0
khanpur,6332,2.824766355140187,90.69928298968745,76.50103074597469,37789.004362518666,19299.83303865597,67,0,304,55,0.0,0.004699485369019736,0.866822429906542,0.8918918918918919,2.0,0.004672897196261682
kharadpada,6831,2.5517241379310347,25.682311219308158,19.483132649130326,54274.394647080255,27137.197323540127,7,0,21,1,0.0,0.0009463877537946806,0.9655172413793104,0.7169811320754716,0.0,0.0
kharagpur,9598,2.7584415584415583,20.91061525318554,16.239672625201237,16283.95555109915,8174.091483756122,86,0,220,79,0.0,0.0025581577224502495,0.7948051948051948,0.8705882352941177,0.0,0.0
khargone,7211,2.6666666666666665,18.07053832858701,14.36376123554352,17542.93467439581,8771.4673371979,16,0,56,6,0.0,0.00206014998789926,0.9230769230769231,0.8675496688741722,0.0,0.0
kharian,6424,2.7136150234741785,106.42855374062167,83.11087373485165,53289.5017046678,29638.184505296915,140,0,403,95,0.0,0.003590926891004435,0.8497652582159625,0.7604084838963079,1.0,0.001564945226917058
