city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
sapele,2360,2.633840644583706,73.70050870417786,57.27129951228862,30687.97812285788,15739.189465771213,249,0,779,89,0.0,0.0046826114435217885,0.9203222918531782,0.7761327949753253,0.0,0.0,0.0,0.0,0.0,0.0
sapiranga,1224,3.0794392523364484,183.2689733119576,167.2543480739501,52379.46313576616,28284.478462338546,187,0,1414,535,0.0,0.006479489220774729,0.7481308411214953,0.912514619883041,3.0,1.0,0.0014018691588785046,0.00046728971962616824,0.0,0.0
sapucaia do sul,1217,3.0416666666666665,152.57408950276314,135.87672428609528,41089.777140370235,23675.539577030442,436,6,2521,1001,0.0015060240963855422,0.006444376442038416,0.7433383609854198,0.8313419695635769,17.0,3.0,0.00426706827309237,0.0007530120481927711,0.0,0.0
saqqez,5427,2.9650234741784036,465.19593974868604,417.8027383752284,74840.99338665986,40973.293526799185,434,2,3118,693,0.00046948356807511736,0.011353637935998917,0.8341944574917802,0.8840324286217836,12.0,0.0,0.0028169014084507044,0.0,1.0,0.00023474178403755868
saraburi,10768,2.455852156057495,237.93598788907704,164.32403270368155,72627.71530136585,42981.33955930869,452,1,899,108,0.0006844626967830253,0.005535797402515949,0.9253424657534246,0.6250428816466552,1.0,0.0,0.0006844626967830253,0.0,0.0,0.0
sarai alamgir,6408,2.515748031496063,76.87415802910121,55.38571228080914,41418.17321179038,22621.76937877357,71,0,164,19,0.0,0.003398238075100954,0.9251968503937008,0.6660039761431411,0.0,0.0,0.0,0.0,0.0,0.0
sarajevo,3196,2.4543116490166415,154.2088577911873,107.05967449376075,41353.054267359505,22308.366386648464,2021,36,4096,443,0.005446293494704993,0.006912601986108727,0.9304837237602677,0.6226127976869816,14.0,0.0,0.002118003025718608,0.0,0.0,0.0
sarakhs,5939,2.849658314350797,275.44889948654895,225.8806465037759,57521.634153080486,35370.927767264475,158,2,537,176,0.002277904328018223,0.0077874377878624605,0.79337899543379,0.6348025186033199,5.0,0.0,0.0056947608200455585,0.0,0.0,0.0
saransk,4400,2.8234842670759783,33.40610009617627,27.406846510216756,18650.38568791395,10011.19991553097,234,8,819,238,0.0061396776669224865,0.0033368727403346923,0.8131274131274131,0.7589941972920696,4.0,0.0,0.0030698388334612432,0.0,0.0,0.0
sarapul,4877,2.828358208955224,54.59435068947059,42.54634366098401,24688.21655618742,12648.401474045058,207,1,477,252,0.0010660980810234541,0.004316304380557498,0.7299893276414088,0.8512573568753344,1.0,0.0,0.0010660980810234541,0.0,0.0,0.0
saratov,4554,2.753865073787772,54.44449354930077,42.60291185323008,21005.479351202233,11187.55401748518,1238,7,3375,1063,0.001229796205200281,0.004866523412017384,0.8114335971855761,0.7792344918609767,8.0,1.0,0.0014054813773717498,0.00017568517217146873,0.0,0.0
saravan,6010,2.834493426140758,794.1720100844719,659.0460686934558,164511.82715939975,92277.0834144625,220,3,846,219,0.002320185614849188,0.008606383954697056,0.8263565891472868,0.7572815533980582,5.0,0.0,0.0038669760247486465,0.0,0.0,0.0
saravena,706,3.697674418604651,862.5073078131072,841.5160537019175,139771.15926030895,84184.0517849074,45,0,518,1199,0.0,0.010245495310879519,0.3044889129259059,0.983482263742215,80.0,7.0,0.04326663061114116,0.0037858301784748512,0.0,0.0
sardarshahar,6643,3.072079536039768,247.60836819699844,233.2483137033863,63008.3902371503,31504.195118575135,70,0,911,225,0.0,0.00785953639713863,0.8127589063794531,1.0236612702366128,1.0,0.0,0.0008285004142502071,0.0,0.0,0.0
sardasht,5368,2.825296442687747,636.5631839521632,549.5075074116697,100239.62067973154,53691.692168022004,173,4,965,117,0.0031620553359683794,0.011855897220749005,0.9024583663758922,0.7838696861342869,6.0,0.0,0.0047430830039525695,0.0,0.0,0.0
sardhana,7048,2.823529411764706,37.39166593584115,31.34301409327861,35497.24137580913,17748.62068790456,11,0,47,10,0.0,0.0021067364384728246,0.8529411764705882,0.9541984732824428,0.0,0.0,0.0,0.0,0.0,0.0
sargodha,6353,2.8625358394393117,349.39502905987007,292.85069176696976,90418.29260527238,46126.36332342794,1016,1,4096,1160,0.00015928639694170118,0.007574736092025915,0.8144017842918592,0.8968045262570723,5.0,0.0,0.0007964319847085059,0.0,0.0,0.0
sarh,3352,3.422369042000944,181.15802661169624,177.22538422182458,57520.582578675276,28935.21043527463,46,0,1091,978,0.0,0.00626081593624245,0.5365738555922605,1.1778880226789512,3.0,1.0,0.001415762151958471,0.00047192071731949034,0.0,0.0
sari,5810,2.383478844862324,261.7876534977198,170.21764933604817,43437.4990373657,24571.703103223885,3125,6,5074,712,0.000671591672263264,0.010654029653458267,0.9183467741935484,0.5770545067503221,15.0,2.0,0.0016789791806581598,0.00022386389075442132,0.0,0.0
sariwon,12200,2.5896607431340875,94.99595343868678,70.90166476360791,45475.86922055928,23680.28433958213,157,0,403,58,0.0,0.004011605269447669,0.9046849757673667,0.7802108678021087,1.0,0.0,0.0016155088852988692,0.0,0.0,0.0
