city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
sehore,7416,2.5609756097560976,14.050886220042994,9.938431716615776,24212.995022509254,12106.497511254625,12,0,23,6.0,0.0,0.0011606070382437857,0.8536585365853658,0.7792207792207793,0.0,0.0
seiyun,5844,3.135816618911175,316.81210786240183,281.04592720401035,64322.351366050745,36318.648686889246,197,0,917,631.0,0.0,0.008723124877076403,0.6383954154727793,0.957245337159254,0.0,0.0
selatpanjang,11350,2.844875346260388,199.76885533756783,170.1632216518064,64786.640150321255,32393.320075160627,107,0,513,102.0,0.0,0.006166976860477839,0.8587257617728532,0.9027102154273802,0.0,0.0
sela kui,6985,2.338709677419355,26.697533859257337,17.65482077789598,26685.818809157758,13342.909404578877,21,0,40,1.0,0.0,0.0020008779981744887,0.9838709677419355,0.6638655462184874,0.0,0.0
selong,12731,2.5286284953395475,448.7323474315103,326.1226567618086,112430.92155411067,56625.724214536,2052,6,4882,570.0,0.0007989347536617843,0.007924531715151456,0.9240405117270789,0.7380523895220956,0.0,0.0
semarapura,12713,2.4581695676586186,977.1132761479904,678.6575646238429,182907.2117766494,92344.15685844193,544,0,1114,123.0,0.0,0.010581213900147973,0.9309376754632229,0.6856901883609784,0.0,0.0
sembulung,12671,2.718940936863544,240.2850073897158,193.794018179893,77999.28083600698,38999.640418003386,190,0,688,104.0,0.0,0.006161210842313128,0.8940936863543788,0.8284839203675345,0.0,0.0
semey,6096,3.0488006617038876,49.7501202029361,42.013955936474574,23034.58148113529,12155.704302394279,376,3,1173,859.0,0.0012406947890818859,0.0040927385995344545,0.641407867494824,0.9506735751295337,7.0,0.0028949545078577337
semnan,5830,2.650955414012739,369.58957448670526,287.29115713603505,60794.81727255696,37592.78068731847,874,9,2662,373.0,0.0022929936305732482,0.009831397617558588,0.9029622063329928,0.5843873770282356,7.0,0.0017834394904458599
semporna,12834,2.2502463054187194,333.60647067749596,205.42270361914777,54526.456846877445,27790.128290946475,390,0,606,19.0,0.0,0.012004495523907997,0.9812807881773399,0.56,0.0,0.0
semurup,11145,2.5787037037037037,371.1335789026407,283.2184487150553,79222.23847183926,39981.29033028612,307,2,918,68.0,0.0015432098765432098,0.009282681370128373,0.9466769706336939,0.7530003871467286,1.0,0.0007716049382716049
senador canedo,1187,3.3064713064713063,190.9510107332187,187.33716376574023,55684.656838797346,30909.070373154304,31,5,1038,559.0,0.0030525030525030525,0.0061778309223776235,0.6546233925290875,0.9159766942655627,5.0,0.0030525030525030525
senapati,10081,2.0,5.490592184345761,2.7452960921728806,15990.274678957338,7995.137339478668,5,0,5,0.0,0.0,0.0006867414468584703,1.0,0.6,0.0,0.0
sendhwa,7131,2.125,5.337859707124798,2.668929853562399,22188.586042086983,11094.293021043492,4,0,3,1.0,0.0,0.00048113563405978405,0.875,0.6363636363636364,0.0,0.0
sengkang,12899,2.6966354109211252,500.0420951405042,385.3054643746742,104055.02250815328,54097.61726517931,416,0,1115,282.0,0.0,0.009243329381576355,0.8444567015995588,0.7887323943661971,0.0,0.0
sennar,4485,3.3159257660768233,1243.0250604138278,1215.6645605946196,317690.76071397756,160116.57948973164,51,0,1432,834.0,0.0,0.007763250154201201,0.640051791109193,1.1350183624972996,0.0,0.0
senou,1555,3.0768688293370947,871.7385612326293,819.7908119913337,182853.8291291357,91426.91456456776,169,0,2117,544.0,0.0,0.0095348133028922,0.806064880112835,1.0088230104111522,6.0,0.0021156558533145277
seohara,7219,2.1,8.153134866000345,4.48422417630019,10229.372240615148,5114.686120307575,9,0,11,0.0,0.0,0.0015940635797040954,1.0,0.6571428571428571,0.0,0.0
serang,12128,2.5141562853907136,401.11476396991543,294.81708019985854,112996.50747255872,56506.1161307695,234,0,610,39.0,0.0,0.0070986079284167045,0.9558323895809739,0.7336740488358887,0.0,0.0
serdar,5857,3.0942307692307693,193.621510379676,176.1211046338207,91533.28182129691,51697.563604904804,47,0,332,139.0,0.0,0.0037452734109370326,0.7288461538461538,0.8628019323671497,2.0,0.0038461538461538464
