city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
shadnagar,8029,2.989100817438692,520.2104782910334,474.3790374243393,114097.26950750411,58471.67004462831,97,4,815,184,1.0,0.0036330608537693005,0.0009082652134423251,0.00889679528383548,0.8313582497721057,0.9739607126541799,0.0,0.0,0.0,0.0
shahabad,7737,3.037535014005602,873.1727213206485,840.3981709965682,173549.9199275661,86774.95996378295,67,0,1521,193,4.0,0.0,0.002240896358543417,0.010062496389339533,0.8896358543417366,1.0047685834502105,0.0,0.0,0.0,0.0
shahabad markanda,6846,2.6203389830508477,133.02195531547116,103.26111107539964,54554.62657349111,30571.096752163943,66,0,210,18,1.0,0.0,0.003389830508474576,0.004351232682093924,0.9355932203389831,0.7777777777777778,0.0,0.0,0.0,0.0
shahada,7017,2.5833333333333335,27.53648955837909,20.32455181689885,32559.728109523076,16279.864054761543,22,0,53,9,0.0,0.0,0.0,0.0016914446868691881,0.8928571428571429,0.7914110429447853,0.0,0.0,0.0,0.0
shahapura,7740,2.795620437956204,59.857323187813044,50.24519829633942,25085.561009474237,12557.106939973097,22,0,99,16,0.0,0.0,0.0,0.00476680842760596,0.8832116788321168,0.8736059479553904,0.0,0.0,0.0,0.0
shahbazpur town,9957,2.6944444444444446,39.74277770907837,32.566998400494775,19778.050733157314,9889.025366578659,13,0,55,4,0.0,0.0,0.0,0.004018877112338556,0.9444444444444444,0.8705035971223022,0.0,0.0,0.0,0.0
shahdol,8312,2.4242424242424243,21.29859543055,14.844475603110608,32775.75664197084,16387.87832098542,10,0,22,1,0.0,0.0,0.0,0.001299655453462587,0.9696969696969697,0.7540983606557377,0.0,0.0,0.0,0.0
shahganj,8348,2.5076923076923077,106.29060171627856,75.22104121459714,74545.08040964228,37272.54020482118,38,0,80,12,0.0,0.0,0.0,0.0028517133828868985,0.9076923076923077,0.7490196078431373,0.0,0.0,0.0,0.0
shahindezh,5436,2.6711635750421587,371.8464678941992,293.673011462254,62795.055986388485,34802.343729806475,374,2,1239,163,1.0,0.0011242270938729624,0.0005621135469364812,0.010684523743029731,0.907709622960045,0.6869540715694562,0.0,0.0,0.0,0.0
shahin shahr,5806,2.5942513368983957,316.7625481569992,232.984218241144,54433.17021678111,34064.211068276454,1187,7,2747,534,13.0,0.0015597147950089127,0.002896613190730838,0.009298983837379869,0.8779290336978353,0.5694987160879759,0.0,0.0,0.0,0.0
shahjahanpur,7566,2.5494880546075085,31.476067882285967,22.45221224367839,33035.64817593787,16658.782836374605,84,0,173,36,0.0,0.0,0.0,0.0018894578428357734,0.8771331058020477,0.7452667814113597,0.0,0.0,0.0,0.0
shahpura,6855,2.7333333333333334,18.58100551065649,15.484171258880407,26618.500636841007,13309.25031842051,5,0,23,2,0.0,0.0,0.0,0.0013960970803096,0.9333333333333333,0.8545454545454545,0.0,0.0,0.0,0.0
shahreza,5823,2.460235228227387,541.9596248218767,377.7478314706388,66907.89926988531,37766.53461566956,2164,4,4507,457,10.0,0.0005600672080649678,0.0014001680201624195,0.014350260894654986,0.9345755113477164,0.6208394646485881,0.0,0.0,0.0,0.0
shahrinav,6031,2.4715549936788874,137.01315951285065,98.38618786763486,52983.357038963404,28089.046526269813,223,0,540,28,0.0,0.0,0.0,0.004877814538300948,0.9646017699115044,0.6487000634115409,0.0,0.0,0.0,0.0
shahrisabz,5995,2.793160967472894,37.66898783095663,30.851497956630038,23603.76892597024,12336.76970119688,217,0,796,186,0.0,0.0,0.0,0.003053391507122168,0.8448707256046706,0.8403677392394484,0.0,0.0,0.0,0.0
shahrixon,6101,2.869109947643979,58.10213928106064,49.58454818226641,27756.02248980364,13899.47793201834,168,0,793,184,1.0,0.0,0.0008726003490401396,0.004180167022476335,0.8385689354275742,0.909925666812418,0.0,0.0,0.0,0.0
shahrud,5855,2.7959662288930582,449.0180348237048,367.61772034933244,79410.982087549,46845.99849973089,773,4,2835,626,24.0,0.0009380863039399625,0.005628517823639775,0.009584981624978796,0.8469483568075117,0.6811509101585438,2.0,0.00046904315196998124,0.0,0.0
shahr e babak,5894,2.6985837438423643,1263.6314434246951,1021.2538605264239,203858.38302912543,115207.30992232666,623,9,2345,266,5.0,0.002770935960591133,0.001539408866995074,0.010968326960126416,0.9163322012966965,0.6876255213965704,0.0,0.0,0.0,0.0
shahr e kord,5790,2.973379940844313,426.86307437193335,381.06625622877624,85851.36459592497,51979.48959799706,399,8,2636,648,26.0,0.0021511158913686476,0.006991126646948105,0.008212144399132034,0.8178388574508219,0.7275178643656465,1.0,0.00026888948642108095,1.0,0.00026888948642108095
shaib liban,5701,3.110793832095945,297.0331854791956,292.9619139477846,76687.50704353512,52499.72579098175,24,3,1485,233,6.0,0.0017133066818960593,0.0034266133637921186,0.005657804512385074,0.8632723112128147,0.6823259810942424,0.0,0.0,0.0,0.0
