city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
unnamed,7039,2.5532128514056227,436.01289859267547,324.82085417245503,121009.6641204445,68782.02409953155,254,4,671,67.0,0.004016064257028112,0.006339053034579786,0.9324596774193549,0.7114704396159677,0.0,0.0
unnamed,7152,2.824324324324324,9.41308434161426,7.759434389709052,14169.406845738946,7391.747485368255,13,0,48,13.0,0.0,0.0012734585915234768,0.8243243243243243,0.8741258741258742,0.0,0.0
unnamed,7165,2.3333333333333335,4.541857536344971,2.5232541868583174,14717.21109580045,7358.605547900226,4,0,3,2.0,0.0,0.000617217148925857,0.7777777777777778,0.6153846153846154,0.0,0.0
unnamed,7237,2.5965568862275448,305.4092425644414,232.71452764266567,84333.19021569176,47129.03295655928,318,0,921,97.0,0.0,0.006480278151388113,0.9273952095808383,0.7334083239595051,0.0,0.0
unnamed,7293,2.608695652173913,22.620163576317534,17.702736711900677,36113.85433424031,18056.927167120153,5,0,17,1.0,0.0,0.0012527138957234415,0.9565217391304348,0.8780487804878049,0.0,0.0
unnamed,7599,1.8604651162790697,22.893347292814852,8.518454806628782,27510.358316462458,13755.179158231233,27,0,11,5.0,0.0,0.0016643438103905214,0.8837209302325582,0.4444444444444444,0.0,0.0
unnamed,7683,2.0,3.379163236331177,1.6895816181655885,14664.086682598181,7332.043341299089,2,0,2,0.0,0.0,0.00046087605856029467,1.0,1.6666666666666667,0.0,0.0
unnamed,7727,2.731707317073171,12.175621139743638,10.393822924171399,15948.850288479362,13122.37487012604,6,0,34,1.0,0.0,0.0009278519521235635,0.975609756097561,0.2987012987012987,0.0,0.0
unnamed,7742,2.661290322580645,44.09374812434619,34.84828480795102,68929.84476545239,34464.92238272618,13,0,44,5.0,0.0,0.0012793804562997065,0.9193548387096774,0.7142857142857143,0.0,0.0
unnamed,8080,2.392857142857143,22.80492389258335,15.474769784252988,35844.49757066014,17922.248785330063,9,0,18,1.0,0.0,0.0012724365209822281,0.9642857142857143,0.6078431372549019,0.0,0.0
unnamed,8145,2.9443462897526502,46.01632010259973,39.22769337368263,21140.660545559178,11405.54884039448,167,1,692,272.0,0.0008833922261484099,0.004034555526133556,0.7595048629531388,0.8360655737704918,0.0,0.0
unnamed,8624,2.5326409495548963,434.5664660692379,317.22062508318254,137582.34338927455,69327.63077947374,182,0,444,47.0,0.0,0.006268301125875235,0.9287833827893175,0.7155621742367834,1.0,0.001483679525222552
unnamed,8884,2.5419847328244276,101.70404670805493,76.86031010761403,69603.14875811838,34801.5743790592,32,0,95,4.0,0.0,0.0029223978662658513,0.9694656488549618,0.7392996108949417,0.0,0.0
unnamed,9117,2.6350574712643677,304.42517392054447,233.56759033559015,180279.23120423828,93528.13678423704,81,0,232,35.0,0.0,0.003254904720520974,0.8994252873563219,0.7337192474674384,0.0,0.0
unnamed,9141,2.625,23.5513605694242,17.418193754469982,10251.471310373137,6799.3727378150625,25,0,57,14.0,0.0,0.0034637548899830264,0.8541666666666666,0.679144385026738,0.0,0.0
unnamed,9188,2.4285714285714284,8.786414156123657,6.276010111516898,15822.715194973976,7911.357597486987,4,0,10,0.0,0.0,0.001110607635649617,1.0,0.8260869565217391,0.0,0.0
unnamed,9497,2.25,4.397430667044125,2.748394166902578,12745.041420921654,6372.520710460824,3,0,5,0.0,0.0,0.0006900614163286302,1.0,0.6363636363636364,0.0,0.0
unnamed,9584,2.473170731707317,144.8178888339609,105.25788017687888,67358.42972746948,33679.21486373475,56,0,145,4.0,0.0,0.004299918790265462,0.9804878048780488,0.6864197530864198,0.0,0.0
unnamed,9625,1.6666666666666667,2.183194989318167,0.7277316631060556,6440.0286047322,3220.014302366099,4,0,2,0.0,0.0,0.0006780078547209971,1.0,0.7142857142857143,0.0,0.0
unnamed,9658,1.6666666666666667,2.0162110397925597,0.6720703465975199,5801.7117857563635,2900.8558928781817,4,0,2,0.0,0.0,0.0006950400551583788,1.0,0.7142857142857143,0.0,0.0
