city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
payshanba,5977,2.786150712830957,69.08008258742228,58.59848146163214,33222.85780382388,16657.531450654227,149,0,745,88,0.0,0.004147078022458673,0.9103869653767821,0.8606431852986217,0.0,0.0,0.0,0.0,0.0,0.0
payyanur,7587,2.492898474487112,71.39455513384684,51.339482834281235,50875.810464067064,25442.863904993956,534,0,1263,104,0.0,0.0028060738523949507,0.9452919516044187,0.7245193573874111,0.0,0.0,0.0,0.0,0.0,0.0
pecs,3165,2.704100480236424,162.27222149876053,128.7627380049271,44102.52479461349,23374.146010115554,559,23,1786,338,0.008496490579977835,0.006942380758147676,0.8736959761549925,0.730188327428678,1.0,0.0003694126339120798,0.0,0.0,0.0,0.0
peddapalli,8211,2.8207885304659497,281.8872644435504,235.4112280119973,68017.14484315913,36202.82077608131,138,0,576,120,0.0,0.00778633428005669,0.8530465949820788,0.8250449370880767,3.0,0.0035842293906810036,0.0,0.0,0.0,0.0
peddapuram,8930,2.9727148703956345,271.55046360365225,248.58166586364348,69192.95082923718,34807.13281692993,62,0,568,102,0.0,0.00780157518379601,0.859481582537517,0.9705681040383299,1.0,0.001364256480218281,0.0,0.0,0.0,0.0
pedro juan caballero,1085,3.4441836202399583,330.8825116346816,318.45499946060903,100265.47312597652,54516.19105243948,144,5,1711,1954,0.0013041210224308817,0.0060694356162264455,0.4844606946983547,1.0333202665621326,19.0,0.00495565988523735,0.0,1.0,0.0,0.0002608242044861763
pedurungan,12321,2.623503808487486,273.50838112087024,208.33064938477605,83764.6809686905,44918.617736671666,219,0,608,92,0.0,0.006088975905809706,0.8998911860718172,0.7806873977086743,0.0,0.0,0.0,0.0,0.0,0.0
pehowa,6820,2.782608695652174,37.3876622138865,30.56034998352462,36037.214327849135,19352.426805914798,21,0,77,17,0.0,0.0019319366293874568,0.8521739130434782,0.7466666666666667,0.0,0.0,0.0,0.0,0.0,0.0
peixian,11476,2.754385964912281,4.311211344944171,2.9497761833828537,9118.078498275809,5991.531304457227,36,1,32,45,0.008771929824561403,0.0007195508336469794,0.6017699115044248,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0
peje,3287,2.4571843251088534,225.80546138332602,157.31004566617779,50140.25755224353,26269.056556033345,418,6,861,92,0.0043541364296081275,0.008595872520266211,0.9322157434402333,0.6283315078495801,1.0,0.000725689404934688,0.0,0.0,0.0,0.0
pekalongan,12334,2.645958813744049,210.40132580794628,163.6816830498117,60966.56867252653,31514.442068253018,3871,6,11987,1564,0.00034417484081913615,0.00667634620826431,0.9099672921328972,0.788430084077018,3.0,0.00017208742040956807,2.0,0.0,0.00011472494693971204,0.0
pelaihari,12712,2.7555555555555555,351.3049234247599,293.4638097699762,86920.16968258149,44747.247096059,163,0,743,84,0.0,0.007850872315577604,0.9151515151515152,0.780253164556962,0.0,0.0,0.0,0.0,0.0,0.0
pelotas,1201,3.0476089716462123,139.13131226919572,121.0554287031174,38945.45605379933,22118.73265219376,614,7,2653,1444,0.0014811680067710537,0.006290202718978862,0.6923076923076923,0.8370613802607866,8.0,0.0016927634363097758,0.0,0.0,0.0,0.0
pemalang,12309,2.6912109727486015,274.2140451310782,210.2258191151092,58155.30276474604,30789.977176603457,1293,1,3456,718,0.00018047283883775492,0.008905951555542128,0.8572202166064982,0.776704288939052,61.0,0.01100884316910305,12.0,0.0,0.002165674066053059,0.0
pemangkat,12325,2.6382978723404253,375.76218683058283,293.8140503409345,110865.87197191067,55556.49328874768,82,0,266,28,0.0,0.006763605198722812,0.925531914893617,0.8058902275769746,0.0,0.0,0.0,0.0,0.0,0.0
pematang siantar,10777,2.604010775217001,268.3982989423287,201.39914260653043,60563.68348022575,30682.588798757264,1668,0,4325,688,0.0,0.00874757670230224,0.896887159533074,0.7764054195673329,1.0,0.000149655791679138,0.0,0.0,0.0,0.0
pen,6924,2.6865671641791047,100.68056797694466,82.64822744376053,55283.62774677814,30009.571384829425,24,1,102,7,0.007462686567164179,0.00335494854910994,0.9473684210526315,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0
penaflor,932,2.6037558685446007,466.80404097180633,348.02104087475516,90387.06986969679,48613.21389931332,542,2,1348,235,0.0009389671361502347,0.009602410610798973,0.8881578947368421,0.7438249823570925,2.0,0.0009389671361502347,1.0,0.0,0.00046948356807511736,0.0
penapolis,1184,3.304514889529299,323.1123474034361,308.98976161394876,87226.45688405354,47268.576623550376,91,2,1176,808,0.0009606147934678194,0.0068356690741234105,0.6091346153846153,0.9802647412755716,5.0,0.0024015369836695487,0.0,0.0,0.0,0.0
pengjiazhai,10096,3.0048076923076925,18.953490805277074,15.673078935132963,16149.72560466401,12332.608555489844,36,3,95,72,0.014423076923076924,0.0015368598395057264,0.6390243902439025,0.508641975308642,2.0,0.009615384615384616,0.0,0.0,0.0,0.0
