city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop,8way_int_count,8way_int_prop
banska bystrica,3182,2.6589473684210527,98.78752267881556,78.82204441109705,33958.79158350252,20145.09342949255,192,24,655,75,3.0,1.0,0.02526315789473684,0.003157894736842105,0.0010526315789473684,0.004903800671094926,0.9146868250539957,0.6285868976719003,0.0,0.0,0.0,0.0
banswada,7867,3.0,26.599673077250035,23.799707490171084,21672.77873114645,12210.725524322157,4,0,26,8,0.0,0.0,0.0,0.0,0.0,0.0021783859627560204,0.7894736842105263,0.8028169014084507,0.0,0.0,0.0,0.0
banswara,6898,2.917910447761194,20.3321615249141,17.90444074581988,15591.142088625527,7795.571044312764,16,0,97,21,0.0,0.0,0.0,0.0,0.0,0.0026081683316512613,0.8432835820895522,0.9619771863117871,0.0,0.0,0.0,0.0
bantaeng,12889,2.608355091383812,164.6849577230561,124.91117550534672,51735.798818105606,26353.82387615644,185,2,507,72,0.0,0.0,0.0026109660574412533,0.0,0.0,0.006248996673004801,0.9057591623036649,0.7616546290216678,0.0,0.0,0.0,0.0
bantwal cross road,7530,2.3891625615763545,40.32415050124911,27.412476695430428,41538.52222565098,20939.432504160635,65,0,132,6,0.0,0.0,0.0,0.0,0.0,0.0019257518317765657,0.9704433497536946,0.6608478802992519,0.0,0.0,0.0,0.0
banyo,2978,2.921641791044776,129.78491081154957,114.7724770982733,59969.19847322582,29984.59923661296,31,0,196,41,0.0,0.0,0.0,0.0,0.0,0.004328385708523145,0.8470149253731343,0.9510357815442562,0.0,0.0,0.0,0.0
banyuwangi,12677,2.6536719826737545,371.9866681167274,289.66475140808365,67395.92828685536,34937.40812144314,1124,0,3466,489,0.0,0.0,0.0,0.0,0.0,0.010647231380865292,0.9037212049616066,0.7737614498177878,0.0,0.0,0.0,0.0
banzeng,10482,2.5064935064935066,28.842118311128765,19.10322121905931,24780.57046140968,16606.65045463173,26,1,35,15,0.0,0.0,0.012987012987012988,0.0,0.0,0.0017367812003945965,0.8026315789473685,0.5034013605442177,0.0,0.0,0.0,0.0
ban map ta phut,10877,2.6019629225736094,44.30352403012064,33.143094312609335,15339.413442945532,9417.20639597552,231,4,581,101,0.0,0.0,0.004362050163576881,0.0,0.0,0.00470452936542348,0.8893756845564075,0.6359143327841845,0.0,0.0,0.0,0.0
baode,10325,2.7963800904977374,12.902853250999893,10.392343342434303,13600.09459901192,8765.248124769047,43,0,138,39,1.0,0.0,0.0,0.004524886877828055,0.0,0.0014720465487495673,0.8190045248868778,0.6224256292906178,0.0,0.0,0.0,0.0
baoding,10753,3.084818684695759,9.392097314782195,8.087479003079197,8153.865556492023,5443.298155103639,226,31,771,582,13.0,3.0,0.019053472649047325,0.007990165949600492,0.0018438844499078057,0.0017254423783448567,0.62468671679198,0.7260746783809225,1.0,0.0006146281499692685,0.0,0.0
baoji,10342,2.8065317713880016,41.03571285676233,32.4265164427238,25921.78624754527,15876.923910428059,591,9,1602,593,15.0,6.0,0.003194888178913738,0.005324813631522897,0.002129925452609159,0.0025846135616868346,0.780982905982906,0.7070040990910711,0.0,0.0,1.0,0.0003549875754348598
baojing,11108,2.45,8.58669093857481,5.581349110073626,15697.225805848253,7848.612902924128,7,0,10,3,0.0,0.0,0.0,0.0,0.0,0.0010940392964692777,0.85,0.8285714285714286,0.0,0.0,0.0,0.0
baoqing,11722,3.2122093023255816,27.629805034105015,25.380867415049956,18561.55531490171,10383.390046248802,28,0,189,125,2.0,0.0,0.0,0.005813953488372093,0.0,0.0026609618738233577,0.6308139534883721,0.8975109809663251,0.0,0.0,0.0,0.0
baoshan,10234,3.0568181818181817,15.774711568819592,13.24269110393804,13872.93988060616,8466.464962825281,113,5,322,257,7.0,0.0,0.007102272727272727,0.009943181818181818,0.0,0.001863199297237218,0.6223175965665236,0.7573582196697775,0.0,0.0,0.0,0.0
baoshan,11570,2.859289617486339,167.12164584261984,141.09450427696592,48647.26226450248,24323.6311322512,114,0,495,121,2.0,0.0,0.0,0.00273224043715847,0.0,0.0068707523532960425,0.8319672131147541,0.9204934886908842,0.0,0.0,0.0,0.0
baotou,10186,2.8765261460492972,28.782437935809885,23.597488277711903,15390.798274383611,9159.473468289283,782,7,2526,1017,9.0,0.0,0.001612531674729325,0.002073255010366275,0.0,0.003142368176015426,0.7632671896631288,0.7737504328754473,0.0,0.0,0.0,0.0
baoying,12009,2.818411097099622,30.14563396264382,23.759169264378798,19663.150485128026,10496.311884247754,168,1,436,184,3.0,1.0,0.0012610340479192938,0.0037831021437578815,0.0012610340479192938,0.002872021553388158,0.7626262626262627,0.8283723875870804,0.0,0.0,0.0,0.0
bao loc,11972,2.585253456221198,531.5491108882471,396.8246818612721,147567.40112327292,74335.01879842904,440,0,1138,156,2.0,0.0,0.0,0.001152073732718894,0.0,0.007150722761362653,0.9089861751152074,0.7470435535044707,0.0,0.0,0.0,0.0
bapatla,8637,2.722689075630252,96.94329344459254,78.7494540586326,34733.22714680455,17366.613573402316,67,0,255,35,0.0,0.0,0.0,0.0,0.0,0.005582164480993876,0.9019607843137255,0.8631875881523272,0.0,0.0,0.0,0.0
