city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
ichalkaranji,7272,2.7883608959598076,414.41247822193816,345.3581904545815,87691.20713348385,44835.94489736883,796,2,3403,570,5.0,1.0,0.0004186728072011723,0.0010466820180029307,0.00020933640360058616,0.00924286259987481,0.8793717277486911,0.8647459402828707,0.0,0.0,0.0,0.0
idah,2482,2.9255102040816325,116.4357710975863,105.38625404444801,42982.338326496996,22488.499166524816,93,0,775,111,1.0,0.0,0.0,0.0010204081632653062,0.0,0.005177569665071576,0.8857142857142857,0.880306905370844,0.0,0.0,0.0,0.0
idaho falls,242,2.8622985283812192,82.10551235634044,66.45540768855867,30199.0860953405,16092.691555281199,544,6,1613,684,6.0,0.0,0.002102312543798178,0.002102312543798178,0.0,0.005102037286571591,0.757373595505618,0.8251625373396592,0.0,1.0,0.0,0.000350385423966363
idanre,2309,2.5544554455445545,50.05050884080058,35.679570658788535,28157.033690471373,14086.046721293482,58,0,118,26,0.0,0.0,0.0,0.0,0.0,0.0035531977020309487,0.8712871287128713,0.7593984962406015,0.0,0.0,0.0,0.0
idar,6673,2.1153846153846154,10.920387210837323,5.8802084981431735,28732.120052324535,14366.060026162264,12,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0007601518572907275,0.9615384615384616,0.6170212765957447,0.0,0.0,0.0,0.0
idiofa,3397,3.2863568215892056,366.80568960346056,317.31166851753636,135128.48507981803,67564.24253990909,180,0,414,738,2.0,0.0,0.0,0.0014992503748125937,0.0,0.005428991369018819,0.4452773613193403,1.1081487044686444,0.0,0.0,0.0,0.0
idiroko,2110,2.7529411764705882,43.85041257326989,37.31584128784144,23982.08434810434,11991.042174052169,38,0,204,13,0.0,0.0,0.0,0.0,0.0,0.0036569308936432,0.9490196078431372,0.8554455445544554,0.0,0.0,0.0,0.0
idku,3789,3.009799744354495,293.06291829947907,273.70852872281984,61328.07943771895,31290.316673669735,155,2,1856,333,1.0,0.0,0.0008521516829995739,0.00042607584149978694,0.0,0.009365930084884263,0.8575692963752666,0.9950907150480256,0.0,0.0,0.0,0.0
idlib,4391,3.0875350140056024,235.53829592390238,226.30150000531796,58297.533539939555,33818.75710027941,56,1,1137,230,4.0,0.0,0.0007002801120448179,0.0028011204481792717,0.0,0.006964723606650711,0.8360196215837421,0.8441558441558441,0.0,0.0,0.0,0.0
ido ekiti,2313,2.7418478260869565,83.32547166093605,70.87193649422005,36661.36055833274,18386.543101863677,55,0,298,15,0.0,0.0,0.0,0.0,0.0,0.004531872641817596,0.9592391304347826,0.826265389876881,0.0,0.0,0.0,0.0
ife,2243,2.6968167701863353,196.71207374518187,159.29401623930488,57155.01600558921,28881.687734959607,980,0,3777,392,3.0,0.0,0.0,0.0005822981366459627,0.0,0.006810961864499121,0.9233307453416149,0.8215360714632488,0.0,0.0,0.0,0.0
iganga,4514,2.819004524886878,92.19743239217759,81.14208416415629,59914.76906292042,30116.452323524278,53,0,363,26,0.0,0.0,0.0,0.0,0.0,0.003061364313490577,0.9411764705882353,0.8464163822525598,0.0,0.0,0.0,0.0
igbara odo,2299,2.58974358974359,86.09740728010195,65.49289955494935,51945.97291461291,25972.986457306444,28,0,81,8,0.0,0.0,0.0,0.0,0.0,0.003314882846515401,0.9316239316239316,0.8122270742358079,0.0,0.0,0.0,0.0
igbe,2373,2.629522431259045,95.47339433850343,74.81742841432649,36712.16298145689,18370.283261761528,299,0,997,86,0.0,0.0,0.0,0.0,0.0,0.005197165061533649,0.9377713458755427,0.8028271112722001,0.0,0.0,0.0,0.0
igbeti,2210,2.7955625990491284,222.20722537089188,192.6265487763516,69799.9755611811,34925.405505180715,84,0,508,39,0.0,0.0,0.0,0.0,0.0,0.006362337735432461,0.9381933438985737,0.858392999204455,0.0,0.0,0.0,0.0
igboho,2184,2.8968008255933952,300.95701099192456,274.86785833627783,95081.87368216837,47640.54507063089,84,0,817,68,0.0,0.0,0.0,0.0,0.0,0.006317245332641175,0.9298245614035088,0.9053285049146405,0.0,0.0,0.0,0.0
igbo ora,2141,2.9593147751605997,170.8194323611196,160.57758202683405,53076.10835105327,26571.564229589152,56,0,804,74,0.0,0.0,0.0,0.0,0.0,0.006428655493713883,0.9207708779443254,0.9516908212560387,0.0,0.0,0.0,0.0
igdr,4919,3.092514718250631,198.7206816285154,184.18014394838013,65205.38644652542,34579.455504479236,87,1,820,277,4.0,0.0,0.0008410428931875525,0.00336417157275021,0.0,0.00574678457857077,0.7634680134680135,0.9607760438633488,0.0,0.0,0.0,0.0
iguala,141,2.8668336464203716,380.27699776208675,313.20664436843964,71782.33773355083,39324.14073609009,845,7,2888,1043,8.0,0.0,0.0014610728449175538,0.0016697975370486328,0.0,0.009670319316426514,0.780309364548495,0.820767541566454,0.0,0.0,0.0,0.0
igualada,2038,3.152027027027027,177.19322695901025,170.12944291131998,32449.88065959974,22295.455591668397,59,17,1065,320,17.0,2.0,0.011486486486486487,0.011486486486486487,0.0013513513513513514,0.007947504200148559,0.7682843472317157,0.5884970900376584,0.0,0.0,0.0,0.0
