city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
unnamed,9683,2.1363636363636362,4.193536963963574,2.2873837985255854,7316.471184409273,3658.2355922046377,20,0,22,2.0,0.0,0.001146327746878745,0.9545454545454546,0.5903614457831325,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9685,2.0,1.2779882115687424,0.547709233529461,9674.785560034907,4837.392780017453,4,0,2,1.0,0.0,0.0002641894652110783,0.8571428571428571,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9715,2.0,4.356714264620874,2.010791199055788,17183.602933705188,8591.801466852594,7,0,5,1.0,0.0,0.0005070780885043954,0.9230769230769231,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9717,2.5850340136054424,10.196293470981525,7.699242008700335,13681.958612235492,6870.0009052441355,36,0,100,11.0,0.0,0.0014841764377641203,0.9251700680272109,0.7024221453287197,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9792,2.5833333333333335,4.018399884516961,3.0137999133877207,16939.576768380903,8469.788384190453,3,0,8,1.0,0.0,0.00047443923062087716,0.9166666666666666,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9793,1.5,3.870107958869941,0.9675269897174853,9027.077125467602,4513.538562733801,6,0,2,0.0,0.0,0.0008574443100638668,1.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9797,2.2058823529411766,28.39303667486883,16.42342317467903,24403.94585270896,12201.97292635447,43,0,54,5.0,0.0,0.0023269217893070425,0.9509803921568627,0.5276381909547738,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9808,2.2049180327868854,81.60283274012366,47.49017315203918,60338.62745856116,30169.31372928058,51,0,66,5.0,0.0,0.002704828935532753,0.9590163934426229,0.5732217573221757,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9810,2.515695067264574,41.022167755817115,30.536680930339198,48917.13522419616,24458.567612098053,57,0,160,6.0,0.0,0.0016772105548620163,0.9730941704035875,0.671201814058957,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9876,2.2857142857142856,2.458137786230412,1.4046501635602355,11535.41134750605,5767.705673753025,3,0,3,1.0,0.0,0.0004261898795246449,0.8571428571428571,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9922,2.408450704225352,53.078500785144236,35.88405686882991,42633.950634130655,21836.23132567346,69,0,132,12.0,0.0,0.0024307537318831378,0.9436619718309859,0.6508313539192399,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9932,1.5909090909090908,5.6575463216804245,1.5429671786401158,4216.051865221182,2108.0259326105916,16,0,5,1.0,0.0,0.002683812487389131,0.9545454545454546,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
unnamed,9943,2.156756756756757,32.969730755448275,18.534335127387138,30030.630919361498,15015.31545968077,162,0,196,12.0,0.0,0.002195740132398738,0.9675675675675676,0.5292517006802722,0.0,0.0,0.0,0.0,0.0,0.0
unnao,7796,2.586750788643533,53.16443562487401,40.33453239048013,23513.52885315981,13930.508768643307,153,0,439,40.0,0.0,0.0038164030121099228,0.9337539432176656,0.7323832145684878,2.0,0.0031545741324921135,0.0,0.0,0.0,0.0
unye,4298,2.8648275862068964,303.22633205625783,263.70234808478693,70072.80875493315,38751.60125778177,189,1,1079,180.0,0.000689655172413793,0.007824872320479053,0.8750862663906143,0.870722433460076,0.0,0.0,1.0,0.000689655172413793,0.0,0.0
uong bi,11293,2.512233211868818,199.11195461824644,141.7934169275175,52056.94945900793,26984.24289576864,553,0,1200,167.0,0.0,0.007378823092697142,0.9125455491931286,0.6968986187125359,1.0,0.0005205622071837585,0.0,0.0,0.0,0.0
upata,963,2.888888888888889,192.2550573344628,163.15156990799304,55208.73716243783,29812.286662277947,203,1,882,252.0,0.0007457121551081282,0.006448853102493704,0.8097014925373134,0.8190654205607477,3.0,0.0022371364653243847,0.0,0.0,0.0,0.0
upleta,6500,2.930142302716688,297.7096110104077,248.79742394918935,73629.70929923397,38082.49658883694,127,1,448,194.0,0.00129366106080207,0.007817491962900217,0.7448186528497409,0.9512670565302144,2.0,0.00258732212160414,1.0,0.00129366106080207,0.0,0.0
uppsala,2960,2.8599679315873865,105.06366179252895,88.27369125486665,32324.106646702705,18719.18706235386,299,10,1225,330.0,0.005344735435595938,0.005612618830217386,0.8189145620634067,0.6978746300780199,6.0,0.003206841261357563,0.0,0.0,1.0,0.0005344735435595938
uran,6888,2.706967213114754,500.1698377555198,398.70095673544506,185821.17260571368,102231.19178301575,297,9,991,160.0,0.006147540983606557,0.004892536505072965,0.8852233676975945,0.7796901893287436,7.0,0.0047814207650273225,0.0,0.0,0.0,0.0
