city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
yopal,687,3.2527716186252773,479.3000813602075,452.3770908329527,89483.49761484351,55071.665431007525,152,4,1578,952,20.0,0.0014781966001478197,0.007390983000739098,0.008703206587435843,0.6402664692820134,0.850527875532506,0.0,0.0,0.0,0.0
york,1874,2.2851371465022328,211.01335162646112,132.53953661589753,35878.07899246438,18441.451473310524,1749,18,2786,148,1.0,0.0038273442483521157,0.00021263023601956197,0.011442339662463724,0.967982924226254,0.587079551521623,0.0,1.0,0.0,0.00021263023601956197
york,887,3.077803203661327,69.6181136531104,61.931445498047296,27145.930108312903,15044.441064817567,386,9,2073,1003,25.0,0.002574370709382151,0.007151029748283753,0.004627497515738024,0.7051907083452825,0.8867843306069737,0.0,0.0,0.0,0.0
yoshkar ola,4467,2.9270913277052957,35.76287675502758,30.273563362083976,17711.294364242873,9335.254586400757,200,3,796,300,4.0,0.0023023791250959325,0.0030698388334612432,0.0038309482000764687,0.7661538461538462,0.846242774566474,0.0,0.0,0.0,0.0
youngstown,817,2.9833269451897277,61.076316898250454,52.63706345178848,28894.582377578994,15403.880683995278,721,10,3142,1326,18.0,0.0019164430816404753,0.0034495975469528554,0.003964995454795304,0.7417434715821812,0.9092306214580732,1.0,0.0,0.00019164430816404754,0.0
young leninist,6033,3.0274509803921568,33.313784715756015,29.13323133966114,22728.06807645391,11740.438783835014,32,0,154,67,2.0,0.0,0.00784313725490196,0.0028375246725552165,0.7294117647058823,0.9663366336633663,0.0,0.0,0.0,0.0
youssoufia,1557,3.0299657534246576,231.04472261079624,215.02192934754754,52397.935748301716,26666.859251937898,81,2,886,199,0.0,0.0017123287671232876,0.0,0.008664114526123133,0.8293310463121784,0.959604641168887,0.0,0.0,0.0,0.0
yousuo,10523,2.889908256880734,20.54385720524126,16.96281787588728,25253.703082109503,14619.805851214098,19,0,64,26,0.0,0.0,0.0,0.0014052072520193692,0.7614678899082569,0.7230046948356808,0.0,0.0,0.0,0.0
youxi,12478,2.7714285714285714,18.869525001639026,15.634749287072335,18354.104734913184,9663.354396240797,12,0,50,8,0.0,0.0,0.0,0.0019526889140048076,0.8857142857142857,0.8222222222222222,0.0,0.0,0.0,0.0
youxian,11828,2.9775280898876404,23.725984128669882,20.26039094133608,19083.750742991822,10825.646452349874,26,0,104,48,0.0,0.0,0.0,0.002191645943094677,0.7303370786516854,0.8347578347578347,0.0,0.0,0.0,0.0
youyang,10969,2.72972972972973,45.86214633159146,36.35917907369413,41861.60081005399,22332.028421172305,23,0,72,16,0.0,0.0,0.0,0.0020536489326742472,0.8558558558558559,0.7649769585253456,0.0,0.0,0.0,0.0
yozyovon,6090,2.956026058631922,63.31113932691985,56.711932621833746,34809.40025194139,17732.260721574272,64,0,449,101,0.0,0.0,0.0,0.0035703929871666743,0.8355048859934854,0.9092395748160261,0.0,0.0,0.0,0.0
yu,10622,2.9785714285714286,10.800106352618608,8.794372315703724,10538.51527949226,6722.306879884877,26,0,71,38,4.0,0.0,0.02857142857142857,0.0016066071581670436,0.6928571428571428,0.6727272727272727,1.0,0.0,0.007142857142857143,0.0
yuanbaoshan,10801,2.821043165467626,78.13266591370589,64.50160729207016,29166.375430082124,16375.997382876581,194,1,728,188,1.0,0.0008992805755395684,0.0008992805755395684,0.0047711699072085,0.8298829882988299,0.8051420838971584,0.0,0.0,0.0,0.0
yuanjiang,11483,3.067198177676538,131.43294473057279,113.9185318222846,47714.366887171054,30001.70324951548,117,5,464,286,6.0,0.0056947608200455585,0.00683371298405467,0.004380849435029839,0.6655211912943871,0.7375071797817346,0.0,0.0,0.0,0.0
yuanling,11231,2.3448275862068964,7.489890372247711,4.390625390627968,11860.885535026267,5930.44276751313,12,0,12,5,0.0,0.0,0.0,0.00126295635349138,0.8275862068965517,0.7547169811320755,0.0,0.0,0.0,0.0
yuanlin city,12697,2.8602383531960998,64.67995414966737,52.206463533588504,26637.076422728627,15064.19432345921,534,3,1564,654,12.0,0.0010834236186348862,0.004333694474539545,0.004293621866583491,0.7584960231381056,0.7968156323502804,2.0,0.0,0.0007222824124232575,0.0
yuanping,10481,2.605714285714286,14.159904987847316,9.871476620099273,12219.443098064185,7550.884798680544,53,0,86,35,1.0,0.0,0.005714285714285714,0.0018752643386006425,0.7942857142857143,0.6289855072463768,0.0,0.0,0.0,0.0
yuanqu,10713,2.9393939393939394,7.78888377553168,6.254709698533016,13984.582176273288,7795.451338728529,13,0,31,22,0.0,0.0,0.0,0.000999157513412441,0.6666666666666666,0.905511811023622,0.0,0.0,0.0,0.0
yuanshi,10776,2.8538251366120218,66.26221967047775,55.218516392064785,26854.423702095468,15013.82354171142,122,0,474,135,1.0,0.0,0.001366120218579235,0.0044134140438235455,0.8142076502732241,0.8115147361206305,0.0,0.0,0.0,0.0
