city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
tuquan,10594,3.2793296089385473,20.6116769678293,17.84810016767342,18729.327889688837,10370.087384004039,24,2,54,98.0,1.0,0.0111731843575419,0.00558659217877095,0.00198760880256641,0.4406779661016949,0.9484240687679083,0.0,0.0,0.0,0.0
tura,9818,1.5,3.875052921251412,0.968763230312853,34390.24022693716,17195.120113468576,3,0,1,0.0,0.0,0.0,0.0,0.0002253577117042739,1.0,1.0,0.0,0.0,0.0,0.0
turakurgan,6078,2.7550702028081124,57.67220183894364,47.86522835931048,24963.90111521609,12516.789426019373,109,0,471,61.0,0.0,0.0,0.0,0.004607587447229646,0.9048361934477379,0.8339859044635866,0.0,0.0,0.0,0.0
turbaco,599,2.8333333333333335,509.40033717010624,409.33955665454965,103448.58856031451,54462.2109245165,297,0,873,342.0,0.0,0.0,0.0,0.009353280532002723,0.7738095238095238,0.8532626697581981,0.0,0.0,0.0,0.0
turgutlu,3553,3.192860073861305,332.17577143685224,316.50067348230243,73254.38756417796,40960.144705024715,115,2,1632,674.0,14.0,0.0008206811653672548,0.005744768157570784,0.0081097313944817,0.7174537987679671,0.9722507708119219,0.0,0.0,0.0,0.0
turin,2405,3.045868181579086,153.82018578624707,137.35476691953764,32674.812016062133,22025.010235776157,2035,177,11948,4623.0,190.0,0.009310399242543791,0.00999421387617695,0.006983887141917893,0.7424338961452692,0.5929957783501049,36.0,2.0,0.0018936405239072117,0.00010520225132817843
turkestan,5974,2.787868162692847,123.92012097741228,98.80587486067165,46803.358990525565,24030.0180980633,578,0,1728,541.0,5.0,0.0,0.0017531556802244039,0.005156888374853102,0.8085553997194951,0.8469907001228286,0.0,0.0,0.0,0.0
turkmenabat,5951,2.9193735498839906,106.23554402180194,89.16637598581636,43114.37671693663,23963.07391315751,277,4,1028,411.0,4.0,0.002320185614849188,0.002320185614849188,0.004433302021552031,0.7587209302325582,0.8101892285298399,0.0,0.0,0.0,0.0
turkmenbashy,5751,2.82579185520362,136.04797587909687,112.65511124830194,50714.93208415752,29233.333441089006,76,0,291,75.0,0.0,0.0,0.0,0.004653864608128275,0.830316742081448,0.7463026166097838,0.0,0.0,0.0,0.0
turkoglu,4377,3.020408163265306,283.5600881467006,258.2422231336023,112287.65301471317,63031.46958195057,35,0,279,78.0,0.0,0.0,0.0,0.004498706598900237,0.8010204081632653,0.9370988446726572,0.0,0.0,0.0,0.0
turku,3146,2.7974314068885,183.32756722124165,142.87349809711478,64076.31696048049,36705.135101336324,378,15,914,388.0,18.0,0.008756567425569177,0.010507880910683012,0.004994602709269615,0.7608951707891637,0.6992037746977293,0.0,0.0,0.0,0.0
turlock,36,2.8633193863319386,89.95468124410107,73.56126653108963,30862.59094059801,17085.655003184544,392,3,1279,462.0,14.0,0.001394700139470014,0.006508600650860065,0.005264924360660138,0.7779329608938548,0.7986483337217432,1.0,0.0,0.00046490004649000463,0.0
turpan,7465,2.9160305343511452,81.59917286085266,66.96115330184475,59040.204488085416,34032.12196699176,47,1,142,71.0,1.0,0.003816793893129771,0.003816793893129771,0.0023977104025425405,0.7241379310344828,0.7524177949709865,0.0,0.0,0.0,0.0
turtkul,5901,2.643592677345538,89.9247513504045,67.59789661008668,48728.703861885115,24396.75166966542,434,0,1069,245.0,0.0,0.0,0.0,0.0036859313308589227,0.8598398169336384,0.7900315095961042,0.0,0.0,0.0,0.0
tuscaloosa,471,2.9447492163009406,96.523436664741,82.15082462218552,31576.63803751487,18105.82388818925,380,19,1546,576.0,31.0,0.007445141065830721,0.012147335423197491,0.005331071221106096,0.7603632056849585,0.7702035170914839,0.0,0.0,0.0,0.0
tutun,3876,2.828854314002829,369.0298024090594,313.4404474492789,113475.60465026427,56737.802325131954,213,0,1017,184.0,0.0,0.0,0.0,0.0065041257730491615,0.8698727015558698,0.8937300743889479,0.0,0.0,0.0,0.0
tuxpam,219,2.867618247970893,228.14122076082216,183.76446497331267,50222.53526291524,27200.15760537496,695,2,1959,915.0,2.0,0.000559753708368318,0.000559753708368318,0.008387496281114919,0.7432091851022122,0.8363458035589183,0.0,0.0,0.0,0.0
tuxtepec,224,2.931135962330783,156.3750802714141,129.13139353784226,37773.53769532329,21898.310829850852,296,1,928,472.0,2.0,0.0005885815185403178,0.0011771630370806356,0.00714096541447618,0.7208480565371025,0.784429371866706,0.0,0.0,0.0,0.0
tuxtla gutierrez,249,3.0902013998000286,210.87755976004348,185.1391117076285,47676.42049615477,26698.212716611208,1709,22,7637,4572.0,56.0,0.001571204113698043,0.003999428653049564,0.007898564671665784,0.6685264663805436,0.9053836522983366,5.0,1.0,0.00035709184402228254,7.141836880445651e-05
tuyen quang,11013,2.740072202166065,114.392312841792,92.09200636721883,53283.33969124376,29150.11052761986,108,5,367,71.0,3.0,0.009025270758122744,0.005415162454873646,0.003924249711966092,0.8652094717668488,0.7849954254345837,0.0,0.0,0.0,0.0
