city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality,6way_int_count,6way_int_prop
anqing,12000,3.2600896860986546,23.77407876788443,21.61522183941062,17535.300715970905,12367.026840192835,81,6,409,392,4.0,0.006726457399103139,0.004484304932735426,0.001922376257049809,0.5530474040632054,0.6938313525749858,0.0005324688197004697,6.050782042050792e-07,0.14292573216362311,0.00016023064143903936,0.08213370617920031,8.452914425619732e-05,0.0,0.0
anqiu,11577,3.403636363636364,11.458448073410242,10.333436808020874,9581.424736021798,7169.101121694975,27,2,82,161,3.0,0.007272727272727273,0.01090909090909091,0.0015983102872876129,0.3992673992673993,0.5526802218114603,0.0021791632041676876,8.04119263530512e-06,0.19944022508260947,0.0007252371821185799,0.13312632066056765,0.0004349907329016315,0.0,0.0
anren,11844,2.7580645161290325,35.1245460407469,27.382038580152155,27379.558145140072,14144.75345478932,41,0,109,35,1.0,0.0,0.005376344086021506,0.0024832208036014913,0.8064516129032258,0.7683923705722071,0.0023412340551361133,1.258727986632319e-05,0.3663467011836578,0.001969605920342246,0.15212175805503741,0.0008501056888153662,0.0,0.0
anse a galets,730,2.6148148148148147,175.90906167849536,133.56058386700573,52876.83842564108,26438.419212820507,65,0,179,26,0.0,0.0,0.0,0.0066535393157391804,0.9037037037037037,0.794392523364486,0.0014896007880410005,5.841571717807845e-06,0.16501670330348991,0.0006111729751981108,0.1136027758615377,0.0003992283499405173,0.0,0.0
anshan,11401,3.165129924559933,21.144787442537076,18.707731052470987,12657.756686969456,8052.067199746605,275,5,1179,907,18.0,0.0020955574182732607,0.0075440067057837385,0.0026260073243306384,0.6106677866442671,0.7767500525541308,0.00016629830286482813,6.97559995238373e-08,0.20085845529680083,8.418208520402381e-05,0.0567328880530246,2.183222390946946e-05,2.0,0.0008382229673093043
anshun,10791,2.9166666666666665,26.12430476439666,20.617711113077757,17228.943135230715,12940.103856329544,86,4,178,138,2.0,0.00980392156862745,0.004901960784313725,0.0020188636083950883,0.6534653465346535,0.5180572851805728,0.0009636697030681664,2.397188316089966e-06,0.1487030088992705,0.00036446815906683946,0.10807201684073708,0.00021041653580745166,0.0,0.0
antakya,4339,2.7921011470281543,279.71124816986935,237.30976464255468,67362.5039503321,36593.32065741332,1163,10,5771,715,13.0,0.0013034410844629822,0.001694473409801877,0.007643778786531185,0.9049856434351344,0.8014883478033814,2.8048430894235145e-05,3.6712605882506734e-09,0.14700323164232434,1.9161005167143425e-05,0.02972923778882283,3.464076735842844e-06,0.0,0.0
antalya,3729,3.1026104003301693,233.18823792013723,219.2936643131542,60978.000459204886,34328.93231461091,1155,20,13955,4189,65.0,0.0010317787866281469,0.0033532810565414777,0.006792761155024003,0.7803139847139021,0.9034682230199107,1.4789129023233155e-05,7.661967165699489e-10,0.1678075702125847,8.65701455904791e-06,0.02414967848885202,1.2477033560572448e-06,0.0,0.0
antananarivo,5792,2.501171691923137,104.16303870984305,74.0418412950767,41872.57164578192,21856.532365238145,1851,12,4039,478,20.0,0.0018747070770192159,0.0031245117950320263,0.004765762334537101,0.9218970104867742,0.6493384482893604,1.876229025667585e-05,2.969656577504883e-09,0.26240639764298074,4.099459422636787e-05,0.026067052170447906,3.823145628673827e-06,1.0,0.0001562255897516013
antioch,26,2.7349288778505305,85.0061886409285,65.05497322159114,27777.036684651062,15790.47720403132,2079,32,4962,1731,51.0,0.003612553623842854,0.005757507337999549,0.005383383132919273,0.7977566281441196,0.7465858219527398,2.322439683709544e-05,2.6349440477757478e-09,0.21115954343282461,2.3838286682414157e-05,0.03513276843971586,4.919873863745052e-06,3.0,0.00033867690223526756
