city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
basra,5668,2.954547955758543,774.5401680874719,708.6064400276404,175080.61063932223,94965.7469844884,1547,9,14359,2239,19.0,0.0004952401914928741,0.0010455070709294008,0.008155995110679059,0.8756881744109227,0.8806541309913829,0.0,0.0,0.0,0.0
bassar,1999,2.811918063314711,474.4286019410892,383.43019225778903,141685.33402778843,70957.93681979146,103,0,331,101,2.0,0.0,0.0037243947858473,0.0066860540653256775,0.8081936685288641,0.862488306828812,0.0,0.0,0.0,0.0
basti,8290,2.6153846153846154,109.01625919983928,83.45289320880998,50066.04151644158,27211.081826000624,189,0,550,66,1.0,0.0,0.0012406947890818859,0.004006318451318334,0.9168734491315137,0.7535780958307405,0.0,0.0,0.0,0.0
bata,2861,2.3551724137931034,94.02179362047514,62.032769584083596,28079.922340911224,14450.836327523823,592,8,1070,70,0.0,0.004597701149425287,0.0,0.006506321951857989,0.9595842956120092,0.5897658282740676,0.0,0.0,0.0,0.0
batala,6571,2.599799398194584,198.82376573127144,146.97403745631598,52516.33949149493,27851.25314555063,520,2,1230,240,2.0,0.0010030090270812437,0.0010030090270812437,0.007138772704129993,0.8785140562248996,0.7821060567981905,0.0,0.0,0.0,0.0
batam city,11547,2.978071098022718,465.16528659537727,420.889457360121,85706.59891844867,46229.73880050419,1810,21,13965,3216,4.0,0.001104333193100547,0.00021034917963819942,0.010062035794809727,0.8304817057120295,0.9209688034750559,0.0,0.0,0.0,0.0
batangas city,12849,2.6322423706324636,295.1215121267042,227.4432706239638,77710.5555878422,40099.82635593091,1037,10,3063,406,4.0,0.0022114108801415304,0.0008845643520566122,0.007359670575806737,0.9086879432624113,0.7720368111764053,1.0,1.0,0.00022114108801415304,0.00022114108801415304
batatais,1263,3.312391930835735,356.2928089158757,344.3821559377081,99336.35212480756,54027.78442135629,58,3,1016,655,3.0,0.001729106628242075,0.001729106628242075,0.006594621873389999,0.6200923787528868,0.9395779126915293,0.0,0.0,0.0,0.0
batavia,644,2.868868541530412,63.99640307982939,52.75831660047413,26318.665459559168,13673.575596524659,537,11,1832,672,6.0,0.0035971223021582736,0.001962066710268149,0.0046802976023400215,0.7774860518542829,0.8640170799802923,0.0,0.0,0.0,0.0
bataysk,4296,3.006993006993007,44.22823887341762,37.307911287454544,21461.045300164933,12361.908864247285,179,5,589,371,0.0,0.004370629370629371,0.0,0.0035777839295784734,0.6742756804214223,0.809062912450506,0.0,0.0,0.0,0.0
bath,1782,2.4133891213389123,200.0940421704144,138.3914023881569,40008.51941424767,21243.070638626123,737,17,1547,89,0.0,0.007112970711297071,0.0,0.00941926172417771,0.9624947324062368,0.6097869647753639,0.0,0.0,0.0,0.0
bathinda,6614,2.88553750966744,42.319301465800926,36.951656113603434,19486.59887961962,10349.487921751284,164,2,951,170,6.0,0.0015467904098994587,0.004640371229698376,0.004089023706850211,0.8636715724244771,0.8579743888242142,0.0,0.0,0.0,0.0
bathkela,6220,2.547008547008547,75.45398148574435,56.75171257047439,57788.49670930791,28894.248354653948,29,0,83,5,0.0,0.0,0.0,0.0026113841259895972,0.9572649572649573,0.7685589519650655,0.0,0.0,0.0,0.0
batman,4666,3.1448419590135464,260.12397335708374,246.07420682112456,61559.33234981838,33543.265597858874,311,8,4002,1412,23.0,0.0013893713094824591,0.00399444251476207,0.007754879220038968,0.7500869565217392,0.9598086124401913,2.0,0.0,0.0003473428273706148,0.0
batna,2337,3.1340291128810764,282.5516645237445,266.29388541972787,53629.43174870886,29347.170860500708,419,3,5043,1817,0.0,0.00041197473221642406,0.0,0.009627901301519996,0.7503777991482347,0.9377447948876521,0.0,0.0,0.0,0.0
baton rouge,397,2.9809878479027834,68.04536280556113,59.036220787694305,27529.836629226615,15517.108472919512,1351,46,6328,2406,71.0,0.004508036064288515,0.006958055664445316,0.0043851831624631635,0.7559558968300847,0.8204913593619221,2.0,0.0,0.0001960015680125441,0.0
batouri,3152,2.768472906403941,108.82463313504172,88.72156051157343,46561.74371868965,23354.72264095489,75,0,275,56,0.0,0.0,0.0,0.00465964142704939,0.8620689655172413,0.8426270136307311,0.0,0.0,0.0,0.0
batsari,2547,2.6315789473684212,21.446532475224778,16.367090573197856,22270.638060882637,11249.909546603742,9,0,25,4,0.0,0.0,0.0,0.0019063737700628282,0.8947368421052632,0.6338028169014085,0.0,0.0,0.0,0.0
battambang,11165,2.730228044638525,143.5118429476202,113.0825972571253,59660.17612676261,30392.579424287887,437,0,1310,310,4.0,0.0,0.0019408054342552159,0.0047219369223046054,0.8476467734109655,0.801554529997571,0.0,0.0,0.0,0.0
batticaloa,9222,2.778771615980918,186.67847506507243,157.12383276943933,43740.587518609354,22477.98468156928,531,0,2506,314,3.0,0.0,0.0008944543828264759,0.008304947160949825,0.9054859868813357,0.8448455915261823,0.0,0.0,0.0,0.0
