city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
panguila,3079,3.2,187.0505546028999,174.94092332224972,60554.28409292221,30429.031746032117,56,0,524,285,0.0,0.006147108332728691,0.6705202312138728,1.0736231884057972,0.0,0.0,0.0,0.0
panipat,6912,2.8615076383671423,84.77672263446546,73.24810746028196,29831.788614814934,16066.235452989122,543,5,2916,521,0.001252191334835963,0.005276701121586809,0.8673520561685055,0.8655124827499686,7.0,1.0,0.001753067868770348,0.00025043826696719256
panjgur,6061,2.633466135458167,38.651777969551155,30.49024716323159,35504.97749820375,17752.488749101853,53,0,184,14,0.0,0.002177259679801608,0.9442231075697212,0.7887323943661971,0.0,0.0,0.0,0.0
panji,11711,2.9078947368421053,6.819782388008682,5.114836791006511,8686.677806048789,5572.009338380681,19,0,27,29,0.0,0.001223935922187565,0.6052631578947368,0.6326530612244898,1.0,0.0,0.013157894736842105,0.0
panjin,11295,3.5156626506024096,6.7816619815005605,6.226055939642683,8512.097521790241,6289.432204995218,34,1,113,256,0.0024096385542168677,0.0010782629910716585,0.35507246376811596,0.6524908869987849,6.0,5.0,0.014457831325301205,0.012048192771084338
panjunan,12327,2.7832326283987916,202.79039803505657,168.17511861215417,60096.145811344926,31151.814097119182,226,0,933,165,0.0,0.00650974602643799,0.8753776435045317,0.8463866818009838,0.0,0.0,0.0,0.0
panna,7908,2.6987951807228914,63.60299343666913,51.342175424781104,54203.249568673185,27101.624784336596,16,0,60,7,0.0,0.002346833222834246,0.9156626506024096,0.8571428571428571,0.0,0.0,0.0,0.0
pano aqil,6239,2.5308641975308643,76.31379215526066,56.05766213874086,45783.74263076065,26238.572158089246,43,0,109,10,0.0,0.002908458268821363,0.9382716049382716,0.6802507836990596,0.0,0.0,0.0,0.0
panruti,8622,2.677211796246649,1600.1730116463887,1274.1323980133443,350285.8568124212,177327.44170163004,380,0,1327,158,0.0,0.009023831823722066,0.9152815013404826,0.8064429530201342,0.0,0.0,0.0,0.0
panshi,11530,3.330612244897959,20.736635704223904,19.213127774933984,15224.676611479326,10848.355733585433,18,1,109,116,0.004081632653061225,0.0019115003428607467,0.5204918032786885,0.6811594202898551,1.0,0.0,0.004081632653061225,0.0
panskura,9655,2.3636363636363638,3.2880138084721584,1.992735641498278,8881.128157171608,5539.652838362202,13,0,15,5,0.0,0.0005935414915719267,0.8484848484848485,0.6229508196721312,0.0,0.0,0.0,0.0
panyabungan,10876,2.4905314599877824,473.1299563969537,334.68814264366057,95342.88432123355,49361.50181644825,479,1,1032,125,0.0006108735491753207,0.009584999219762335,0.9235941320293398,0.7030915212733394,0.0,0.0,0.0,0.0
panzhihua,10331,2.7121896162528216,66.73125008284207,53.55069842991051,46866.77613966453,26259.794422526287,175,12,600,93,0.013544018058690745,0.002541194687556213,0.8867276887871853,0.6844520940906483,4.0,2.0,0.004514672686230248,0.002257336343115124
panzhou,10647,2.962406015037594,42.7429174595893,36.315411074688654,33115.50610543224,21536.15217208389,40,1,154,71,0.0037593984962406013,0.001984705397605546,0.7320754716981132,0.6247619047619047,0.0,0.0,0.0,0.0
paonta sahib,6939,2.694736842105263,36.021454187511296,29.19633655198284,29462.120282945594,14731.060141472792,18,0,70,7,0.0,0.0024452723593259267,0.9263157894736842,0.8216216216216217,0.0,0.0,0.0,0.0
papantla de olarte,217,2.645362431800468,213.53931803014103,160.27931665083852,47776.460820292166,24987.49370380186,320,0,780,181,0.0,0.008545847797358359,0.857365549493375,0.7364310816087466,2.0,0.0,0.001558846453624318,0.0
paracatu,1265,3.076129666011788,383.6785332486315,347.4966676377586,93611.94751629097,50293.58373518745,192,0,1311,527,0.0,0.007628776968227745,0.7382121807465619,0.8718957462503073,6.0,0.0,0.0029469548133595285,0.0
paragominas,1203,3.206728160607705,269.6429601898583,255.30491889924184,67402.40657303724,35986.09723341166,98,0,1168,577,0.0,0.007492975924588609,0.6869234943027672,0.9315403422982885,0.0,0.0,0.0,0.0
parakou,2100,3.101469700020133,151.3541756246334,138.7387883267477,50955.66563403153,26358.78606342502,414,0,3227,1320,0.0,0.005742076864254752,0.7330380511375075,0.9667640245744789,6.0,0.0,0.0012079726192872962,0.0
paramaribo,1059,2.8882597835137385,115.64727294465182,99.00793175827727,39275.850978755254,20361.525122330226,864,3,4079,1058,0.0004995836802664446,0.005679696007536436,0.823558813728757,0.8649887490624218,1.0,0.0,0.00016652789342214822,0.0
