city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
kebumen,12330,2.5855232826187184,143.54533879288186,108.40353386018464,55235.0318243669,27873.49265777784,531,0,1475,163,0.0,0.005149887046997925,0.9248501613646842,0.7521347795984307,0.0,0.0,0.0,0.0
kecamatan sape,12814,2.770864946889226,344.5205708293651,268.19279641193367,88529.19784829795,44264.59892414887,146,0,372,141,0.0,0.0077832077823574135,0.7860394537177542,0.8804265041888805,0.0,0.0,0.0,0.0
kecamatan wanasaba,12733,2.560376372190277,219.89631911093005,161.73242079930924,73246.82501255684,36623.41250627834,506,0,1236,171,0.0,0.006004255312724702,0.9106116048092002,0.7505888510861031,0.0,0.0,0.0,0.0
kediri,12548,2.5846020547097415,224.03680621957318,167.74336437952695,50986.14439488829,25802.202780425843,2030,2,5341,706,0.00024755539051862855,0.008682855805998578,0.9125913086542033,0.7607282184655396,0.0,0.0,0.0,0.0
keffi,2660,2.646629213483146,188.94481494003648,151.1558519520292,54238.72042762122,27649.61441171445,356,0,1341,83,0.0,0.00683354249092115,0.9533707865168539,0.7817158931082981,0.0,0.0,0.0,0.0
keighley,1813,2.3813799621928164,243.45989153296733,162.1148332561205,44603.28792089364,22841.90165220226,707,7,1290,112,0.0033081285444234404,0.010658477356218481,0.9468942626837363,0.6484690244481367,0.0,0.0,0.0,0.0
kekri,6868,2.6363636363636362,8.504626569354334,5.798609024559774,22528.710166495304,11264.355083247654,7,0,9,6,0.0,0.0007550034162188667,0.7272727272727273,0.7948717948717948,0.0,0.0,0.0,0.0
kelo,3233,3.433574879227053,392.141119523511,388.8259168222253,147539.37608968987,73890.90914201805,7,0,448,373,0.0,0.0053070279426365875,0.5495169082125604,1.1380981223500908,0.0,0.0,0.0,0.0
kel rijali,13031,2.412068076328004,1145.1107077104311,779.5493213913197,188584.08706011873,97998.45152778387,619,0,1222,98,0.0,0.011684987771319804,0.9494584837545126,0.662019106635683,0.0,0.0,0.0,0.0
kemerovo,6088,2.8777130757014295,32.485623149205225,26.96530285757215,15490.694504633537,8576.137786023406,642,8,2319,790,0.0021175224986765486,0.0037879082589073235,0.7854111405835543,0.8238885202388851,17.0,2.0,0.004499735309687666,0.0005293806246691371
kempten allgau,2693,2.742078580481622,130.64073242343795,107.79102256990888,38063.14270902125,21071.239445308525,276,11,1137,152,0.00697084917617237,0.006199954813409179,0.9017230376515635,0.7165228507510387,2.0,0.0,0.0012674271229404308,0.0
kendari,12976,2.512798102135098,440.7612871137315,312.31368515050895,87319.22068136513,48067.838648637495,2334,0,4911,762,0.0,0.009169567417740034,0.9046073167686353,0.660713170548929,2.0,0.0,0.000249719066050693,0.0
kendrapara,9569,2.6754966887417218,128.57103787372407,103.02712306437492,114582.31652223799,63883.490924852165,30,2,106,13,0.013245033112582781,0.0020125862881376594,0.912751677852349,0.7918088737201365,0.0,0.0,0.0,0.0
kendujhargarh,9352,2.8666666666666667,41.78683285945344,37.40916465512975,38193.07529235736,19096.53764617866,11,0,86,8,0.0,0.0021881889604116406,0.9238095238095239,0.9463414634146341,0.0,0.0,0.0,0.0
kenema,1522,2.5515625,160.92077045645874,116.33230697581497,47058.41585221916,23557.271712254613,532,0,1186,201,0.0,0.006831044461432558,0.8947916666666667,0.7601043024771839,1.0,0.0,0.0005208333333333333,0.0
kenge,3305,2.7695652173913046,147.0107295181902,115.37146381753624,70434.00253610531,35217.00126805258,99,0,269,92,0.0,0.004174424971598939,0.8,0.8863387978142077,0.0,0.0,0.0,0.0
kengtung,10360,2.7528216704288937,361.8150315485623,285.85837706997023,111266.36594840848,55764.31621680942,186,0,547,153,0.0,0.006488289574677827,0.827313769751693,0.8613469156762875,0.0,0.0,0.0,0.0
kenitra,1604,3.1245351291587093,367.9222339558205,354.46121343517336,65190.20228465802,35353.22987333199,364,8,7614,1952,0.0008041009146647904,0.010407033113355092,0.8025349562418268,0.9605071187805001,10.0,1.0,0.001005126143330988,0.0001005126143330988
kennesaw,567,2.573903324951104,74.52210273251656,54.095675579513276,25563.388319953006,14838.65796620394,981,19,2144,415,0.005308745459625594,0.0050221592075405845,0.8778089887640449,0.5950808151791989,19.0,1.0,0.005308745459625594,0.0002794076557697681
kennewick,182,2.825629791894852,86.53733054646096,70.61370345795555,32169.254825842854,17020.73547932323,840,7,2841,864,0.0015334063526834612,0.005084229800268408,0.8075910487055726,0.8221929535726046,12.0,1.0,0.002628696604600219,0.0002190580503833516
