city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
zhaoyuan,11630,3.307471264367816,15.646980298256889,13.983364576890494,12960.83504387564,9482.782403010531,37,1,131,176.0,3.0,0.0028735632183908046,0.008620689655172414,0.0016500410568621071,0.484149855907781,0.6342525399129173,0.0,0.0,0.0,0.0
zhaozhou,10958,3.3176470588235296,10.949776757332819,9.919209533113259,12813.674938176557,6414.44196022534,8,0,34,43.0,0.0,0.0,0.0,0.001707050562656919,0.49411764705882355,1.1636363636363636,0.0,0.0,0.0,0.0
zhecheng,11330,3.23728813559322,3.72485799977343,3.3460588811524032,7306.746605803963,3653.3733029019804,6,0,30,21.0,1.0,0.0,0.01694915254237288,0.0010195667649989853,0.6101694915254238,1.0973451327433628,1.0,0.01694915254237288,0.0,0.0
zhehai,10501,2.410958904109589,33.5843100743788,22.542893063624124,29365.06029294475,14696.990952313645,24,0,44,5.0,0.0,0.0,0.0,0.0022851147002367752,0.9315068493150684,0.6950354609929078,0.0,0.0,0.0,0.0
zhengyang,11370,3.02834008097166,27.645753279755596,23.504486594124188,16060.731085601628,10987.066600159802,37,0,129,81.0,0.0,0.0,0.0,0.002516208764890303,0.6720647773279352,0.6441717791411042,0.0,0.0,0.0,0.0
zhengzhou,11009,3.297329441020651,26.410976017847183,24.289302844394868,15691.823353575017,12678.629297758023,743,46,4305,4032.0,120.0,0.004973510649799978,0.012974375608173857,0.002083109727209823,0.5485167880039118,0.541764034563339,2.0,0.00021623959346956428,1.0,0.00010811979673478214
zhenjiang,12153,3.150127226463104,28.67347783020951,25.147053499946256,18290.486249966554,12073.99514861753,145,2,572,452.0,7.0,0.0016963528413910093,0.005937234944868533,0.0023748127672133957,0.6091758708581139,0.7369093231162197,1.0,0.0008481764206955047,0.0,0.0
zhenlai,10696,3.275,12.80434652753812,11.630614762513792,16527.74592891622,8458.232061051594,11,0,54,55.0,0.0,0.0,0.0,0.001513832493021737,0.5416666666666666,1.0,0.0,0.0,0.0,0.0
zhenning,10784,3.065934065934066,34.82359037967678,29.848791754008666,25790.666360886113,15987.098200377304,13,0,46,32.0,0.0,0.0,0.0,0.002178230842346044,0.6483516483516484,0.6949152542372882,0.0,0.0,0.0,0.0
zhenping,11035,3.271523178807947,7.88129636455292,6.837416051367104,11907.325448823427,7603.809124642974,20,2,49,77.0,3.0,0.013245033112582781,0.019867549668874173,0.0010364931885271352,0.46308724832214765,0.863481228668942,0.0,0.0,0.0,0.0
zhenxiabo,11322,1.75,5.882616368370827,2.20598113813906,24285.586052955136,12142.793026477568,5,0,3,0.0,0.0,0.0,0.0,0.00048445331774524047,1.0,0.45454545454545453,0.0,0.0,0.0,0.0
zhenxiong,10576,2.8210526315789473,89.05967860121015,71.24774288096812,58191.00339174103,33257.208447303376,38,0,113,36.0,3.0,0.0,0.015789473684210527,0.0026779060167460168,0.7947368421052632,0.7066666666666667,0.0,0.0,0.0,0.0
zhicheng,11209,2.4379084967320264,24.687771920815536,16.78123058669814,18885.175596567584,9641.95712759006,49,0,92,12.0,0.0,0.0,0.0,0.0025604523639886864,0.9215686274509803,0.6146179401993356,0.0,0.0,0.0,0.0
zhijiang,11222,2.9625,25.976698998196934,21.106067936035007,26894.836981861026,15452.122503931958,15,0,39,25.0,1.0,0.0,0.0125,0.0016811087921149268,0.675,0.7354838709677419,0.0,0.0,0.0,0.0
zhijiang,11230,3.252136752136752,24.72795157826382,21.874726396156458,18751.118288566893,13252.916693418649,27,0,95,111.0,1.0,0.0,0.004273504273504274,0.0018658497710578406,0.5213675213675214,0.6609071274298056,0.0,0.0,0.0,0.0
zhijin,10740,2.5384615384615383,27.895218016878808,19.78891534530719,24312.294225417525,12611.752794379105,34,0,69,14.0,0.0,0.0,0.0,0.0022118430698476227,0.8803418803418803,0.74235807860262,0.0,0.0,0.0,0.0
zhodzina,3417,2.854978354978355,45.94981623555597,39.38555677333369,23105.062364683858,11957.641521027925,66,0,335,57.0,4.0,0.0,0.008658008658008658,0.0038427156521419073,0.8679653679653679,0.8269858541893362,0.0,0.0,0.0,0.0
zhong,10736,2.8,47.77674476883969,38.81860512468225,48489.1226091573,29424.54628078873,30,2,98,30.0,0.0,0.0125,0.0,0.0016237037034631558,0.810126582278481,0.6688102893890675,0.0,0.0,0.0,0.0
zhongmu,11085,3.2223634053367216,34.42853999549627,30.666336133218408,16998.390102995658,11767.418921865225,86,3,355,336.0,7.0,0.0038119440914866584,0.008894536213468869,0.002925751196936149,0.5625,0.6513115802943058,0.0,0.0,0.0,0.0
zhongning,10150,3.0578512396694215,25.25987926482779,21.5022112750187,18235.996469175778,10319.01379609353,36,0,121,84.0,1.0,0.0,0.004132231404958678,0.0024478966463239373,0.6487603305785123,0.8329853862212944,0.0,0.0,0.0,0.0
