city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
yeysk,4204,3.2732558139534884,47.90123131506793,43.389603714462694,22254.76429925185,11713.09944060093,81,2,379,397,1.0,0.002325581395348837,0.0011627906976744186,0.0040895436394084266,0.5361305361305362,1.0175336060783167,0.0,0.0,0.0,0.0
yi,10712,3.045977011494253,6.06940372536133,5.0229548071955845,7252.487199718938,5505.932492069501,15,0,39,32,1.0,0.0,0.011494252873563218,0.0011023389288015116,0.6206896551724138,0.5088757396449705,0.0,0.0,0.0,0.0
yibin,10453,3.0209863588667365,30.96330130310857,27.421853410098247,24640.054212725605,16270.340259605704,109,7,603,226,6.0,0.007345225603357817,0.0062959076600209865,0.0019030518605674773,0.7526427061310782,0.6226815050344462,1.0,1.0,0.001049317943336831,0.001049317943336831
yichang,11140,3.0530104712041886,28.47477942420587,24.78498470824202,19789.425461122493,14620.726212209789,198,11,840,471,7.0,0.007198952879581152,0.004581151832460733,0.001947562591003622,0.6842452208305867,0.5440739517992736,1.0,0.0,0.0006544502617801048,0.0
yicheng,10664,2.853932584269663,9.290110280860382,7.411211572371765,10133.72097854862,6689.494741546505,18,0,48,23,0.0,0.0,0.0,0.0013887611306668964,0.7415730337078652,0.6127167630057804,0.0,0.0,0.0,0.0
yicheng,11164,2.7155172413793105,21.189608566050374,15.709537385175278,20518.799354881296,10276.54403446276,60,0,119,52,1.0,0.0,0.004310344827586207,0.002061939159214446,0.771551724137931,0.8257080610021786,0.0,0.0,0.0,0.0
yichuan,10906,3.108108108108108,3.394870974587966,2.8443513570872145,6983.98380439065,3869.666389318314,12,0,30,32,0.0,0.0,0.0,0.0008773032693358383,0.5675675675675675,0.8951048951048951,0.0,0.0,0.0,0.0
yichun,11905,2.8873417721518986,29.626967217957745,23.926588715262078,17250.473949095656,12163.975432768648,152,2,421,213,2.0,0.002531645569620253,0.002531645569620253,0.002435631951224217,0.7271573604060914,0.6492679821769574,0.0,0.0,0.0,0.0
yidu,11194,2.7963525835866263,27.464185299629758,21.62074161885747,20113.200432298345,10811.543505097694,70,0,187,71,1.0,0.0,0.00303951367781155,0.0025402649757345253,0.7811550151975684,0.781010719754977,0.0,0.0,0.0,0.0
yifeng,11913,2.8076923076923075,11.227828797181058,8.20495181332462,18339.3960731347,10267.486689784013,14,0,20,18,0.0,0.0,0.0,0.001093532345004408,0.6538461538461539,0.7878787878787878,0.0,0.0,0.0,0.0
yihuang,12182,3.0754716981132075,21.394604356242144,18.972573674403414,25586.551720392865,13674.21443776414,6,0,32,14,1.0,0.0,0.018867924528301886,0.0015645947672984102,0.7169811320754716,0.9207920792079208,0.0,0.0,0.0,0.0
yilan city,12717,3.0726855394032135,165.62289938625804,142.05299939708897,58586.45005789913,32950.30771160852,186,1,678,419,20.0,0.0007651109410864575,0.015302218821729151,0.005026444694715505,0.6615620214395099,0.8530878404296126,3.0,0.0,0.0022953328232593728,0.0
yiliang,10539,2.8267326732673266,21.34618786674521,17.013545774980095,17671.44828295946,12358.969565789703,41,6,105,47,3.0,0.0297029702970297,0.01485148514851485,0.001727181845793408,0.7448979591836735,0.5633074935400517,0.0,0.0,0.0,0.0
yilong,10464,3.157190635451505,86.57309459508176,78.46591516811758,48354.6040079936,25846.828519581904,28,0,172,95,4.0,0.0,0.013377926421404682,0.0033494668225733312,0.6688963210702341,0.9932546374367622,0.0,0.0,0.0,0.0
yima,10790,2.8085106382978724,11.104402819547534,8.741763921771463,11789.403660235314,8030.7208938329495,20,1,50,23,0.0,0.010638297872340425,0.0,0.0013827404745288764,0.7526881720430108,0.5966850828729282,0.0,0.0,0.0,0.0
yinchuan,10137,3.2408581179912237,14.250673786737856,12.576167505604836,12692.403581450784,8696.891061206623,241,10,827,960,13.0,0.0048756704046806435,0.006338371526084837,0.0016385940316424625,0.5232729054385106,0.6951189600196223,0.0,0.0,0.0,0.0
ying,10441,2.8704453441295548,53.46598601330291,42.967604144294036,26476.80857005392,15568.711113995803,97,0,272,121,3.0,0.0,0.006072874493927126,0.003434194752656088,0.7469635627530364,0.7507629704984741,1.0,0.0,0.0020242914979757085,0.0
yingcheng,11447,2.8267477203647418,39.9459420215344,31.689637895502972,31903.96280864568,16116.132028794224,68,0,183,77,1.0,0.0,0.00303951367781155,0.0024786308495217185,0.7629179331306991,0.8698315467075038,0.0,0.0,0.0,0.0
yingde,12070,3.1209540034071552,81.24400288137731,71.1404045673389,38542.01102525088,25938.615986555284,73,1,302,204,7.0,0.0017035775127768314,0.01192504258943782,0.003132164141814211,0.6399317406143344,0.6358183376178235,0.0,0.0,0.0,0.0
yingjing,10282,2.606299212598425,36.33383165234941,27.46494361122475,34349.69203039754,17234.80456194055,31,2,80,14,0.0,0.015748031496062992,0.0,0.0021081661542356597,0.888,0.7591836734693878,0.0,0.0,0.0,0.0
