city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
xikou,12529,2.8955223880597014,29.72428958831882,23.735067059329204,23483.121097078867,14168.284713076742,27,1,68,36,1.0,1.0,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.0020979455304765667,0.7142857142857143,0.7049808429118773,0.0,0.0
xilinhot,10309,3.2445887445887447,22.212421239650695,19.616164211639575,17359.489429490557,10876.337012909744,54,0,188,219,1.0,0.0,0.0,0.0021645021645021645,0.0,0.0020422704089883854,0.5238095238095238,0.7834602829162133,0.0,0.0
xin,11557,2.6595744680851063,13.528504990255469,10.07441860976471,13035.109907081453,7435.693641913722,24,1,52,17,0.0,0.0,0.010638297872340425,0.0,0.0,0.001819400535008277,0.8172043010752689,0.6685082872928176,0.0,0.0
xincai,11440,3.3174603174603177,31.339993804151526,28.852692708583945,29335.35560038471,19364.909915488377,20,4,104,124,0.0,0.0,0.015873015873015872,0.0,0.0,0.0016183908905811784,0.5,0.7087576374745418,0.0,0.0
xinchang,12512,3.1602787456445993,30.926261012440126,28.66336386518841,27151.293081955613,16912.20945259284,21,0,182,80,4.0,0.0,0.0,0.013937282229965157,0.0,0.0018286351702969693,0.7073170731707317,0.7434094903339191,0.0,0.0
xinchengzi,11337,2.8529411764705883,12.26457943005152,9.9198804213652,18940.629193989058,10056.129437868261,13,0,39,16,0.0,0.0,0.0,0.0,0.0,0.001219612327568788,0.7647058823529411,0.8091603053435115,0.0,0.0
xincun,10613,2.533333333333333,7.079726427964912,4.562490364688499,11366.00803113828,9399.309587534624,16,0,19,9,1.0,0.0,0.0,0.022222222222222223,0.0,0.0007532177083893538,0.7777777777777778,0.3176470588235294,0.0,0.0
xinfeng,12183,2.8635477582846005,36.61349913058317,27.977566587112285,20813.131572898317,12473.421436285225,121,0,226,160,6.0,0.0,0.0,0.011695906432748537,0.0,0.0029353212602978664,0.6764132553606238,0.7247796278158668,0.0,0.0
xinfeng,12196,2.9846153846153847,57.974359672336725,50.2444450493585,34909.96885579874,17820.37689751874,26,0,125,41,2.0,0.0,0.0,0.010256410256410256,0.0,0.0032532622629552186,0.7743589743589744,0.9168831168831169,1.0,0.005128205128205128
xingan,12052,2.8045112781954886,30.26524027571267,23.21093615129844,27280.590142307512,17014.092705767445,31,4,58,40,0.0,0.0,0.03007518796992481,0.0,0.0,0.0017788336292215772,0.689922480620155,0.7035573122529645,0.0,0.0
xingcheng,11190,3.1017441860465116,29.29978679261761,26.403877632882146,15266.21045090985,9994.396570749639,68,4,410,203,2.0,1.0,0.005813953488372093,0.0029069767441860465,0.0014534883720930232,0.002931621392567971,0.6988304093567251,0.7373440939104916,0.0,0.0
xingguo,12169,2.982222222222222,39.32665019730689,32.859601053749756,23688.977196242657,17803.126128844808,37,1,118,67,2.0,0.0,0.0044444444444444444,0.008888888888888889,0.0,0.0022089744190257376,0.6919642857142857,0.4469525959367946,0.0,0.0
xinghua,10824,2.8177083333333335,20.299820098591763,16.70506028946614,15202.469931789432,7880.329897182408,34,0,125,33,0.0,0.0,0.0,0.0,0.0,0.0025760114568109532,0.828125,0.8496042216358839,0.0,0.0
xinghua,12125,2.9962962962962965,25.54944417285469,20.471097861953943,16809.73599492145,10270.802401014435,161,0,343,293,13.0,0.0,0.0,0.016049382716049384,0.0,0.0024875801495636996,0.6222222222222222,0.7145510835913312,0.0,0.0
xinglong,11065,3.0240963855421685,15.563891056458996,13.501206699578889,19451.044104178316,9725.52205208916,11,0,48,24,0.0,0.0,0.0,0.0,0.0,0.001600314201448516,0.7108433734939759,0.9813664596273292,0.0,0.0
xingning,12363,3.0197530864197533,25.114612514543825,22.138065846153445,20885.314061516037,12843.920292404007,48,0,253,104,0.0,0.0,0.0,0.0,0.0,0.0019553696957615658,0.7432098765432099,0.7565217391304347,0.0,0.0
xingping,10442,2.823369565217391,18.730957477985047,14.862607564053352,18260.682077149726,9578.74595968168,76,2,201,89,0.0,0.0,0.005434782608695652,0.0,0.0,0.0019554707429162792,0.7568306010928961,0.8404401650618982,0.0,0.0
xingren,10752,2.8035714285714284,35.65801278948196,26.74350959211147,36269.31625011355,24358.33620211983,28,0,50,34,0.0,0.0,0.0,0.0,0.0,0.0014638936129955685,0.6964285714285714,0.6575342465753424,0.0,0.0
xingtai,10859,3.0360531309297913,26.47766688921287,22.923027548773,14934.441602902085,10263.46741334073,283,3,1185,629,8.0,0.0,0.0014231499051233396,0.003795066413662239,0.0,0.002579797433253063,0.6973871733966746,0.6413793103448275,0.0,0.0
xingtang,10705,2.981818181818182,48.16372684689866,42.8122016416877,29018.272667200803,17522.873780787533,55,1,340,96,3.0,0.0,0.00202020202020202,0.006060606060606061,0.0,0.002748620314762892,0.7995951417004049,0.768056968463886,0.0,0.0
