city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
fort smith,395,3.082663605051665,60.380623030432126,53.586936397846195,26801.33365894525,14012.84700644663,392,4,2020,1061,6.0,1.0,0.001148105625717566,0.001722158438576349,0.0002870264064293915,0.00430894756808905,0.6931034482758621,0.9818835370237239,0.0,0.0
fort wayne,709,2.8781285372909067,57.000543230203164,46.52666652798624,23519.214953902156,12821.004136486434,1461,28,4506,1932,23.0,1.0,0.003521569613885046,0.0028927178971198592,0.00012577034335303736,0.004445871994377504,0.7531238167360849,0.8202133703680323,0.0,0.0
for baranga,3484,2.914285714285714,36.28257477634471,25.397802343441295,39448.83793619204,19724.418968096023,21,0,13,36,0.0,0.0,0.0,0.0,0.0,0.001839474959187963,0.4857142857142857,0.9851851851851852,0.0,0.0
fotang,12459,3.1984126984126986,24.874503293435332,21.32100282294457,14335.52478717793,10225.793111291016,36,1,94,119,2.0,0.0,0.003968253968253968,0.007936507936507936,0.0,0.0024325255774996705,0.5179282868525896,0.5935613682092555,0.0,0.0
foumban,2928,2.492638731596829,229.44056669991767,164.22020176030347,78981.92404413268,39600.24835768004,251,0,578,54,0.0,0.0,0.0,0.0,0.0,0.00579391736707177,0.9388448471121178,0.704145371947757,0.0,0.0
foumbot,2915,2.4546436285097193,286.95656218817606,198.01862120760745,65744.21758725443,32872.108793627216,287,0,571,67,1.0,0.0,0.0,0.0010799136069114472,0.0,0.008729484438911542,0.9265658747300216,0.7097996751488901,0.0,0.0
fraccionamientos del sur,174,2.731809401159047,379.12318499700615,302.5905909876298,63133.09461105507,37565.67589407502,627,11,2045,416,6.0,0.0,0.0035415325177076628,0.0019317450096587251,0.0,0.010092276419197948,0.8633279483037156,0.6751818916734034,1.0,0.0003219575016097875
framingham,1018,2.754664549424375,74.99720734121189,62.04612151611178,27120.610697803877,15154.306860735189,435,12,1817,246,9.0,0.0,0.004763795156808257,0.003572846367606193,0.0,0.004948903835089262,0.898284802552852,0.7340786584148533,0.0,0.0
franca,1267,3.2563771012107674,323.57791205311,307.1460726259391,80165.92962102532,49457.21652009285,432,8,5034,3013,20.0,0.0,0.000940402021864347,0.0023510050546608676,0.0,0.006542582353409455,0.6431344864101659,0.7800859177308304,0.0,0.0
francisco beltrao,1142,2.9950519544779812,200.89458573740546,168.68783374387783,59582.57548224115,31834.159534981085,324,5,1059,623,10.0,0.0,0.002474022761009401,0.004948045522018802,0.0,0.006310660896093447,0.6860119047619048,0.8577104544325801,0.0,0.0
francisco morato,1310,2.7426065674077096,154.64150356814193,129.22011831912656,48201.63245696026,25284.679636646622,806,14,3724,354,5.0,0.0,0.0028553946563328572,0.0010197838058331635,0.0,0.006116015934962079,0.9265698506852117,0.7507418397626113,0.0,0.0
francistown,3706,2.884169884169884,198.24481823759837,176.70359970874736,56510.59366888668,29791.23043818176,197,1,1430,185,0.0,0.0,0.0005515719801434088,0.0,0.0,0.006654468960218543,0.8979028697571744,0.8507875103619784,0.0,0.0
frankfurt am main,2445,2.868003646308113,98.83810417644298,84.35025809479117,25889.825264382805,16217.847470671008,2412,183,11152,2601,87.0,20.0,0.011121239744758432,0.00528714676390155,0.001215436037678517,0.0060944033636514145,0.8335791543756146,0.6453793908847845,0.0,0.0
fray bartolome de las casas,319,3.097777777777778,223.12617388991296,197.34270490707857,98116.30775005823,49274.6398139841,26,0,125,74,0.0,0.0,0.0,0.0,0.0,0.004528215218461931,0.6711111111111111,1.0382022471910113,0.0,0.0
frederick,867,2.8175014392630975,75.08491424275898,61.03621123245578,24575.31603347612,14470.923832857748,650,44,2091,668,21.0,0.0,0.012665515256188831,0.006044905008635579,0.0,0.005188674552503056,0.7991253644314869,0.7362509117432531,0.0,0.0
freetown,1507,2.519046275395034,150.64790699256898,106.43971758165709,39119.54657655398,20803.692493040144,2080,4,4255,744,4.0,1.0,0.000564334085778781,0.000564334085778781,0.00014108352144469525,0.007241402315621042,0.8942687747035574,0.6804349361011085,0.0,0.0
free area,4733,2.6786497150372646,884.2209060705686,714.819531255646,284742.7227374852,144145.05094086463,437,0,1703,141,0.0,0.0,0.0,0.0,0.0,0.0061342439459355375,0.9381850065760632,0.7856045644064077,0.0,0.0
freiburg im breisgau,2408,2.785108388312912,107.75530710517852,87.47713275519362,28983.11872147716,17004.759594844316,599,42,2015,501,23.0,3.0,0.013195098963242224,0.007225887527489789,0.000942507068803016,0.00633677333126479,0.8322190385227635,0.6541341405129839,0.0,0.0
freiburg im uechtland,2362,2.490441176470588,132.35531125893615,95.17904000826438,34750.06798638578,19000.672435197648,382,25,863,85,4.0,1.0,0.01838235294117647,0.0029411764705882353,0.0007352941176470588,0.006965822483932494,0.9325842696629213,0.5864915572232645,0.0,0.0
frenda,2007,3.0970350404312668,397.4967236446124,362.13987221530726,76809.31333000063,40163.3360977069,99,0,718,286,10.0,0.0,0.0,0.008984725965858042,0.0,0.00989700463820054,0.734052111410602,1.0004502476361998,0.0,0.0
