city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
flint,777,3.1159109645507006,59.3081415334429,52.46301390386169,27509.45439748158,14945.963471769825,700,13,3268,2054,28.0,2.0,0.0021434460016488046,0.004616652926628195,0.00032976092333058534,0.003968171181835489,0.6556510244547257,0.9646251756343499,0.0,0.0
florence,2801,2.903760010859237,162.21072297716518,144.57385734601147,32466.746679856456,23010.610777807942,801,167,5378,985,33.0,3.0,0.02266865752680874,0.0044794353196687935,0.000407221392697163,0.0070493879777239815,0.8581944444444445,0.4901701979854116,0.0,0.0
florence,679,2.5590206936753135,63.35072763635096,45.92050703340276,25923.163909336712,14263.838253141135,944,59,2018,389,18.0,3.0,0.017196152725153017,0.0052462838822500725,0.0008743806470416788,0.004441352075932302,0.8784104389086596,0.6883810654399762,0.0,0.0
florencia,544,2.9237576582709326,396.1964579781559,334.02948482365287,73039.55979549291,38333.160567422194,461,3,1782,684,7.0,1.0,0.0010211027910142954,0.002382573179033356,0.0003403675970047651,0.010335606355267958,0.7642248722316866,0.90230179028133,0.0,0.0
flores,325,3.327027027027027,326.11292274166163,300.2001661778648,96268.96790655532,51137.51727769446,147,3,807,884,9.0,0.0,0.0016216216216216215,0.004864864864864865,0.0,0.006377175508360238,0.5165132647536546,1.0512333965844403,0.0,0.0
floriano,1341,3.1943734015345266,293.76854023642306,276.0372421556569,82690.48636949346,43611.36701732721,118,0,1221,616,0.0,0.0,0.0,0.0,0.0,0.006736054389666484,0.6849104859335038,0.9715749039692702,0.0,0.0
florianopolis,1281,2.6843268734802153,194.668579668959,148.19255003758127,47298.557325856906,27043.92925095319,3240,39,8090,2172,28.0,1.0,0.002873774961314568,0.0020632230491489205,7.36865374696043e-05,0.007198235798597858,0.8372746083357966,0.6842085812483831,1.0,7.36865374696043e-05
focsani,3467,2.8581267217630852,88.27749378190222,76.84762544099478,28128.664014228572,14987.975168752293,94,6,536,89,1.0,0.0,0.008264462809917356,0.0013774104683195593,0.0,0.00588988791267467,0.875,0.7630662020905923,0.0,0.0
fogang,12115,3.2036199095022626,29.988969829360542,27.139339212090988,17903.867536609607,13875.208629189492,21,0,114,85,1.0,0.0,0.0,0.004524886877828055,0.0,0.0021613346963498827,0.6108597285067874,0.4691075514874142,0.0,0.0
foggia,3049,3.038650737877723,238.7753134476347,216.96168677989576,37663.958011301685,23445.052117187668,260,25,1917,635,8.0,0.0,0.008784258608573436,0.0028109627547434997,0.0,0.01018446503143354,0.771712158808933,0.7026787298208267,1.0,0.00035137034434293746
folkestone,2004,2.447619047619048,150.28217710288047,105.81092061325258,28928.485588501735,16342.813814780324,435,4,970,60,1.0,0.0,0.0027210884353741495,0.0006802721088435374,0.0,0.009195612139138876,0.9583901773533424,0.598223436966177,0.0,0.0
fomboni,5632,2.990079365079365,361.050688585089,310.90475961493775,79086.16469029486,39839.104509414494,70,0,301,131,2.0,0.0,0.0,0.003968253968253968,0.0,0.009062720988112774,0.7361111111111112,0.9661016949152542,0.0,0.0
forbesganj,9281,2.5833333333333335,64.84539757132026,47.95857528712227,54704.5821570917,29707.408539915257,50,1,120,21,0.0,0.0,0.005208333333333333,0.0,0.0,0.0021828022287502173,0.8900523560209425,0.753315649867374,0.0,0.0
forli,2863,2.7875742348104158,157.09580023718073,133.41301628182686,36032.11689140608,21535.852537628492,330,22,1623,211,3.0,0.0,0.010050251256281407,0.0013704888076747374,0.0,0.007294617195334862,0.9012459621596678,0.5973665973665974,0.0,0.0
formiga,1325,3.0358695652173915,231.73756041612697,202.26658805885864,56928.26647296242,29932.420278224265,234,1,1071,533,1.0,0.0,0.0005434782608695652,0.0005434782608695652,0.0,0.007742025478130656,0.7096247960848288,0.9147835556765587,0.0,0.0
formosa,1073,3.36292099464904,136.65442128778952,127.70757847133996,40080.2953248547,24366.742626753006,208,6,1397,1557,9.0,0.0,0.0018885741265344666,0.0028328611898017,0.0,0.0056082351006470745,0.5061494796594135,0.865551522802588,0.0,0.0
formosa,1246,3.3171942892613284,304.7296080604638,293.85316332832434,77794.32469953096,43923.30426724646,115,2,1861,1234,10.0,0.0,0.0006207324643078833,0.0031036623215394167,0.0,0.006937766025214551,0.613664596273292,0.9305361305361305,0.0,0.0
fort collins,295,2.8121187474583165,77.56257573664874,61.49176144717231,25147.91929918079,13691.74871182953,1019,22,2767,1084,26.0,0.0,0.004473363155754371,0.005286701911346075,0.0,0.005664913764421887,0.7732843137254902,0.7753141922959027,0.0,0.0
fort de france,1007,2.657651924912504,312.66638065993465,246.3130634788413,62307.30170320736,36876.34864951962,667,15,2190,269,2.0,0.0,0.004772510340439071,0.0006363347120585428,0.0,0.008478778190096315,0.9133631713554987,0.565669492881139,0.0,0.0
fort portal,4203,2.5165562913907285,424.323799471708,315.6669324988203,175935.24505228832,89954.97067353525,116,0,324,13,0.0,0.0,0.0,0.0,0.0,0.004717068954551325,0.9713024282560706,0.6548279689234184,0.0,0.0
